record_id,vendor_id,project_id,contract_id,metric_type,prediction_date,forecast_date,prediction_horizon,historical_period_months,predicted_score,confidence_level,risk_probability,risk_category,on_time_delivery_prob,quality_compliance_prob,cost_overrun_prob,model_name,model_accuracy,top_features,recommendation,actual_outcome,prediction_accuracy,data_quality_score,num_data_points,last_updated
PRED00793,VEN00615,PROJ01290,CONT01754,Contract Risk,2026-01-07,2026-07-06,6 Months,36,44.4,74.38,0.556,Medium,0.5114,0.6735,0.3458,XGBoost,0.9239,"Market Conditions, Contract Value, Payment History, Seasonal Factors, Vendor Rating",Preventive action,,,0.8575,987,2026-01-07 04:24:47
PRED00794,VEN00943,PROJ00649,CONT00204,Delivery Prediction,2026-01-07,2026-07-06,6 Months,12,83.74,68.95,0.5654,Medium,0.842,0.8252,0.1254,XGBoost,0.8083,"Seasonal Factors, Quality Score, Contract Value, Technology Used, Delivery Record",Regular monitoring,,,0.7665,4168,2025-12-31 04:24:47
PRED00795,VEN01708,,CONT00017,Contract Risk,2026-01-07,2026-04-07,3 Months,24,49.44,82.83,0.5056,Medium,0.6424,0.7218,0.4241,Neural Network,0.7609,"Quality Score, Past Performance, Delivery Record, Contract Value, Market Conditions",Review mitigation plan,,,0.9765,3469,2026-01-07 04:24:47
PRED00796,VEN00704,,CONT00312,Payment Prediction,2026-01-07,2026-04-07,3 Months,3,75.39,87.48,0.4552,Medium,0.6251,0.8556,0.3362,LSTM,0.7744,"Resource Availability, Contract Value, Past Performance, Technology Used, Project Complexity",Preventive action,,,0.8539,1197,2026-01-06 04:24:47
PRED00797,VEN01922,,CONT01653,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,53.52,83.73,0.1722,Very Low,0.6557,0.8219,0.2299,LSTM,0.7753,"Project Complexity, Contract Value, Resource Availability, Vendor Rating, Team Experience",No action required,,,0.9004,3286,2026-01-04 04:24:47
PRED00798,VEN01579,PROJ01619,,Payment Prediction,2026-01-07,2027-01-07,12 Months,3,77.38,80.46,0.3475,Low,0.8819,0.7086,0.0874,Neural Network,0.7862,"Payment History, Delivery Record, Seasonal Factors, Project Complexity, Contract Value",No action required,,,0.9737,1267,2026-01-02 04:24:47
PRED00799,VEN00599,PROJ00008,CONT01183,Compliance Risk,2026-01-07,2026-04-07,3 Months,12,84.57,73.19,0.4256,Medium,0.8404,0.9111,0.183,Random Forest Classifier,0.8189,"Quality Score, Payment History, Resource Availability, Contract Value, Technology Used",Preventive action,,,0.8121,3400,2026-01-06 04:24:47
PRED00800,VEN00389,,CONT01853,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,49.37,84.02,0.1875,Very Low,0.6249,0.8743,0.4124,Ensemble Model,0.902,"Market Conditions, Payment History, Delivery Record, Technology Used, Team Experience",Standard monitoring,,,0.7625,1132,2026-01-05 04:24:47
PRED00801,VEN00909,PROJ00776,CONT00266,Contract Risk,2026-01-07,2026-02-06,1 Month,24,29.4,87.48,0.706,High,0.5506,0.6531,0.3953,Ensemble Model,0.8799,"Payment History, Technology Used, Team Experience, Delivery Record, Contract Value",Revise timeline,Risk Occurred,0.7014,0.8624,1227,2026-01-06 04:24:47
PRED00802,VEN01501,PROJ01743,CONT01141,Schedule Forecast,2026-01-07,2026-02-06,1 Month,24,99.03,74.98,0.0036,Very Low,0.9928,0.704,0.3905,Random Forest Classifier,0.7243,"Team Experience, Market Conditions, Payment History, Vendor Rating, Delivery Record",Standard monitoring,Better than Expected,0.9797,0.7926,1926,2025-12-31 04:24:47
PRED00803,VEN00489,PROJ01410,,Compliance Risk,2026-01-07,2026-04-07,3 Months,12,91.4,77.23,0.4093,Medium,0.7529,0.9195,0.3205,Gradient Boosting,0.7565,"Delivery Record, Project Complexity, Technology Used, Past Performance, Vendor Rating",Preventive action,,,0.8526,3290,2026-01-07 04:24:47
PRED00804,VEN00395,,,Contract Risk,2026-01-07,2026-04-07,3 Months,24,19.05,76.79,0.8095,Critical,0.8527,0.8639,0.4561,LSTM,0.7937,"Vendor Rating, Technology Used, Contract Value, Team Experience, Past Performance",Increase monitoring,Risk Occurred,0.7585,0.7994,2353,2026-01-05 04:24:47
PRED00805,VEN01978,PROJ00097,,Compliance Risk,2026-01-07,2026-04-07,3 Months,36,62.67,88.23,0.5217,Medium,0.7077,0.6592,0.1001,Random Forest Classifier,0.7891,"Technology Used, Quality Score, Project Complexity, Market Conditions, Seasonal Factors",Review mitigation plan,,,0.8801,1596,2026-01-01 04:24:47
PRED00806,VEN01785,PROJ00769,CONT01885,Quality Prediction,2026-01-07,2026-02-06,1 Month,36,74.23,79.92,0.5375,Medium,0.8556,0.682,0.1613,LSTM,0.9172,"Payment History, Delivery Record, Team Experience, Project Complexity, Vendor Rating",Review mitigation plan,,,0.7937,2632,2026-01-03 04:24:47
PRED00807,VEN01786,PROJ01110,,Payment Prediction,2026-01-07,2026-02-06,1 Month,24,89.91,76.8,0.2219,Low,0.6898,0.872,0.3799,XGBoost,0.738,"Delivery Record, Payment History, Contract Value, Quality Score, Vendor Rating",Standard monitoring,,,0.8568,96,2026-01-02 04:24:47
PRED00808,VEN01388,PROJ01366,CONT00145,Quality Prediction,2026-01-07,2026-02-06,1 Month,24,65.59,73.95,0.347,Low,0.706,0.9236,0.4234,Logistic Regression,0.8261,"Team Experience, Technology Used, Payment History, Past Performance, Resource Availability",Standard monitoring,Better than Expected,0.8632,0.8681,2185,2026-01-02 04:24:47
PRED00809,VEN00847,,CONT00453,Quality Prediction,2026-01-07,2026-07-06,6 Months,24,85.52,70.39,0.4462,Medium,0.6461,0.8474,0.4075,Ensemble Model,0.7316,"Payment History, Resource Availability, Quality Score, Past Performance, Delivery Record",Review mitigation plan,,,0.9755,3032,2026-01-01 04:24:47
PRED00810,VEN00172,,CONT01123,Schedule Forecast,2026-01-07,2026-04-07,3 Months,12,93.45,75.62,0.0243,Very Low,0.9515,0.7812,0.332,Logistic Regression,0.8479,"Technology Used, Project Complexity, Market Conditions, Vendor Rating, Delivery Record",No action required,,,0.8915,2395,2026-01-04 04:24:47
PRED00811,VEN01896,PROJ00437,CONT01310,Budget Forecast,2026-01-07,2026-02-06,1 Month,36,54.59,76.43,0.227,Low,0.8201,0.8754,0.227,LSTM,0.865,"Quality Score, Resource Availability, Payment History, Seasonal Factors, Team Experience",No action required,Slightly Worse,0.8292,0.7959,76,2025-12-31 04:24:47
PRED00812,VEN00130,PROJ01999,,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,77.85,89.67,0.2969,Low,0.7808,0.9138,0.3276,XGBoost,0.8773,"Resource Availability, Team Experience, Past Performance, Contract Value, Delivery Record",Continue as planned,Slightly Worse,0.7683,0.8117,221,2026-01-02 04:24:47
PRED00813,VEN01540,,CONT01194,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,85.55,88.13,0.2443,Low,0.7171,0.7372,0.1325,Logistic Regression,0.7883,"Payment History, Delivery Record, Contract Value, Vendor Rating, Market Conditions",No action required,,,0.946,4157,2026-01-04 04:24:47
PRED00814,VEN01331,PROJ01147,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,24,45.61,74.03,0.2015,Low,0.5971,0.6736,0.3266,Random Forest Classifier,0.7281,"Payment History, Team Experience, Seasonal Factors, Vendor Rating, Technology Used",Standard monitoring,,,0.9243,1284,2026-01-02 04:24:47
PRED00815,VEN00532,PROJ01167,CONT01633,Compliance Risk,2026-01-07,2026-04-07,3 Months,24,82.54,73.02,0.4262,Medium,0.6158,0.67,0.2848,Logistic Regression,0.8173,"Past Performance, Payment History, Vendor Rating, Delivery Record, Resource Availability",Regular monitoring,Better than Expected,0.8862,0.7606,3223,2026-01-03 04:24:47
PRED00816,VEN00307,PROJ01082,,Delivery Prediction,2026-01-07,2026-07-06,6 Months,36,71.11,78.68,0.574,Medium,0.7988,0.8006,0.376,Neural Network,0.9325,"Market Conditions, Payment History, Contract Value, Vendor Rating, Seasonal Factors",Preventive action,,,0.881,336,2026-01-02 04:24:47
PRED00817,VEN01234,PROJ00419,CONT00087,Payment Prediction,2026-01-07,2026-04-07,3 Months,24,56.01,75.35,0.2957,Low,0.8136,0.8714,0.2212,Random Forest Classifier,0.7741,"Market Conditions, Technology Used, Resource Availability, Past Performance, Delivery Record",Standard monitoring,,,0.9442,1374,2026-01-03 04:24:47
PRED00818,VEN01019,PROJ01877,CONT01010,Vendor Performance,2026-01-07,2026-02-06,1 Month,36,63.68,77.36,0.3632,Low,0.6934,0.8392,0.1478,Gradient Boosting,0.9365,"Market Conditions, Team Experience, Delivery Record, Quality Score, Past Performance",Continue as planned,,,0.8472,2823,2026-01-01 04:24:47
PRED00819,VEN00931,PROJ00901,CONT00682,Schedule Forecast,2026-01-07,2026-04-07,3 Months,12,52.96,83.79,0.1742,Very Low,0.6516,0.8657,0.3453,Random Forest Classifier,0.7699,"Quality Score, Contract Value, Seasonal Factors, Project Complexity, Vendor Rating",Standard monitoring,As Predicted,0.952,0.9629,3302,2026-01-06 04:24:47
PRED00820,VEN01296,PROJ00898,CONT01626,Quality Prediction,2026-01-07,2026-04-07,3 Months,6,86.33,79.77,0.3247,Low,0.7573,0.8389,0.2473,Logistic Regression,0.736,"Quality Score, Delivery Record, Market Conditions, Seasonal Factors, Past Performance",Standard monitoring,,,0.8427,1002,2026-01-05 04:24:47
PRED00821,VEN00081,,CONT00620,Delivery Prediction,2026-01-07,2027-01-07,12 Months,12,68.23,72.86,0.2927,Low,0.826,0.7594,0.4409,XGBoost,0.8668,"Contract Value, Project Complexity, Seasonal Factors, Vendor Rating, Market Conditions",Continue as planned,,,0.7634,2377,2026-01-05 04:24:47
PRED00822,VEN00199,,CONT01536,Budget Forecast,2026-01-07,2026-02-06,1 Month,12,75.01,82.58,0.1249,Very Low,0.8814,0.8843,0.1249,Logistic Regression,0.8791,"Contract Value, Vendor Rating, Project Complexity, Seasonal Factors, Delivery Record",Standard monitoring,Slightly Worse,0.803,0.9213,4099,2025-12-31 04:24:47
PRED00823,VEN01451,PROJ01223,,Budget Forecast,2026-01-07,2026-04-07,3 Months,36,61.7,85.56,0.1915,Very Low,0.7857,0.922,0.1915,Random Forest Classifier,0.7716,"Resource Availability, Past Performance, Payment History, Delivery Record, Technology Used",Standard monitoring,Slightly Worse,0.7381,0.824,3920,2026-01-03 04:24:47
PRED00824,VEN01233,PROJ01895,CONT00463,Budget Forecast,2026-01-07,2026-04-07,3 Months,6,58.89,82.0,0.2056,Low,0.7268,0.778,0.2056,Gradient Boosting,0.8401,"Vendor Rating, Quality Score, Market Conditions, Project Complexity, Contract Value",Continue as planned,,,0.9082,1836,2026-01-04 04:24:47
PRED00825,VEN01152,,,Payment Prediction,2026-01-07,2027-01-07,12 Months,6,89.66,76.9,0.2496,Low,0.8826,0.7295,0.3291,Random Forest Classifier,0.8533,"Delivery Record, Quality Score, Contract Value, Technology Used, Seasonal Factors",No action required,,,0.7672,3310,2026-01-03 04:24:47
PRED00826,VEN01355,PROJ01636,CONT01625,Budget Forecast,2026-01-07,2026-04-07,3 Months,6,84.44,85.55,0.0778,Very Low,0.823,0.8449,0.0,Ensemble Model,0.7954,"Team Experience, Market Conditions, Seasonal Factors, Project Complexity, Vendor Rating",Continue as planned,,,0.9327,4633,2026-01-06 04:24:47
PRED00827,VEN01882,,,Budget Forecast,2026-01-07,2026-04-07,3 Months,24,99.0,87.59,0.005,Very Low,0.7556,0.9002,0.005,Random Forest Classifier,0.8575,"Payment History, Technology Used, Contract Value, Past Performance, Project Complexity",Standard monitoring,Better than Expected,0.8825,0.828,4029,2026-01-03 04:24:47
PRED00828,VEN00284,,CONT00189,Compliance Risk,2026-01-07,2026-07-06,6 Months,36,61.04,84.47,0.1217,Very Low,0.6645,0.6866,0.328,Gradient Boosting,0.738,"Seasonal Factors, Contract Value, Delivery Record, Resource Availability, Team Experience",No action required,As Predicted,0.888,0.8052,4905,2025-12-31 04:24:47
PRED00829,VEN01576,PROJ01660,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,3,80.67,83.45,0.0,Very Low,1.1432,0.6912,0.4401,Gradient Boosting,0.7966,"Delivery Record, Seasonal Factors, Quality Score, Project Complexity, Contract Value",Continue as planned,As Predicted,0.9051,0.8789,2356,2026-01-06 04:24:47
PRED00830,VEN01938,PROJ01625,CONT01613,Payment Prediction,2026-01-07,2027-01-07,12 Months,3,78.97,88.38,0.4169,Medium,0.7314,0.7024,0.4341,Gradient Boosting,0.8793,"Past Performance, Payment History, Vendor Rating, Resource Availability, Delivery Record",Regular monitoring,,,0.7715,2578,2026-01-06 04:24:47
PRED00831,VEN00097,PROJ01080,CONT00308,Delivery Prediction,2026-01-07,2026-04-07,3 Months,6,51.99,75.58,0.1579,Very Low,0.7241,0.6951,0.3904,Random Forest Classifier,0.7904,"Vendor Rating, Market Conditions, Team Experience, Past Performance, Seasonal Factors",Standard monitoring,,,0.8458,251,2026-01-02 04:24:47
PRED00832,VEN00562,PROJ00050,CONT00089,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,69.94,88.16,0.5572,Medium,0.6377,0.6639,0.1846,Gradient Boosting,0.9047,"Market Conditions, Resource Availability, Technology Used, Seasonal Factors, Team Experience",Stakeholder communication,Better than Expected,0.8792,0.788,4327,2026-01-03 04:24:47
PRED00833,VEN00606,,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,49.14,85.51,0.1884,Very Low,0.6232,0.8345,0.1296,Gradient Boosting,0.8257,"Resource Availability, Past Performance, Team Experience, Vendor Rating, Project Complexity",Continue as planned,,,0.7821,2758,2026-01-07 04:24:47
PRED00834,VEN00895,,CONT00170,Delivery Prediction,2026-01-07,2027-01-07,12 Months,3,87.54,88.65,0.5373,Medium,0.7592,0.6969,0.4483,Ensemble Model,0.7279,"Contract Value, Quality Score, Technology Used, Payment History, Project Complexity",Stakeholder communication,As Predicted,0.9551,0.82,969,2026-01-05 04:24:47
PRED00835,VEN01722,PROJ00709,CONT00927,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,80.38,72.31,0.2153,Low,0.6817,0.6545,0.4132,Random Forest Classifier,0.8666,"Technology Used, Delivery Record, Market Conditions, Contract Value, Seasonal Factors",Standard monitoring,,,0.9767,1984,2026-01-02 04:24:47
PRED00836,VEN00007,PROJ00881,,Budget Forecast,2026-01-07,2026-07-06,6 Months,36,73.55,87.47,0.1323,Very Low,0.779,0.8492,0.1323,XGBoost,0.7339,"Seasonal Factors, Team Experience, Payment History, Project Complexity, Resource Availability",Continue as planned,,,0.7655,1726,2026-01-01 04:24:47
PRED00837,VEN01518,PROJ00723,CONT01589,Delivery Prediction,2026-01-07,2026-02-06,1 Month,6,87.44,68.21,0.3657,Low,0.7123,0.8023,0.1899,Logistic Regression,0.9298,"Team Experience, Technology Used, Seasonal Factors, Vendor Rating, Resource Availability",No action required,,,0.7988,1558,2026-01-03 04:24:47
PRED00838,VEN00812,PROJ01119,,Delivery Prediction,2026-01-07,2026-02-06,1 Month,12,68.26,81.85,0.1223,Very Low,0.8191,0.6614,0.2478,XGBoost,0.9244,"Payment History, Past Performance, Team Experience, Resource Availability, Market Conditions",Continue as planned,Slightly Worse,0.7053,0.7638,305,2026-01-04 04:24:47
PRED00839,VEN01589,,CONT01649,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,40.8,77.75,0.2193,Low,0.5615,0.6973,0.2472,Gradient Boosting,0.8631,"Project Complexity, Seasonal Factors, Resource Availability, Delivery Record, Technology Used",Continue as planned,,,0.8253,4525,2026-01-01 04:24:47
PRED00840,VEN00205,PROJ01916,CONT00524,Vendor Performance,2026-01-07,2026-02-06,1 Month,3,47.41,82.22,0.5259,Medium,0.7729,0.8839,0.3498,Random Forest Classifier,0.8373,"Delivery Record, Past Performance, Team Experience, Vendor Rating, Market Conditions",Review mitigation plan,Better than Expected,0.8517,0.9043,4893,2025-12-31 04:24:47
PRED00841,VEN00762,PROJ01000,CONT01059,Quality Prediction,2026-01-07,2026-04-07,3 Months,6,64.55,81.82,0.5686,Medium,0.6114,0.8835,0.3777,Neural Network,0.7599,"Team Experience, Payment History, Seasonal Factors, Vendor Rating, Technology Used",Regular monitoring,,,0.8035,2330,2026-01-03 04:24:47
PRED00842,VEN01006,PROJ01212,CONT00994,Payment Prediction,2026-01-07,2026-04-07,3 Months,36,78.21,86.03,0.1029,Very Low,0.7106,0.6725,0.4408,Neural Network,0.883,"Resource Availability, Past Performance, Payment History, Delivery Record, Project Complexity",No action required,As Predicted,0.8876,0.8075,2281,2026-01-06 04:24:47
PRED00843,VEN00741,PROJ01152,CONT01700,Budget Forecast,2026-01-07,2027-01-07,12 Months,36,87.07,79.95,0.0647,Very Low,0.6717,0.8231,0.0647,Gradient Boosting,0.7445,"Payment History, Team Experience, Past Performance, Vendor Rating, Seasonal Factors",Continue as planned,As Predicted,0.9208,0.9319,110,2026-01-04 04:24:47
PRED00844,VEN01244,,,Quality Prediction,2026-01-07,2026-02-06,1 Month,24,64.46,89.44,0.3341,Low,0.8378,0.6971,0.3952,Gradient Boosting,0.7755,"Payment History, Technology Used, Project Complexity, Past Performance, Delivery Record",Continue as planned,,,0.81,3972,2026-01-02 04:24:47
PRED00845,VEN01828,PROJ01624,CONT01834,Schedule Forecast,2026-01-07,2026-04-07,3 Months,36,51.04,80.05,0.1813,Very Low,0.6373,0.8995,0.1321,Logistic Regression,0.8636,"Seasonal Factors, Delivery Record, Market Conditions, Technology Used, Past Performance",Standard monitoring,,,0.941,1225,2025-12-31 04:24:47
PRED00846,VEN00250,PROJ00458,CONT00603,Budget Forecast,2026-01-07,2026-07-06,6 Months,24,62.97,88.89,0.1852,Very Low,0.6644,0.928,0.1852,LSTM,0.9199,"Market Conditions, Resource Availability, Vendor Rating, Past Performance, Project Complexity",Continue as planned,,,0.8013,1319,2026-01-05 04:24:47
PRED00847,VEN00987,,CONT00490,Budget Forecast,2026-01-07,2027-01-07,12 Months,12,81.99,81.46,0.0901,Very Low,0.7029,0.7809,0.0,Gradient Boosting,0.7777,"Market Conditions, Past Performance, Vendor Rating, Project Complexity, Technology Used",Continue as planned,,,0.7729,2952,2026-01-03 04:24:47
PRED00848,VEN01477,PROJ00049,CONT01529,Contract Risk,2026-01-07,2026-07-06,6 Months,6,37.25,80.44,0.6275,High,0.5703,0.6676,0.4179,Ensemble Model,0.7786,"Seasonal Factors, Past Performance, Technology Used, Payment History, Market Conditions",Engage with vendor,Mitigated,0.8169,0.9593,590,2026-01-04 04:24:47
PRED00849,VEN01694,PROJ00607,CONT00833,Budget Forecast,2026-01-07,2026-02-06,1 Month,12,52.13,76.61,0.2394,Low,0.665,0.7652,0.2394,Gradient Boosting,0.8952,"Project Complexity, Resource Availability, Past Performance, Vendor Rating, Delivery Record",Standard monitoring,,,0.939,3250,2026-01-04 04:24:47
PRED00850,VEN00596,PROJ00246,CONT00235,Delivery Prediction,2026-01-07,2027-01-07,12 Months,24,77.89,89.88,0.1283,Very Low,0.735,0.7205,0.13,Ensemble Model,0.8656,"Project Complexity, Seasonal Factors, Quality Score, Team Experience, Delivery Record",Continue as planned,,,0.8341,910,2026-01-03 04:24:47
PRED00851,VEN00218,PROJ01050,CONT01885,Budget Forecast,2026-01-07,2027-01-07,12 Months,12,97.8,82.69,0.011,Very Low,0.7119,0.7872,0.011,XGBoost,0.8631,"Seasonal Factors, Vendor Rating, Delivery Record, Past Performance, Resource Availability",Standard monitoring,As Predicted,0.9118,0.9086,1938,2026-01-01 04:24:47
PRED00852,VEN00591,PROJ00413,CONT01942,Schedule Forecast,2026-01-07,2027-01-07,12 Months,3,97.84,75.26,0.0,Very Low,1.016,0.7159,0.2996,LSTM,0.9101,"Seasonal Factors, Delivery Record, Market Conditions, Project Complexity, Past Performance",Standard monitoring,,,0.9227,4467,2026-01-01 04:24:47
PRED00853,VEN00445,,,Budget Forecast,2026-01-07,2027-01-07,12 Months,12,71.84,91.02,0.1408,Very Low,0.7492,0.8193,0.1408,LSTM,0.7841,"Project Complexity, Quality Score, Team Experience, Resource Availability, Technology Used",Standard monitoring,As Predicted,0.902,0.8697,2490,2026-01-07 04:24:47
PRED00854,VEN00342,PROJ01040,CONT01649,Quality Prediction,2026-01-07,2026-02-06,1 Month,36,58.9,86.45,0.3926,Low,0.68,0.9148,0.3357,LSTM,0.8061,"Resource Availability, Seasonal Factors, Project Complexity, Delivery Record, Team Experience",No action required,Better than Expected,0.9628,0.7877,911,2026-01-02 04:24:47
PRED00855,VEN00597,,CONT00274,Payment Prediction,2026-01-07,2027-01-07,12 Months,3,90.1,79.85,0.5137,Medium,0.8675,0.9103,0.3518,Random Forest Classifier,0.7398,"Quality Score, Contract Value, Seasonal Factors, Team Experience, Technology Used",Review mitigation plan,,,0.7929,1216,2026-01-06 04:24:47
PRED00856,VEN01438,PROJ00938,CONT01872,Compliance Risk,2026-01-07,2026-07-06,6 Months,36,61.63,69.47,0.2327,Low,0.7437,0.6999,0.3642,Neural Network,0.7696,"Project Complexity, Resource Availability, Quality Score, Team Experience, Contract Value",No action required,,,0.8558,1281,2026-01-03 04:24:47
PRED00857,VEN00502,PROJ01349,CONT01543,Payment Prediction,2026-01-07,2026-04-07,3 Months,3,51.62,78.25,0.3653,Low,0.8846,0.7082,0.16,Ensemble Model,0.9012,"Market Conditions, Seasonal Factors, Contract Value, Resource Availability, Technology Used",Continue as planned,,,0.8339,3480,2026-01-04 04:24:47
PRED00858,VEN01275,,,Compliance Risk,2026-01-07,2026-02-06,1 Month,24,55.96,82.14,0.5304,Medium,0.7578,0.7726,0.2015,LSTM,0.7458,"Past Performance, Delivery Record, Seasonal Factors, Resource Availability, Project Complexity",Stakeholder communication,,,0.957,4337,2026-01-02 04:24:47
PRED00859,VEN01650,PROJ00076,CONT00919,Quality Prediction,2026-01-07,2027-01-07,12 Months,36,56.88,73.15,0.4237,Medium,0.8327,0.9114,0.3209,Logistic Regression,0.9081,"Vendor Rating, Seasonal Factors, Past Performance, Market Conditions, Resource Availability",Preventive action,,,0.8741,3189,2026-01-04 04:24:47
PRED00860,VEN01326,PROJ00875,CONT01004,Compliance Risk,2026-01-07,2027-01-07,12 Months,6,76.19,76.49,0.5318,Medium,0.6384,0.7168,0.0842,Ensemble Model,0.8964,"Delivery Record, Technology Used, Past Performance, Payment History, Seasonal Factors",Stakeholder communication,,,0.795,4230,2026-01-04 04:24:47
PRED00861,VEN01600,PROJ00105,,Compliance Risk,2026-01-07,2026-07-06,6 Months,6,83.34,82.2,0.1022,Very Low,0.8957,0.8298,0.301,Logistic Regression,0.8263,"Team Experience, Seasonal Factors, Market Conditions, Technology Used, Quality Score",Continue as planned,As Predicted,0.8986,0.9124,3443,2026-01-01 04:24:47
PRED00862,VEN00535,,,Vendor Performance,2026-01-07,2026-04-07,3 Months,36,41.44,70.13,0.5856,Medium,0.9374,0.8742,0.153,Logistic Regression,0.8153,"Technology Used, Quality Score, Delivery Record, Contract Value, Resource Availability",Stakeholder communication,,,0.8415,1550,2026-01-01 04:24:47
PRED00863,VEN00727,PROJ01668,,Schedule Forecast,2026-01-07,2026-04-07,3 Months,6,37.66,73.16,0.2309,Low,0.5382,0.9161,0.3694,XGBoost,0.7783,"Seasonal Factors, Technology Used, Contract Value, Vendor Rating, Quality Score",No action required,,,0.8432,2137,2026-01-02 04:24:47
PRED00864,VEN00918,PROJ01806,,Compliance Risk,2026-01-07,2026-04-07,3 Months,12,73.85,89.01,0.5756,Medium,0.8037,0.8405,0.4051,Random Forest Classifier,0.879,"Delivery Record, Payment History, Resource Availability, Vendor Rating, Past Performance",Preventive action,,,0.9451,3231,2026-01-02 04:24:47
PRED00865,VEN01652,,CONT00941,Quality Prediction,2026-01-07,2027-01-07,12 Months,3,71.04,86.5,0.1389,Very Low,0.7288,0.8014,0.2613,LSTM,0.7452,"Past Performance, Technology Used, Contract Value, Resource Availability, Market Conditions",Standard monitoring,,,0.9665,430,2026-01-07 04:24:47
PRED00866,VEN00367,,,Schedule Forecast,2026-01-07,2027-01-07,12 Months,12,35.54,73.91,0.2387,Low,0.5225,0.695,0.1993,Neural Network,0.7597,"Past Performance, Seasonal Factors, Payment History, Contract Value, Vendor Rating",Standard monitoring,Slightly Worse,0.776,0.7928,939,2026-01-05 04:24:47
PRED00867,VEN01518,PROJ00048,,Quality Prediction,2026-01-07,2026-02-06,1 Month,36,60.61,69.75,0.1946,Very Low,0.8361,0.7433,0.2088,Neural Network,0.8728,"Contract Value, Resource Availability, Quality Score, Delivery Record, Seasonal Factors",No action required,,,0.8007,2533,2026-01-02 04:24:47
PRED00868,VEN00054,PROJ01341,CONT00835,Budget Forecast,2026-01-07,2027-01-07,12 Months,12,72.65,83.35,0.1367,Very Low,0.6178,0.8823,0.1367,LSTM,0.7622,"Contract Value, Payment History, Project Complexity, Past Performance, Quality Score",Continue as planned,,,0.9367,4229,2026-01-02 04:24:47
PRED00869,VEN01928,PROJ01274,,Vendor Performance,2026-01-07,2026-02-06,1 Month,24,72.87,86.87,0.2713,Low,0.7915,0.8322,0.095,Ensemble Model,0.9055,"Contract Value, Past Performance, Payment History, Seasonal Factors, Team Experience",Standard monitoring,,,0.774,3508,2026-01-03 04:24:47
PRED00870,VEN00869,PROJ01259,,Payment Prediction,2026-01-07,2027-01-07,12 Months,36,63.19,88.42,0.1947,Very Low,0.6301,0.8304,0.2504,Ensemble Model,0.8265,"Past Performance, Delivery Record, Project Complexity, Market Conditions, Resource Availability",Standard monitoring,,,0.9093,2842,2026-01-04 04:24:47
PRED00871,VEN01496,PROJ01968,,Compliance Risk,2026-01-07,2026-02-06,1 Month,6,73.87,87.85,0.466,Medium,0.8356,0.7069,0.4289,Random Forest Classifier,0.9108,"Payment History, Contract Value, Technology Used, Project Complexity, Vendor Rating",Review mitigation plan,Slightly Worse,0.8351,0.954,2514,2026-01-06 04:24:47
PRED00872,VEN01608,,,Budget Forecast,2026-01-07,2026-04-07,3 Months,6,54.78,75.57,0.2261,Low,0.8908,0.9177,0.2261,XGBoost,0.9353,"Delivery Record, Market Conditions, Quality Score, Vendor Rating, Project Complexity",Continue as planned,,,0.8617,598,2026-01-04 04:24:47
PRED00873,VEN00612,PROJ01838,,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,66.66,74.93,0.5488,Medium,0.6658,0.8465,0.1113,LSTM,0.7751,"Delivery Record, Quality Score, Contract Value, Resource Availability, Project Complexity",Regular monitoring,,,0.802,998,2025-12-31 04:24:47
PRED00874,VEN01173,PROJ00518,CONT01660,Payment Prediction,2026-01-07,2026-02-06,1 Month,24,61.5,73.03,0.4183,Medium,0.6613,0.6605,0.3645,Logistic Regression,0.8346,"Payment History, Contract Value, Resource Availability, Vendor Rating, Seasonal Factors",Preventive action,,,0.8399,4067,2026-01-02 04:24:47
PRED00875,VEN00539,,CONT00373,Payment Prediction,2026-01-07,2026-04-07,3 Months,3,88.33,86.89,0.5674,Medium,0.8412,0.8833,0.4235,XGBoost,0.9283,"Seasonal Factors, Vendor Rating, Team Experience, Market Conditions, Project Complexity",Regular monitoring,,,0.7833,1889,2026-01-04 04:24:47
PRED00876,VEN01800,PROJ00519,CONT01614,Vendor Performance,2026-01-07,2026-04-07,3 Months,36,62.53,65.48,0.3747,Low,0.6575,0.7486,0.0622,Gradient Boosting,0.8308,"Project Complexity, Payment History, Delivery Record, Contract Value, Vendor Rating",No action required,,,0.7769,3667,2026-01-05 04:24:47
PRED00877,VEN01100,PROJ00683,CONT01023,Schedule Forecast,2026-01-07,2026-02-06,1 Month,24,20.78,70.71,0.2934,Low,0.4132,0.9051,0.2891,Logistic Regression,0.7632,"Technology Used, Payment History, Market Conditions, Resource Availability, Quality Score",Standard monitoring,Slightly Worse,0.6239,0.8719,503,2026-01-01 04:24:47
