invoice_id,vendor_id,vendor_name,contract_id,po_number,invoice_date,due_date,category,description,base_amount,gst_rate,gst_amount,total_amount,tds_rate,tds_amount,discount_amount,late_penalty,net_payable,amount_paid,invoice_status,payment_status,payment_method,payment_date,days_to_payment,days_overdue,approval_date,verified_by,rejection_reason,num_line_items,three_way_match,fraud_risk_score,fraud_flag,outstanding_amount
INV00882,VEN01619,Vendor 1619,CONT01044,,2024-11-16,2024-12-31,Advance Payment,Services rendered - Advance Payment,1794324.55,0,0.0,1794324.55,5,89716.23,0,215318.95,1919927.27,0.0,Submitted,Overdue,,,,372,,,None,9,,0.2183,No,1919927.27
INV00883,VEN01314,Vendor 1314,CONT00082,PO8699,2024-12-24,2025-02-22,Labor Charges,Professional services - Labor Charges,342575.09,12,41109.01,383684.1,2,6851.5,0,38368.41,415201.01,0.0,Verified,Overdue,,,,319,,Accounts Head,None,15,Mismatch,0.6412,No,415201.01
INV00884,VEN01208,Vendor 1208,CONT01424,PO5444,2024-06-12,2024-07-27,Equipment Rental,Services rendered - Equipment Rental,361140.83,12,43336.9,404477.73,10,36114.08,0,68761.21,437124.87,0.0,Verified,Overdue,,,,529,,Procurement Head,None,5,Partial Match,0.205,No,437124.87
INV00885,VEN01899,Vendor 1899,CONT01856,PO4085,2025-02-09,2025-03-26,Maintenance Charges,Equipment rental charges,487553.31,5,24377.67,511930.97,2,9751.07,0,46073.79,548253.69,0.0,Verified,Overdue,,,,287,,Accounts Head,None,5,Mismatch,0.646,No,548253.69
INV00886,VEN00605,Vendor 605,CONT00390,PO5047,2024-02-03,2024-04-03,Emergency Work,Services rendered - Emergency Work,1945141.2,18,350125.42,2295266.62,10,194514.12,0,482005.99,2582758.48,0.0,Verified,Overdue,,,,644,,Procurement Head,None,12,Matched,0.2865,No,2582758.48
INV00887,VEN00691,Vendor 691,CONT00375,,2024-03-14,2024-06-12,Material Supply,Material supply and installation,267954.49,12,32154.54,300109.03,10,26795.45,0,0.0,273313.58,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,10,,0.4002,No,273313.58
INV00888,VEN01128,Vendor 1128,CONT00806,,2026-01-03,2026-02-02,Advance Payment,Equipment rental charges,8822162.93,18,1587989.33,10410152.25,5,441108.15,0,0.0,9969044.11,0.0,Verified,Processing,,,,0,,Accounts Head,None,4,,0.0855,No,9969044.11
INV00889,VEN01003,Vendor 1003,CONT01220,PO3087,2025-09-18,2025-12-17,Labor Charges,Material supply and installation,1037501.48,5,51875.07,1089376.56,0,0.0,0,0.0,1089376.56,740843.83,Partially Paid,Partially Paid,Bank Transfer,2025-12-15,88.0,0,2025-09-27,,None,2,Matched,0.1851,No,348532.7300000001
INV00890,VEN01407,Vendor 1407,CONT00867,PO5370,2025-06-11,2025-07-11,Change Order Payment,Change Order Payment - As per contract terms,544352.44,12,65322.29,609674.74,10,54435.24,0,0.0,555239.49,555239.49,Paid,Paid,Demand Draft,2025-08-06,56.0,0,2025-06-21,Site Engineer,None,4,Mismatch,0.318,No,0.0
INV00891,VEN00048,Vendor 48,CONT01134,PO5419,2024-05-18,2024-07-17,Overtime Charges,Work completion for Overtime Charges,412569.64,18,74262.53,486832.17,1,4125.7,0,82761.47,565467.95,0.0,Verified,Overdue,,,,539,,Finance Manager,None,3,Partial Match,0.1617,No,565467.95
INV00892,VEN00833,Vendor 833,CONT00453,PO7335,2025-05-04,2025-08-02,Maintenance Charges,Maintenance Charges - As per contract terms,128094.4,5,6404.72,134499.12,2,2561.89,0,6724.96,138662.19,0.0,Approved,Overdue,,,,158,2025-05-09,Contract Administrator,None,11,Partial Match,0.1414,No,138662.19
INV00893,VEN00168,Vendor 168,CONT00837,PO9053,2024-01-08,2024-04-07,Equipment Rental,Material supply and installation,449653.29,28,125902.92,575556.21,5,22482.66,0,120866.8,673940.34,0.0,Submitted,Overdue,,,,640,,,None,4,Partial Match,0.2837,No,673940.34
INV00894,VEN00660,Vendor 660,CONT00043,PO6787,2024-08-13,2024-11-11,Reimbursement,Equipment rental charges,1424613.12,5,71230.66,1495843.77,0,0.0,0,0.0,1495843.77,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.081,No,1495843.77
INV00895,VEN00510,Vendor 510,CONT01465,PO1358,2025-03-15,2025-04-29,Labor Charges,Services rendered - Labor Charges,2613708.61,0,0.0,2613708.61,10,261370.86,0,209096.69,2561434.44,0.0,Under Review,Overdue,,,,253,,,None,8,Partial Match,0.2291,No,2561434.44
INV00896,VEN00042,Vendor 42,CONT01006,PO9698,2024-10-17,2025-01-15,Labor Charges,Progress billing - Month 3,164716.58,5,8235.83,172952.41,2,3294.33,0,0.0,169658.08,128227.46,Partially Paid,Partially Paid,UPI,2025-01-26,101.0,0,2024-10-27,,None,4,Matched,0.1692,No,41430.61999999998
INV00897,VEN00782,Vendor 782,CONT00747,PO8423,2025-11-18,2026-01-02,Milestone Payment,Services rendered - Milestone Payment,1214391.52,28,340029.63,1554421.15,10,121439.15,0,0.0,1432982.0,0.0,Submitted,Overdue,,,,5,,,None,9,Matched,0.0586,No,1432982.0
INV00898,VEN01759,Vendor 1759,CONT00893,PO7934,2025-03-27,2025-05-11,Advance Payment,Work completion for Advance Payment,1249829.59,0,0.0,1249829.59,1,12498.3,0,99986.37,1337317.66,0.0,Approved,Overdue,,,,241,2025-03-30,Accounts Head,None,10,Matched,0.2852,No,1337317.66
INV00899,VEN00401,Vendor 401,CONT01235,PO4060,2024-01-08,2024-02-07,Milestone Payment,Professional services - Milestone Payment,9035661.95,5,451783.1,9487445.04,10,903566.19,0,2182112.36,10765991.21,0.0,Approved,Overdue,,,,700,2024-01-11,Project Manager,None,12,Matched,0.2438,No,10765991.21
INV00900,VEN00352,Vendor 352,CONT01570,PO7016,2025-04-03,2025-05-03,Professional Services,Progress billing - Month 8,755825.32,5,37791.27,793616.59,1,7558.25,0,63489.33,849547.66,0.0,Submitted,Overdue,,,,249,,,None,14,Mismatch,0.5939,No,849547.66
INV00901,VEN01455,Vendor 1455,CONT00226,PO7471,2025-04-27,2025-06-11,Change Order Payment,Labor charges for project work,690230.92,18,124241.56,814472.48,1,6902.31,0,57013.07,864583.25,0.0,Submitted,Overdue,,,,210,,,None,9,Mismatch,0.5537,No,864583.25
INV00902,VEN01971,Vendor 1971,CONT01326,PO1596,2024-07-23,2024-09-21,Overtime Charges,Progress billing - Month 7,3732601.35,18,671868.24,4404469.59,2,74652.03,0,660670.44,4990488.01,0.0,Verified,Overdue,,,,473,,Contract Administrator,None,9,Matched,0.3063,No,4990488.01
INV00903,VEN01725,Vendor 1725,CONT00612,PO3411,2025-09-10,2025-12-09,Labor Charges,Labor Charges - As per contract terms,2181305.37,12,261756.64,2443062.02,5,109065.27,0,0.0,2333996.75,0.0,Under Review,Overdue,,,,29,,,None,7,Partial Match,0.173,No,2333996.75
INV00904,VEN01619,Vendor 1619,CONT01554,PO1841,2025-08-16,2025-10-15,Labor Charges,Labor charges for project work,57370.12,5,2868.51,60238.63,5,2868.51,0,0.0,57370.12,57370.12,Paid,Paid,Demand Draft,2025-12-06,112.0,0,2025-08-20,Contract Administrator,None,6,Matched,0.1895,No,0.0
INV00905,VEN01838,Vendor 1838,CONT01311,PO8855,2025-09-25,2025-11-24,Material Supply,Material supply and installation,259290.24,18,46672.24,305962.48,5,12964.51,0,3059.62,296057.59,0.0,Approved,Overdue,,,,44,2025-10-04,Site Engineer,None,6,Matched,0.0705,No,296057.59
INV00906,VEN00397,Vendor 397,CONT00636,PO1395,2024-08-06,2024-09-20,Progress Payment,Progress Payment - As per contract terms,31675122.23,28,8869034.22,40544156.45,2,633502.44,0,6081623.47,45992277.47,0.0,Submitted,Overdue,,,,474,,,None,11,Partial Match,0.3,No,45992277.47
INV00907,VEN00943,Vendor 943,CONT00711,PO9289,2024-04-10,2024-06-09,Retention Release,Work completion for Retention Release,4105507.82,28,1149542.19,5255050.01,0,0.0,0,0.0,5255050.01,0.0,Disputed,Under Review,,,,0,,,Duplicate Invoice,11,Matched,1.0,Yes,5255050.01
INV00908,VEN00677,Vendor 677,CONT01353,,2024-10-13,2024-12-12,Final Payment,Equipment rental charges,461747.67,0,0.0,461747.67,10,46174.77,0,0.0,415572.9,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.0606,No,415572.9
INV00909,VEN01953,Vendor 1953,CONT00273,,2025-06-21,2025-09-19,Maintenance Charges,Material supply and installation,409762.25,5,20488.11,430250.36,5,20488.11,0,12907.51,422669.76,0.0,Verified,Overdue,,,,110,,Project Manager,None,15,,0.2784,No,422669.76
INV00910,VEN00544,Vendor 544,CONT01490,PO7096,2024-08-30,2024-09-29,Advance Payment,Labor charges for project work,4915387.71,18,884769.79,5800157.5,0,0.0,0,870023.62,6670181.12,0.0,Approved,Overdue,,,,465,2024-09-05,Site Engineer,None,13,Partial Match,0.2472,No,6670181.12
INV00911,VEN01144,Vendor 1144,CONT01123,PO5924,2025-02-02,2025-04-03,Professional Services,Equipment rental charges,356880.78,28,99926.62,456807.4,10,35688.08,0,0.0,421119.32,421119.32,Paid,Paid,RTGS,2025-04-24,81.0,0,2025-02-07,Accounts Head,None,8,Partial Match,0.1946,No,0.0
INV00912,VEN00829,Vendor 829,CONT00106,PO2615,2024-05-11,2024-07-10,Overtime Charges,Overtime Charges - As per contract terms,6597452.03,5,329872.6,6927324.63,10,659745.2,0,1246918.43,7514497.86,0.0,Under Review,Overdue,,,,546,,,None,8,Mismatch,0.5932,No,7514497.86
INV00913,VEN00859,Vendor 859,CONT01161,PO7786,2025-02-01,2025-04-02,Milestone Payment,Equipment rental charges,330376.16,0,0.0,330376.16,2,6607.52,0,29733.85,353502.5,0.0,Submitted,Overdue,,,,280,,,None,14,Partial Match,0.2646,No,353502.5
INV00914,VEN00759,Vendor 759,CONT00243,PO4985,2025-02-25,2025-04-11,Equipment Rental,Equipment rental charges,12377911.65,18,2228024.1,14605935.75,10,1237791.16,0,1314534.22,14682678.8,0.0,Under Review,Overdue,,,,271,,,None,14,Mismatch,0.6141,No,14682678.8
INV00915,VEN01216,Vendor 1216,CONT00772,PO3488,2025-10-14,2025-11-13,Milestone Payment,Services rendered - Milestone Payment,381843.59,5,19092.18,400935.77,10,38184.36,0,0.0,362751.41,0.0,Cancelled,Rejected,,,,0,,,None,15,,0.1984,No,362751.41
INV00916,VEN00005,Vendor 5,CONT00966,,2025-07-09,2025-08-08,Final Payment,Progress billing - Month 1,429610.9,12,51553.31,481164.21,10,42961.09,0,24058.21,462261.33,0.0,Approved,Overdue,,,,152,2025-07-14,Accounts Head,None,15,,0.2161,No,462261.33
INV00917,VEN00081,Vendor 81,CONT01259,PO5259,2026-01-06,2026-02-20,Overtime Charges,Material supply and installation,225888.87,18,40660.0,266548.87,0,0.0,0,0.0,266548.87,266548.87,Paid,Paid,Online Payment,2026-03-19,72.0,0,2026-01-08,Contract Administrator,None,3,Matched,0.1287,No,0.0
INV00918,VEN01434,Vendor 1434,CONT01055,PO7571,2025-09-30,2025-12-29,Maintenance Charges,Professional services - Maintenance Charges,177663.66,18,31979.46,209643.12,2,3553.27,0,0.0,206089.85,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,9,,0.6697,No,206089.85
INV00919,VEN01627,Vendor 1627,CONT01735,PO2203,2025-02-24,2025-04-25,Advance Payment,Services rendered - Advance Payment,116924.41,5,5846.22,122770.63,0,0.0,0,9821.65,132592.28,0.0,Approved,Overdue,,,,257,2025-02-26,Contract Administrator,None,3,Partial Match,0.3146,No,132592.28
INV00920,VEN01187,Vendor 1187,CONT00490,PO2082,2024-08-31,2024-11-29,Labor Charges,Work completion for Labor Charges,339939.96,28,95183.19,435123.15,10,33994.0,0,0.0,401129.15,401129.15,Paid,Paid,UPI,2024-12-15,106.0,0,2024-09-03,Contract Administrator,None,6,Matched,0.0063,No,0.0
INV00921,VEN01748,Vendor 1748,CONT01646,PO4014,2025-04-23,2025-07-22,Final Payment,Equipment rental charges,11952559.2,18,2151460.66,14104019.86,2,239051.18,0,0.0,13864968.67,0.0,Disputed,Under Review,,,,0,,,Quality Issues,11,Matched,0.5067,No,13864968.67
INV00922,VEN00514,Vendor 514,CONT00852,,2025-10-03,2026-01-01,Material Supply,Progress billing - Month 4,447898.61,5,22394.93,470293.54,10,44789.86,0,0.0,425503.68,0.0,Disputed,Under Review,,,,0,,,Documentation Error,7,,0.374,No,425503.68
INV00923,VEN00703,Vendor 703,CONT01639,PO9273,2024-04-17,2024-06-16,Material Supply,Professional services - Material Supply,267259.26,28,74832.59,342091.86,1,2672.59,0,64997.45,404416.72,0.0,Under Review,Overdue,,,,570,,,None,11,Partial Match,0.331,No,404416.72
INV00924,VEN01210,Vendor 1210,CONT01255,PO7673,2024-04-20,2024-06-04,Labor Charges,Labor charges for project work,15969066.19,0,0.0,15969066.19,5,798453.31,0,3034122.58,18204735.45,0.0,Verified,Overdue,,,,582,,Accounts Head,None,1,Mismatch,0.5995,No,18204735.45
INV00925,VEN01799,Vendor 1799,CONT00855,PO9695,2024-09-19,2024-11-03,Material Supply,Material supply and installation,8343493.17,12,1001219.18,9344712.35,2,166869.86,0,1308259.73,10486102.21,0.0,Submitted,Overdue,,,,430,,,None,7,Matched,0.2945,No,10486102.21
INV00926,VEN00921,Vendor 921,CONT00490,PO6016,2024-11-26,2024-12-26,Labor Charges,Work completion for Labor Charges,84247.57,12,10109.71,94357.28,10,8424.76,0,11322.87,97255.4,0.0,Verified,Overdue,,,,377,,Procurement Head,None,9,Mismatch,0.5984,No,97255.4
INV00927,VEN01094,Vendor 1094,CONT01355,PO8862,2024-06-20,2024-08-19,Overtime Charges,Equipment rental charges,155675.04,18,28021.51,183696.54,10,15567.5,0,0.0,168129.04,65338.03,Partially Paid,Partially Paid,Bank Transfer,2024-08-26,67.0,0,2024-06-26,,None,2,Matched,0.0199,No,102791.01000000001
INV00928,VEN01907,Vendor 1907,CONT01535,,2025-04-17,2025-06-01,Change Order Payment,Progress billing - Month 12,165691.62,5,8284.58,173976.2,5,8284.58,0,12178.33,177869.95,0.0,Under Review,Overdue,,,,220,,,None,6,,0.2551,No,177869.95
INV00929,VEN01111,Vendor 1111,CONT01417,PO9758,2024-06-24,2024-07-24,Milestone Payment,Progress billing - Month 5,89857692.79,0,0.0,89857692.79,1,898576.93,0,15275807.77,104234923.64,0.0,Approved,Overdue,,,,532,2024-07-02,Accounts Head,None,2,Partial Match,0.2473,No,104234923.64
INV00930,VEN01259,Vendor 1259,CONT00570,PO9762,2025-10-13,2025-12-12,Overtime Charges,Progress billing - Month 2,129379.34,5,6468.97,135848.31,10,12937.93,0,0.0,122910.38,122910.38,Paid,Paid,Cheque,2025-12-04,52.0,0,2025-10-19,Project Manager,None,3,Matched,0.0957,No,0.0
INV00931,VEN01894,Vendor 1894,CONT01551,PO8920,2024-03-31,2024-05-30,Progress Payment,Progress Payment - As per contract terms,225175.19,18,40531.53,265706.73,0,0.0,0,50484.28,316191.01,0.0,Verified,Overdue,,,,587,,Project Manager,None,3,Mismatch,0.6548,No,316191.01
INV00932,VEN00465,Vendor 465,CONT01710,,2024-03-05,2024-06-03,Professional Services,Labor charges for project work,10809134.02,12,1297096.08,12106230.1,1,108091.34,0,2300183.72,14298322.48,0.0,Submitted,Overdue,,,,583,,,None,4,,0.3331,No,14298322.48
INV00933,VEN01913,Vendor 1913,CONT00763,PO3224,2024-03-13,2024-05-12,Labor Charges,Services rendered - Labor Charges,533470.11,12,64016.41,597486.53,5,26673.51,0,119497.31,690310.32,0.0,Approved,Overdue,,,,605,2024-03-22,Site Engineer,None,10,Partial Match,0.3487,No,690310.32
INV00934,VEN01487,Vendor 1487,CONT01560,PO3243,2025-01-23,2025-02-22,Maintenance Charges,Work completion for Maintenance Charges,16792193.33,12,2015063.2,18807256.53,1,167921.93,0,0.0,18639334.6,18639334.6,Paid,Paid,Demand Draft,2025-04-21,88.0,0,2025-01-25,Finance Manager,None,14,Mismatch,0.3276,No,0.0
INV00935,VEN00314,Vendor 314,CONT00575,,2025-01-23,2025-04-23,Milestone Payment,Material supply and installation,49102819.01,18,8838507.42,57941326.43,2,982056.38,0,0.0,56959270.05,56959270.05,Paid,Paid,Bank Transfer,2025-06-04,132.0,0,2025-01-26,Procurement Head,None,6,,0.0275,No,0.0
INV00936,VEN01076,Vendor 1076,CONT01235,,2024-05-03,2024-06-02,Material Supply,Material Supply - As per contract terms,488587.59,12,58630.51,547218.1,2,9771.75,0,103971.44,641417.79,0.0,Approved,Overdue,,,,584,2024-05-05,Project Manager,None,10,,0.2833,No,641417.79
INV00937,VEN01546,Vendor 1546,CONT01109,,2025-10-17,2025-12-16,Professional Services,Professional services - Professional Services,951960.73,18,171352.93,1123313.66,0,0.0,0,0.0,1123313.66,1123313.66,Paid,Paid,Cheque,2026-01-28,103.0,0,2025-10-18,Project Manager,None,5,,0.1898,No,0.0
INV00938,VEN01205,Vendor 1205,CONT00009,PO2701,2025-09-19,2025-12-18,Progress Payment,Services rendered - Progress Payment,2125076.9,28,595021.53,2720098.43,0,0.0,0,0.0,2720098.43,2720098.43,Paid,Paid,Online Payment,2025-12-28,100.0,0,2025-09-22,Project Manager,None,6,Mismatch,0.4565,No,0.0
INV00939,VEN01493,Vendor 1493,CONT01451,PO4072,2025-08-30,2025-10-14,Emergency Work,Material supply and installation,89106023.72,28,24949686.64,114055710.36,1,891060.24,0,0.0,113164650.12,0.0,Cancelled,Rejected,,,,0,,,None,10,,0.0985,No,113164650.12
INV00940,VEN00488,Vendor 488,CONT00122,PO5177,2024-10-23,2024-12-07,Maintenance Charges,Maintenance Charges - As per contract terms,1366123.07,28,382514.46,1748637.53,2,27322.46,0,0.0,1721315.07,633625.12,Partially Paid,Partially Paid,IMPS,2024-12-28,66.0,0,2024-10-25,,None,10,Mismatch,0.3213,No,1087689.9500000002
INV00941,VEN00235,Vendor 235,CONT00831,PO1762,2024-05-12,2024-06-26,Emergency Work,Emergency Work - As per contract terms,107685.97,5,5384.3,113070.26,10,10768.6,0,20352.65,122654.32,0.0,Approved,Overdue,,,,560,2024-05-13,Project Manager,None,3,Mismatch,0.547,No,122654.32
INV00942,VEN00567,Vendor 567,CONT01965,PO3019,2025-09-13,2025-10-13,Change Order Payment,Change Order Payment - As per contract terms,99848.45,0,0.0,99848.45,5,4992.42,0,1996.97,96852.99,0.0,Approved,Overdue,,,,86,2025-09-16,Project Manager,None,8,Partial Match,0.065,No,96852.99
INV00943,VEN00842,Vendor 842,CONT00776,PO4977,2024-03-02,2024-05-01,Equipment Rental,Equipment Rental - As per contract terms,4359903.04,5,217995.15,4577898.2,1,43599.03,0,0.0,4534299.17,0.0,Cancelled,Rejected,,,,0,,,None,14,,0.098,No,4534299.17
INV00944,VEN01944,Vendor 1944,CONT00561,PO3305,2024-10-16,2024-11-15,Retention Release,Equipment rental charges,258612.13,0,0.0,258612.13,0,0.0,0,0.0,258612.13,0.0,Disputed,Under Review,,,,0,,,Documentation Error,2,Partial Match,0.4411,No,258612.13
INV00945,VEN00029,Vendor 29,CONT00970,PO7399,2024-07-13,2024-08-12,Maintenance Charges,Material supply and installation,1864380.6,5,93219.03,1957599.64,5,93219.03,0,332791.94,2197172.54,0.0,Under Review,Overdue,,,,513,,,None,14,Partial Match,0.1602,No,2197172.54
INV00946,VEN01854,Vendor 1854,CONT00274,PO2619,2025-12-20,2026-02-03,Change Order Payment,Professional services - Change Order Payment,1484928.0,28,415779.84,1900707.85,10,148492.8,0,0.0,1752215.04,0.0,Rejected,Rejected,,,,0,,,Incorrect Amount,9,,0.0544,No,1752215.04
INV00947,VEN01349,Vendor 1349,CONT01058,,2025-02-23,2025-05-24,Progress Payment,Progress billing - Month 11,480719.36,0,0.0,480719.36,1,4807.19,0,0.0,475912.17,475912.17,Paid,Paid,RTGS,2025-06-15,112.0,0,2025-03-03,Site Engineer,None,11,,0.1917,No,0.0
INV00948,VEN00671,Vendor 671,CONT01574,PO6847,2024-01-31,2024-04-30,Maintenance Charges,Material supply and installation,266458.66,5,13322.93,279781.6,0,0.0,0,0.0,279781.6,279781.6,Paid,Paid,IMPS,2024-06-13,134.0,0,2024-02-04,Procurement Head,None,10,Matched,0.076,No,0.0
INV00949,VEN01280,Vendor 1280,CONT00402,PO4789,2025-05-01,2025-06-30,Progress Payment,Services rendered - Progress Payment,10353209.8,5,517660.49,10870870.29,10,1035320.98,0,0.0,9835549.31,5375868.06,Partially Paid,Partially Paid,Online Payment,2025-07-22,82.0,0,2025-05-11,,None,2,Partial Match,0.1733,No,4459681.250000001
INV00950,VEN00420,Vendor 420,CONT00957,PO1599,2024-11-10,2024-12-10,Milestone Payment,Milestone Payment - As per contract terms,4891672.7,18,880501.09,5772173.79,1,48916.73,0,750382.59,6473639.66,0.0,Under Review,Overdue,,,,393,,,None,4,Partial Match,0.2187,No,6473639.66
INV00951,VEN00247,Vendor 247,CONT00575,PO3736,2024-03-19,2024-06-17,Advance Payment,Advance Payment - As per contract terms,465605.22,28,130369.46,595974.69,0,0.0,0,107275.44,703250.13,0.0,Approved,Overdue,,,,569,2024-03-27,Procurement Head,None,1,Mismatch,0.7096,No,703250.13
INV00952,VEN01003,Vendor 1003,CONT01674,PO3691,2025-05-30,2025-08-28,Material Supply,Professional services - Material Supply,276665.2,5,13833.26,290498.46,10,27666.52,0,0.0,262831.94,262831.94,Paid,Paid,Demand Draft,2025-08-18,80.0,0,2025-06-05,Contract Administrator,None,15,Matched,0.1478,No,0.0
INV00953,VEN01285,Vendor 1285,CONT01171,PO8364,2025-12-16,2026-02-14,Advance Payment,Progress billing - Month 4,120629.37,0,0.0,120629.37,1,1206.29,0,0.0,119423.08,0.0,Under Review,Pending,,,,0,,,None,5,Matched,0.1237,No,119423.08
INV00954,VEN00065,Vendor 65,CONT00242,PO9733,2025-06-11,2025-08-10,Change Order Payment,Labor charges for project work,16416389.08,18,2954950.03,19371339.12,1,164163.89,0,968566.96,20175742.18,0.0,Approved,Overdue,,,,150,2025-06-12,Project Manager,None,7,Matched,0.347,No,20175742.18
INV00955,VEN00223,Vendor 223,CONT00174,PO9730,2025-07-29,2025-09-12,Milestone Payment,Professional services - Milestone Payment,98797.88,5,4939.89,103737.77,1,987.98,0,0.0,102749.79,102749.79,Paid,Paid,Online Payment,2025-11-07,101.0,0,2025-08-06,Project Manager,None,15,Mismatch,0.5042,No,0.0
INV00956,VEN00871,Vendor 871,CONT00353,PO2491,2024-04-21,2024-07-20,Retention Release,Equipment rental charges,322826.59,0,0.0,322826.59,1,3228.27,0,0.0,319598.32,0.0,Cancelled,Rejected,,,,0,,,None,13,,0.1749,No,319598.32
INV00957,VEN00237,Vendor 237,CONT01632,PO9831,2024-01-26,2024-03-11,Progress Payment,Progress billing - Month 11,365121.31,0,0.0,365121.31,10,36512.13,0,0.0,328609.18,0.0,Disputed,Under Review,,,,0,,,Unauthorized Work,1,Matched,0.5079,No,328609.18
INV00958,VEN00104,Vendor 104,CONT01042,PO1721,2024-04-25,2024-05-25,Advance Payment,Material supply and installation,876055.47,28,245295.53,1121351.0,10,87605.55,0,213056.69,1246802.15,0.0,Approved,Overdue,,,,592,2024-05-04,Project Manager,None,6,Partial Match,0.3166,No,1246802.15
INV00959,VEN00287,Vendor 287,CONT01645,PO6532,2025-05-26,2025-06-25,Professional Services,Professional services - Professional Services,249056.44,18,44830.16,293886.6,10,24905.64,0,17633.2,286614.15,0.0,Approved,Overdue,,,,196,2025-05-29,Procurement Head,None,8,Matched,0.1056,No,286614.15
INV00960,VEN00056,Vendor 56,CONT01588,PO9831,2024-02-26,2024-03-27,Reimbursement,Reimbursement - As per contract terms,5455211.11,12,654625.33,6109836.45,1,54552.11,0,1283065.65,7338349.99,0.0,Approved,Overdue,,,,651,2024-02-28,Contract Administrator,None,8,Mismatch,0.6027,No,7338349.99
INV00961,VEN01239,Vendor 1239,CONT00053,PO9046,2025-08-06,2025-10-05,Material Supply,Progress billing - Month 2,1018209.01,28,285098.52,1303307.53,2,20364.18,0,0.0,1282943.35,1282943.35,Paid,Paid,NEFT,2025-10-28,83.0,0,2025-08-16,Site Engineer,None,10,Mismatch,0.3974,No,0.0
INV00962,VEN00360,Vendor 360,CONT01689,PO5024,2025-03-17,2025-04-16,Material Supply,Work completion for Material Supply,681724.24,18,122710.36,804434.6,5,34086.21,0,64354.77,834703.16,0.0,Submitted,Overdue,,,,266,,,None,1,Partial Match,0.2028,No,834703.16
INV00963,VEN00741,Vendor 741,CONT01483,PO6269,2024-07-27,2024-09-25,Professional Services,Material supply and installation,219974.53,0,0.0,219974.53,1,2199.75,0,0.0,217774.78,0.0,Cancelled,Rejected,,,,0,,,None,9,,0.0739,No,217774.78
INV00964,VEN00101,Vendor 101,CONT00750,PO8537,2025-02-23,2025-04-09,Overtime Charges,Overtime Charges - As per contract terms,3783198.58,28,1059295.6,4842494.18,0,0.0,0,0.0,4842494.18,0.0,Disputed,Under Review,,,,0,,,Missing Documents,4,Mismatch,0.9252,Yes,4842494.18
INV00965,VEN01595,Vendor 1595,CONT01304,PO9671,2024-07-17,2024-08-31,Final Payment,Services rendered - Final Payment,170514.81,0,0.0,170514.81,0,0.0,0,0.0,170514.81,0.0,Cancelled,Rejected,,,,0,,,None,15,,0.1477,No,170514.81
INV00966,VEN00536,Vendor 536,CONT01282,PO7548,2025-04-17,2025-06-01,Professional Services,Professional Services - As per contract terms,12476708.35,5,623835.42,13100543.77,10,1247670.84,0,917038.06,12769911.0,0.0,Under Review,Overdue,,,,220,,,None,9,Partial Match,0.2588,No,12769911.0
INV00967,VEN00290,Vendor 290,CONT01427,PO9656,2024-11-23,2025-01-22,Emergency Work,Equipment rental charges,307139.19,12,36856.7,343995.9,5,15356.96,0,0.0,328638.94,328638.94,Paid,Paid,Bank Transfer,2025-02-01,70.0,0,2024-11-26,Accounts Head,None,13,Partial Match,0.0428,No,0.0
INV00968,VEN00635,Vendor 635,CONT01968,PO4057,2025-04-24,2025-05-24,Equipment Rental,Material supply and installation,17330553.76,12,2079666.45,19410220.21,5,866527.69,0,0.0,18543692.52,0.0,Rejected,Rejected,,,,0,,,Price Mismatch,14,,0.0807,No,18543692.52
INV00969,VEN00470,Vendor 470,CONT01477,PO9404,2024-02-15,2024-04-15,Material Supply,Equipment rental charges,1341298.91,5,67064.95,1408363.85,0,0.0,0,295756.41,1704120.26,0.0,Approved,Overdue,,,,632,2024-02-22,Accounts Head,None,5,Mismatch,0.7283,No,1704120.26
INV00970,VEN00047,Vendor 47,CONT01582,PO1942,2025-05-20,2025-06-19,Material Supply,Work completion for Material Supply,363832.78,28,101873.18,465705.95,1,3638.33,0,0.0,462067.63,462067.63,Paid,Paid,NEFT,2025-07-21,62.0,0,2025-05-26,Finance Manager,None,11,Partial Match,0.0478,No,0.0
INV00971,VEN01877,Vendor 1877,CONT00443,PO2674,2025-06-07,2025-08-06,Advance Payment,Advance Payment - As per contract terms,8865756.38,12,1063890.77,9929647.15,0,0.0,0,0.0,9929647.15,0.0,Cancelled,Rejected,,,,0,,,None,13,,0.018,No,9929647.15
INV00972,VEN01457,Vendor 1457,CONT01229,PO9070,2024-09-28,2024-12-27,Emergency Work,Services rendered - Emergency Work,6856682.03,0,0.0,6856682.03,10,685668.2,0,822801.84,6993815.67,0.0,Under Review,Overdue,,,,376,,,None,11,Matched,0.2423,No,6993815.67
INV00973,VEN00463,Vendor 463,CONT00081,PO7671,2024-11-16,2024-12-16,Emergency Work,Services rendered - Emergency Work,87739.38,28,24567.03,112306.41,10,8773.94,0,0.0,103532.47,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,8,Mismatch,0.7506,Yes,103532.47
