rfq_id,vendor_id,vendor_name,item_category,item_description,quantity,unit,rfq_date,submission_deadline,response_date,is_late_submission,quoted_price_per_unit,total_quoted_amount,gst_rate,gst_amount,total_with_gst,delivery_timeline_days,delivery_terms,payment_terms,warranty_months,technical_score,commercial_score,overall_score,response_status,rejection_reason,compliance_status,evaluation_date,award_date,rank,num_competitors,anomaly_score,is_anomaly,validity_days,contact_person,notes,market_avg_price,price_deviation_pct
RFQ01038,VEN00179,Vendor 179,Structural Steel,Structural Steel - Grade B,993,Truckloads,2024-12-27,2025-01-18,2025-01-03,False,6799.65,6752056.31,18,1215370.14,7967426.45,149,Door Delivery,LC at Sight,6,59.28,47.18,54.44,Under Evaluation,None,Non-Compliant,2025-01-06,,,6,0.0452,No,45,Regional Manager,,5883.03,15.580746656059885
RFQ01039,VEN01426,Vendor 1426,Excavators,Excavators - Grade B,614,Bags,2025-12-02,2025-12-14,2025-12-12,False,643.29,394977.17,28,110593.61,505570.78,138,DAP,"Advance 30%, Balance 70%",12,59.41,76.49,66.24,Under Evaluation,None,Non-Compliant,2025-12-23,,,4,0.1539,No,30,Account Manager,,5410.12,-88.10950588896364
RFQ01040,VEN00658,Vendor 658,HVAC Units,HVAC Units - Grade Standard,205,Units,2024-11-24,2024-12-16,2024-12-04,False,5539275.23,1135551421.8,0,0.0,1135551421.8,32,Door Delivery,30-60-90 days,6,80.92,66.64,75.21,Under Evaluation,None,Fully Compliant,2024-12-13,,,12,0.0107,No,30,Sales Manager,,3493273.02,58.56977677627958
RFQ01041,VEN00422,Vendor 422,Paint,Paint - Grade A,7158,Meters,2024-10-23,2024-10-30,2024-11-01,True,174.78,1251073.37,18,225193.21,1476266.58,153,FCA,Cash on Delivery,12,67.91,77.19,71.62,Rejected,Late Submission,Partially Compliant,,,,10,0.0226,No,90,Account Manager,,264.31,-33.87310355264652
RFQ01042,VEN00808,Vendor 808,Steel Bars,Steel Bars - Grade B,94,Kg,2025-11-11,2025-11-28,2025-11-26,False,9686.67,910546.67,5,45527.33,956074.0,25,Delivered to Site,LC at Sight,60,51.14,50.36,50.83,Rejected,Missing Documents,Non-Compliant,,,,15,0.5794,Yes,45,Business Development Head,,4073.785,137.78058979548504
RFQ01043,VEN00945,Vendor 945,Bricks,Bricks - Grade A,7607,MT,2025-12-10,2026-01-04,2025-12-13,False,2448.34,18624486.15,18,3352407.51,21976893.65,65,DDP,Net 30 days,48,66.88,93.02,77.34,Negotiation,None,Partially Compliant,2025-12-19,,,20,0.208,No,120,Business Development Head,Good technical compliance,4654.68,-47.4004657677864
RFQ01044,VEN00499,Vendor 499,Escalators,Escalators - Grade C,4443,Square Meter,2025-08-14,2025-09-06,2025-09-12,True,5464638.39,24279388348.08,5,1213969417.4,25493357765.48,77,FCA,"Advance 30%, Balance 70%",6,60.58,63.08,61.58,Under Evaluation,None,Partially Compliant,2025-09-20,,,3,0.4928,No,60,Regional Manager,Established vendor,2867885.52,90.5459040080512
RFQ01045,VEN00878,Vendor 878,Sanitary Ware,Sanitary Ware - Grade Standard,205,Feet,2025-06-23,2025-07-04,2025-07-13,True,255.7,52417.9,5,2620.89,55038.79,74,Delivered to Site,LC at Sight,24,75.86,86.07,79.95,Withdrawn,None,Partially Compliant,,,,11,0.0295,No,45,Senior Manager,Good technical compliance,6706.465,-96.18726109805986
RFQ01046,VEN00080,Vendor 80,HVAC Units,HVAC Units - Grade B,6381,Sets,2024-09-01,2024-09-20,2024-09-10,False,2050812.56,13086234960.81,28,3664145789.03,16750380749.84,83,CIF,"Advance 30%, Balance 70%",60,58.91,76.69,66.02,Under Evaluation,None,Non-Compliant,2024-09-15,,,15,0.2675,No,30,Senior Manager,Fast delivery timeline,3493273.02,-41.29251998745864
RFQ01047,VEN00209,Vendor 209,Wiring,Wiring - Grade Premium,13,Truckloads,2025-07-20,2025-08-08,2025-07-21,False,7744.11,100673.46,12,12080.81,112754.27,41,Delivered to Site,Progress Payment,18,68.99,86.3,75.91,Accepted,None,Partially Compliant,2025-08-04,,4.0,18,0.1356,No,60,Sales Manager,,4583.610000000001,68.95220143074997
RFQ01048,VEN01797,Vendor 1797,Scaffolding,Scaffolding - Grade C,7768,Meters,2024-11-12,2024-12-02,2024-11-20,False,11816.23,91788499.05,0,0.0,91788499.05,60,Ex-Works,Bank Guarantee,12,97.82,69.06,86.32,Accepted,None,Fully Compliant,2024-12-01,,8.0,11,0.4374,No,30,Account Manager,Price negotiable,5843.41,102.21463152508552
RFQ01049,VEN01524,Vendor 1524,Granite,Granite - Grade Premium,5453,Bundles,2024-10-02,2024-10-09,2024-10-19,True,118.19,644510.62,28,180462.97,824973.59,73,FOB,Progress Payment,6,53.48,91.18,68.56,Rejected,Late Submission,Non-Compliant,,,,11,0.2568,No,30,Business Development Head,,280.635,-57.88479697828139
RFQ01050,VEN01081,Vendor 1081,LED Lights,LED Lights - Grade C,4570,Ton,2025-12-22,2026-01-20,2026-01-17,False,5306.12,24248990.03,28,6789717.21,31038707.24,82,Ex-Works,30-60-90 days,36,62.75,72.26,66.56,Under Evaluation,None,Partially Compliant,2026-01-28,,,13,0.0881,No,30,Account Manager,Price negotiable,4739.14,11.96377401807078
RFQ01051,VEN01726,Vendor 1726,Construction Equipment,Construction Equipment - Grade C,6380,MT,2025-12-25,2026-01-04,2025-12-27,False,6706.07,42784718.06,12,5134166.17,47918884.23,78,FCA,30-60-90 days,12,61.71,73.48,66.42,Rejected,Delivery Timeline,Partially Compliant,,,,9,0.1652,No,45,Senior Manager,,5167.01,29.786278718252905
RFQ01052,VEN01500,Vendor 1500,Doors,Doors - Grade Standard,72,Kg,2024-10-08,2024-10-15,2024-10-09,False,1522.91,109649.17,12,13157.9,122807.07,147,CIF,Cash on Delivery,18,52.05,48.12,50.48,Withdrawn,None,Non-Compliant,,,,12,0.1678,No,30,Account Manager,Premium quality offered,4952.02,-69.2466912492276
RFQ01053,VEN00356,Vendor 356,LED Lights,LED Lights - Grade B,6226,Liters,2025-06-02,2025-06-24,2025-06-20,False,9212.88,57359387.05,18,10324689.67,67684076.72,28,DDP,Net 30 days,12,70.73,49.77,62.35,Under Evaluation,None,Partially Compliant,2025-06-29,,,18,0.0288,No,30,Director,Good technical compliance,4739.14,94.39982781686126
RFQ01054,VEN01810,Vendor 1810,Cranes,Cranes - Grade A,9274,Nos,2025-10-24,2025-11-23,2025-12-01,True,6561.79,60854019.46,18,10953723.5,71807742.96,69,DAP,LC at Sight,6,98.39,99.99,99.03,Under Evaluation,None,Fully Compliant,2025-12-06,,,4,0.2275,No,90,Director,Good technical compliance,4284.32,53.158260820853734
RFQ01055,VEN01499,Vendor 1499,Wiring,Wiring - Grade Premium,9228,Bundles,2025-07-01,2025-07-15,2025-07-13,False,8325.8,76830506.4,28,21512541.79,98343048.2,153,FOB,Net 30 days,60,78.02,66.62,73.46,Negotiation,None,Partially Compliant,2025-07-20,,,10,0.5345,Yes,45,Sales Manager,Delivery timeline tight,4583.610000000001,81.64285355865788
RFQ01056,VEN01697,Vendor 1697,Steel Bars,Steel Bars - Grade Standard,8957,Ton,2024-11-14,2024-12-12,2024-12-08,False,584.86,5238629.81,12,628635.58,5867265.39,56,FCA,Bank Guarantee,6,70.49,68.05,69.52,Rejected,Delivery Timeline,Partially Compliant,,,,7,0.2925,No,30,Sales Manager,,4073.785,-85.64332678332313
RFQ01057,VEN01526,Vendor 1526,Plumbing Fixtures,Plumbing Fixtures - Grade A,1191,Truckloads,2025-11-05,2025-11-28,2025-11-19,False,10412.98,12401855.0,18,2232333.9,14634188.91,94,FOB,30-60-90 days,18,63.65,48.14,57.44,Rejected,High Price,Partially Compliant,,,,16,0.1475,No,60,Regional Manager,Partial compliance issues,6904.08,50.82357098990741
RFQ01058,VEN01913,Vendor 1913,Scaffolding,Scaffolding - Grade B,677,Nos,2025-01-23,2025-02-11,2025-01-28,False,4362.91,2953691.06,12,354442.93,3308133.98,54,Door Delivery,Net 45 days,60,99.9,65.43,86.11,Accepted,None,Fully Compliant,2025-02-04,,1.0,4,0.0581,No,60,Business Development Head,Competitive pricing,5843.41,-25.336233466417724
RFQ01059,VEN00381,Vendor 381,Ventilation Systems,Ventilation Systems - Grade B,413,Cubic Meter,2024-12-04,2025-01-01,2025-01-06,True,4332.14,1789175.76,12,214701.09,2003876.85,21,Ex-Factory,"Advance 20%, Balance 80%",0,86.62,46.81,70.7,Rejected,Late Submission,Fully Compliant,,,,19,0.5686,Yes,60,Senior Manager,Price negotiable,4332.14,0.0
RFQ01060,VEN00754,Vendor 754,Structural Steel,Structural Steel - Grade B,8950,MT,2025-11-04,2025-12-04,2025-12-01,False,7844.47,70208038.4,18,12637446.91,82845485.31,59,Ex-Factory,LC at Sight,18,60.85,78.87,68.06,Under Evaluation,None,Partially Compliant,2025-12-08,,,15,0.0478,No,120,Business Development Head,Established vendor,5883.03,33.34064249204918
RFQ01061,VEN01019,Vendor 1019,Scaffolding,Scaffolding - Grade B,33,Ton,2025-05-13,2025-05-27,2025-05-27,False,8688.25,286712.25,0,0.0,286712.25,82,Ex-Works,Against Delivery,18,62.55,66.88,64.28,Under Evaluation,None,Partially Compliant,2025-06-05,,,3,0.0801,No,45,Business Development Head,Established vendor,5843.41,48.684586568459174
RFQ01062,VEN01399,Vendor 1399,Structural Steel,Structural Steel - Grade Standard,2150,Kg,2025-08-29,2025-09-16,2025-09-16,False,5384.1,11575811.96,18,2083646.15,13659458.11,63,CIF,Bank Guarantee,48,78.57,90.78,83.45,Shortlisted,None,Partially Compliant,2025-09-28,,7.0,12,0.1109,No,60,Director,Good technical compliance,5883.03,-8.480833856023162
RFQ01063,VEN00197,Vendor 197,Generators,Generators - Grade Premium,4242,Square Meter,2024-10-18,2024-11-03,2024-10-25,False,4087068.21,17337343349.33,18,3120721802.88,20458065152.21,167,Door Delivery,Progress Payment,36,80.84,47.89,67.66,Shortlisted,None,Fully Compliant,2024-11-04,,9.0,9,0.1907,No,120,Sales Manager,,3172694.88,28.82008401639934
RFQ01064,VEN00936,Vendor 936,Lighting Fixtures,Lighting Fixtures - Grade Standard,446,Kg,2024-12-21,2024-12-28,2024-12-22,False,5977.16,2665815.22,28,746428.26,3412243.48,90,CIF,Against Delivery,0,56.39,75.18,63.9,Negotiation,None,Non-Compliant,2025-01-04,,,19,0.1214,No,30,Senior Manager,Established vendor,4422.845,35.142877491750205
RFQ01065,VEN00610,Vendor 610,Sanitary Ware,Sanitary Ware - Grade Premium,9655,Units,2025-04-29,2025-05-10,2025-05-05,False,6437.66,62155598.73,0,0.0,62155598.73,70,Ex-Works,Bank Guarantee,48,58.44,86.55,69.69,Under Evaluation,None,Non-Compliant,2025-05-19,,,15,0.0726,No,90,Director,,6706.465,-4.008147362284009
RFQ01066,VEN01386,Vendor 1386,Air Conditioners,Air Conditioners - Grade B,7759,Bags,2025-12-30,2026-01-12,2026-01-05,False,3754.86,29133969.07,18,5244114.43,34378083.5,84,DDP,Net 45 days,60,52.91,54.72,53.63,Rejected,Poor Quality,Non-Compliant,,,,5,0.0047,No,45,Account Manager,Price negotiable,5131.325000000001,-26.824747993939198
RFQ01067,VEN01926,Vendor 1926,Granite,Granite - Grade Premium,613,Feet,2024-09-21,2024-10-04,2024-09-24,False,144.45,88550.68,12,10626.08,99176.76,44,CIF,LC at Sight,48,50.25,42.88,47.31,Rejected,High Price,Non-Compliant,,,,3,0.0907,No,120,Senior Manager,Competitive pricing,280.635,-48.5274466834144
RFQ01068,VEN01532,Vendor 1532,Elevators,Elevators - Grade B,8664,Liters,2024-09-13,2024-10-06,2024-09-25,False,3207897.26,27793221870.35,18,5002779936.66,32796001807.01,20,DDP,Bank Guarantee,6,95.92,79.39,89.31,Negotiation,None,Fully Compliant,2024-10-08,,,14,0.1916,No,120,Sales Manager,,3174096.675,1.0648883276373415
RFQ01069,VEN00717,Vendor 717,Pumps,Pumps - Grade Premium,8566,Bags,2025-04-20,2025-05-12,2025-04-28,False,6297.34,53943006.92,0,0.0,53943006.92,54,Door Delivery,30-60-90 days,0,82.96,51.67,70.44,Shortlisted,None,Fully Compliant,2025-05-01,,9.0,9,0.3885,No,60,Account Manager,Fast delivery timeline,6998.595,-10.019939716471663
RFQ01070,VEN01216,Vendor 1216,Windows,Windows - Grade Standard,221,Nos,2025-01-08,2025-01-16,2025-01-15,False,5630.96,1244441.35,28,348443.58,1592884.92,8,Ex-Works,Net 90 days,0,75.58,71.41,73.91,Negotiation,None,Partially Compliant,2025-01-27,,,15,0.0841,No,120,Account Manager,,4248.57,32.537771532539196
RFQ01071,VEN01906,Vendor 1906,Glass,Glass - Grade C,8323,Bundles,2025-07-09,2025-07-19,2025-07-11,False,6929.94,57677898.31,5,2883894.92,60561793.22,23,DDP,"Advance 30%, Balance 70%",24,70.98,65.81,68.91,Negotiation,None,Partially Compliant,2025-07-17,,,4,0.0636,No,90,Director,Price negotiable,5730.715,20.92627185263967
RFQ01072,VEN00882,Vendor 882,Concrete Mixers,Concrete Mixers - Grade Standard,4609,Kg,2025-06-30,2025-07-12,2025-07-06,False,620.11,2858070.68,28,800259.79,3658330.48,82,Door Delivery,LC at Sight,6,81.92,67.09,75.99,Shortlisted,None,Fully Compliant,2025-07-20,,5.0,6,0.3628,No,120,Business Development Head,,4676.25,-86.73916065223202
RFQ01073,VEN00764,Vendor 764,Reinforcement Steel,Reinforcement Steel - Grade Standard,63,Quintal,2025-05-23,2025-06-15,2025-05-24,False,6614.11,416688.65,28,116672.82,533361.47,55,Door Delivery,Net 30 days,6,99.58,98.26,99.05,Awarded,None,Fully Compliant,2025-06-08,2025-07-01,6.0,17,0.0284,No,120,Sales Manager,Delivery timeline tight,5155.35,28.29604197581152
RFQ01074,VEN00113,Vendor 113,Solar Panels,Solar Panels - Grade A,86,Liters,2024-11-22,2024-12-19,2024-12-04,False,26313.83,2262989.7,0,0.0,2262989.7,33,Delivered to Site,Progress Payment,60,54.07,81.5,65.04,Negotiation,None,Non-Compliant,2024-12-07,,,18,0.0023,No,30,Account Manager,Good technical compliance,91700.94,-71.30473253600236
RFQ01075,VEN01224,Vendor 1224,Granite,Granite - Grade B,81,Loads,2025-09-25,2025-10-21,2025-09-30,False,453.31,36718.51,5,1835.93,38554.44,66,Ex-Works,Net 60 days,0,78.13,89.13,82.53,Under Evaluation,None,Partially Compliant,2025-10-06,,,4,0.1997,No,45,Senior Manager,Fast delivery timeline,280.635,61.530101377233784
RFQ01076,VEN01917,Vendor 1917,Plumbing Fixtures,Plumbing Fixtures - Grade Premium,367,Sets,2025-04-20,2025-05-14,2025-05-03,False,1296.87,475952.82,5,23797.64,499750.46,20,DDP,Net 30 days,48,79.6,64.91,73.72,Accepted,None,Partially Compliant,2025-05-11,,6.0,18,0.2021,No,45,Sales Manager,,6904.08,-81.21588973476554
RFQ01077,VEN00884,Vendor 884,Bricks,Bricks - Grade A,141,Pieces,2025-06-20,2025-06-28,2025-06-26,False,6750.12,951767.57,18,171318.16,1123085.74,25,Delivered to Site,Net 60 days,18,55.75,48.53,52.86,Rejected,High Price,Non-Compliant,,,,16,0.1665,No,120,Account Manager,Fast delivery timeline,4654.68,45.017917450823674
RFQ01078,VEN01733,Vendor 1733,Steel Bars,Steel Bars - Grade Standard,1441,Ton,2025-03-17,2025-04-04,2025-03-23,False,976.01,1406432.24,0,0.0,1406432.24,13,Delivered to Site,"Advance 20%, Balance 80%",6,97.07,88.35,93.58,Shortlisted,None,Fully Compliant,2025-03-29,,5.0,16,0.252,No,120,Account Manager,,4073.785,-76.04169095816297
RFQ01079,VEN01252,Vendor 1252,Sanitary Ware,Sanitary Ware - Grade A,119,Nos,2024-10-28,2024-11-22,2024-11-06,False,5652.22,672613.95,18,121070.51,793684.46,7,Delivered to Site,Net 60 days,60,63.11,80.98,70.26,Negotiation,None,Partially Compliant,2024-11-11,,,20,0.2744,No,60,Regional Manager,Price negotiable,6706.465,-15.719831535689814
RFQ01080,VEN00529,Vendor 529,Mild Steel,Mild Steel - Grade Standard,656,Meters,2024-09-28,2024-10-25,2024-10-12,False,2227.95,1461533.43,28,409229.36,1870762.79,16,FCA,Net 90 days,0,54.79,68.14,60.13,Shortlisted,None,Non-Compliant,2024-10-21,,3.0,19,0.4961,No,90,Sales Manager,Premium quality offered,4329.535,-48.54066314280864
RFQ01081,VEN01377,Vendor 1377,Excavators,Excavators - Grade Premium,263,Feet,2025-08-27,2025-09-22,2025-09-09,False,1083.69,285010.44,18,51301.88,336312.32,159,Delivered to Site,Net 30 days,18,65.42,55.66,61.52,Under Evaluation,None,Partially Compliant,2025-09-17,,,20,0.4189,No,90,Senior Manager,Fast delivery timeline,5410.12,-79.9692058586501
RFQ01082,VEN00811,Vendor 811,Generators,Generators - Grade Premium,30,Square Meter,2025-11-03,2025-11-21,2025-11-19,False,4460492.46,133814773.69,5,6690738.68,140505512.38,34,FCA,Net 60 days,36,91.39,80.85,87.18,Awarded,None,Fully Compliant,2025-11-29,2025-12-29,9.0,12,0.1801,No,30,Senior Manager,,3172694.88,40.59002295234895
RFQ01083,VEN00742,Vendor 742,Bricks,Bricks - Grade C,820,Liters,2025-10-09,2025-10-22,2025-10-18,False,3402.35,2789929.61,0,0.0,2789929.61,49,DAP,Against Delivery,12,62.11,43.81,54.79,Under Evaluation,None,Partially Compliant,2025-10-21,,,3,0.6209,Yes,120,Director,Established vendor,4654.68,-26.904749628331064
RFQ01084,VEN01486,Vendor 1486,TMT Bars,TMT Bars - Grade C,99,Loads,2024-07-31,2024-08-14,2024-08-13,False,7768.68,769099.72,18,138437.95,907537.67,48,DAP,Net 30 days,12,54.83,43.44,50.28,Withdrawn,None,Non-Compliant,,,,7,0.0684,No,45,Senior Manager,Additional clarifications needed,3136.985,147.6479804653194
RFQ01085,VEN01773,Vendor 1773,Scaffolding,Scaffolding - Grade Standard,20,Feet,2025-08-05,2025-08-21,2025-08-19,False,3627.21,72544.29,28,20312.4,92856.7,66,FCA,Progress Payment,60,72.58,65.64,69.81,Shortlisted,None,Partially Compliant,2025-08-26,,3.0,16,0.064,No,60,Regional Manager,Delivery timeline tight,5843.41,-37.92648470670379
RFQ01086,VEN00295,Vendor 295,Marble,Marble - Grade Premium,176,Cubic Meter,2025-02-11,2025-02-24,2025-02-13,False,562.75,99044.46,28,27732.45,126776.91,12,DDP,"Advance 20%, Balance 80%",36,68.28,56.62,63.61,Negotiation,None,Partially Compliant,2025-02-23,,,18,0.5318,No,90,Senior Manager,Partial compliance issues,253.56,121.93958037545355
RFQ01087,VEN01875,Vendor 1875,Solar Panels,Solar Panels - Grade A,776,Bundles,2024-08-12,2024-09-02,2024-08-17,False,31182.88,24197913.63,5,1209895.68,25407809.31,117,Door Delivery,"Advance 30%, Balance 70%",18,55.14,75.54,63.3,Rejected,Missing Documents,Non-Compliant,,,,7,0.0286,No,30,Senior Manager,Fast delivery timeline,91700.94,-65.99502687758707
RFQ01088,VEN00527,Vendor 527,Copper Pipes,Copper Pipes - Grade B,1498,Kg,2025-03-28,2025-04-13,2025-04-10,False,9236.82,13836749.44,18,2490614.9,16327364.34,38,CIF,30-60-90 days,60,54.83,76.84,63.64,Rejected,Poor Quality,Non-Compliant,,,,10,0.2456,No,60,Regional Manager,Good technical compliance,7467.32,23.696587262900213
RFQ01089,VEN01275,Vendor 1275,Ventilation Systems,Ventilation Systems - Grade Standard,114,Bags,2025-05-20,2025-06-05,2025-06-05,False,4205.35,479409.43,12,57529.13,536938.57,24,Door Delivery,Progress Payment,6,91.89,54.28,76.85,Negotiation,None,Fully Compliant,2025-06-18,,,7,0.0347,No,120,Regional Manager,,4332.14,-2.926729053077693
RFQ01090,VEN01244,Vendor 1244,Copper Pipes,Copper Pipes - Grade B,6798,Cubic Meter,2024-08-22,2024-09-07,2024-08-24,False,8904.01,60529458.32,0,0.0,60529458.32,65,DAP,Progress Payment,0,96.47,81.58,90.52,Awarded,None,Fully Compliant,2024-08-29,2024-09-20,5.0,19,0.0655,No,90,Regional Manager,Price negotiable,7467.32,19.23970045478164
RFQ01091,VEN00966,Vendor 966,Cranes,Cranes - Grade Premium,1073,Feet,2024-11-12,2024-11-30,2024-11-13,False,6955.58,7463341.9,5,373167.1,7836509.0,12,Ex-Works,Against Delivery,12,56.05,76.58,64.26,Under Evaluation,None,Non-Compliant,2024-11-28,,,19,0.1246,No,120,Business Development Head,Premium quality offered,4284.32,62.34968443066812
RFQ01092,VEN01562,Vendor 1562,Elevators,Elevators - Grade B,6765,Liters,2025-06-18,2025-06-25,2025-07-01,True,4244329.1,28712886363.65,18,5168319545.46,33881205909.11,94,Delivered to Site,Against Delivery,48,51.62,48.19,50.25,Rejected,Late Submission,Non-Compliant,,,,10,0.5189,Yes,60,Account Manager,Established vendor,3174096.675,33.71770095817891
RFQ01093,VEN00697,Vendor 697,Windows,Windows - Grade C,546,Units,2025-01-12,2025-01-22,2025-01-17,False,1632.82,891520.09,18,160473.62,1051993.71,30,Ex-Factory,Cash on Delivery,0,65.35,95.65,77.47,Accepted,None,Partially Compliant,2025-01-31,,7.0,11,0.1878,No,120,Sales Manager,,4248.57,-61.56777456885494
RFQ01094,VEN00842,Vendor 842,Cranes,Cranes - Grade C,973,Nos,2025-07-20,2025-07-29,2025-07-28,False,5369.89,5224900.41,0,0.0,5224900.41,54,Delivered to Site,"Advance 30%, Balance 70%",60,58.86,81.0,67.72,Negotiation,None,Non-Compliant,2025-08-06,,,18,0.1464,No,120,Business Development Head,Delivery timeline tight,4284.32,25.338210030996766
RFQ01095,VEN00871,Vendor 871,Sand,Sand - Grade B,49,Meters,2025-05-26,2025-06-19,2025-06-13,False,7671.8,375918.4,5,18795.92,394714.32,55,DDP,30-60-90 days,0,83.98,54.7,72.27,Negotiation,None,Fully Compliant,2025-06-20,,,3,0.3066,No,30,Sales Manager,,5310.355,44.46868429700088
RFQ01096,VEN00218,Vendor 218,MCBs,MCBs - Grade C,100,Units,2025-04-24,2025-05-16,2025-04-27,False,2915.26,291526.21,0,0.0,291526.21,157,CIF,LC at Sight,24,91.28,74.08,84.4,Shortlisted,None,Fully Compliant,2025-05-12,,10.0,5,0.1028,No,90,Business Development Head,Competitive pricing,3775.88,-22.792567560409754
RFQ01097,VEN00782,Vendor 782,Escalators,Escalators - Grade Standard,3729,Sets,2025-07-05,2025-07-13,2025-07-12,False,1207570.39,4503029966.55,5,225151498.33,4728181464.88,35,Ex-Works,Net 30 days,36,75.45,51.61,65.91,Negotiation,None,Partially Compliant,2025-07-16,,,11,0.4822,No,120,Senior Manager,,2867885.52,-57.89335447392615
RFQ01098,VEN01730,Vendor 1730,Pumps,Pumps - Grade C,449,Loads,2024-09-15,2024-09-22,2024-09-21,False,3837.48,1723028.88,0,0.0,1723028.88,51,Delivered to Site,Net 30 days,48,75.4,52.19,66.11,Negotiation,None,Partially Compliant,2024-10-01,,,20,0.126,No,30,Sales Manager,Delivery timeline tight,6998.595,-45.16785154734629
RFQ01099,VEN00703,Vendor 703,Scaffolding,Scaffolding - Grade Standard,2420,Loads,2025-03-12,2025-03-25,2025-03-29,True,10071.19,24372269.72,12,2924672.37,27296942.09,31,Ex-Works,Bank Guarantee,48,91.98,73.16,84.45,Under Evaluation,None,Fully Compliant,2025-04-12,,,14,0.1784,No,60,Account Manager,Price negotiable,5843.41,72.35124696025096
RFQ01100,VEN01344,Vendor 1344,Concrete Mixers,Concrete Mixers - Grade Premium,632,Sets,2025-10-18,2025-11-05,2025-10-26,False,2900.45,1833081.38,12,219969.77,2053051.15,50,DAP,Net 30 days,36,62.07,69.9,65.2,Negotiation,None,Partially Compliant,2025-10-28,,,20,0.2175,No,120,Regional Manager,Established vendor,4676.25,-37.974873028601976
RFQ01101,VEN01315,Vendor 1315,Lighting Fixtures,Lighting Fixtures - Grade C,621,Ton,2024-08-31,2024-09-23,2024-09-08,False,4989.26,3098330.97,28,867532.67,3965863.64,59,Ex-Works,Cash on Delivery,6,62.38,84.01,71.04,Shortlisted,None,Partially Compliant,2024-09-21,,9.0,4,0.209,No,60,Sales Manager,Price negotiable,4422.845,12.806575857847152
RFQ01102,VEN00429,Vendor 429,Bricks,Bricks - Grade C,280,Square Meter,2025-04-18,2025-04-25,2025-04-19,False,9664.2,2705976.1,18,487075.7,3193051.79,158,Delivered to Site,Net 90 days,18,94.54,67.74,83.82,Negotiation,None,Fully Compliant,2025-05-01,,,16,0.5533,No,90,Account Manager,,4654.68,107.62329526412127
RFQ01103,VEN00448,Vendor 448,Reinforcement Steel,Reinforcement Steel - Grade Premium,35,Bundles,2025-08-09,2025-08-17,2025-08-14,False,7198.82,251958.75,0,0.0,251958.75,152,FOB,Bank Guarantee,6,84.1,93.94,88.04,Awarded,None,Fully Compliant,2025-08-20,2025-10-06,5.0,17,0.1427,No,90,Business Development Head,Established vendor,5155.35,39.63785194021743
RFQ01104,VEN01768,Vendor 1768,Steel Bars,Steel Bars - Grade Premium,1880,Meters,2025-04-05,2025-05-04,2025-05-13,True,5822.13,10945613.58,0,0.0,10945613.58,51,Delivered to Site,Net 30 days,12,88.03,40.87,69.16,Rejected,Late Submission,Fully Compliant,,,,19,0.3941,No,90,Senior Manager,,4073.785,42.916967881221034
RFQ01105,VEN00175,Vendor 175,LED Lights,LED Lights - Grade Standard,161,Pieces,2024-11-24,2024-12-04,2024-12-14,True,1097.93,176766.24,18,31817.92,208584.17,79,CIF,Cash on Delivery,18,95.46,78.73,88.77,Rejected,Late Submission,Fully Compliant,,,,19,0.1338,No,60,Account Manager,Competitive pricing,4739.14,-76.83271648442545
RFQ01106,VEN01003,Vendor 1003,Gypsum Boards,Gypsum Boards - Grade A,910,Quintal,2025-12-07,2025-12-27,2025-12-23,False,469.1,426883.64,5,21344.18,448227.82,128,Door Delivery,Cash on Delivery,24,75.61,63.93,70.94,Shortlisted,None,Partially Compliant,2025-12-29,,9.0,14,0.1387,No,90,Director,Competitive pricing,3335.015,-85.93409624844266
RFQ01107,VEN01778,Vendor 1778,Electrical Cables,Electrical Cables - Grade C,89,MT,2025-06-27,2025-07-07,2025-07-16,True,9160.72,815304.35,18,146754.78,962059.13,100,Ex-Factory,Cash on Delivery,36,87.31,70.05,80.4,Rejected,Late Submission,Fully Compliant,,,,11,0.2982,No,30,Regional Manager,Additional clarifications needed,5397.135,69.73301575743425
RFQ01108,VEN01846,Vendor 1846,Switches,Switches - Grade Standard,1762,Meters,2024-10-17,2024-10-24,2024-10-24,False,3555.99,6265647.79,28,1754381.38,8020029.17,33,DDP,Against Delivery,0,94.95,72.14,85.82,Accepted,None,Fully Compliant,2024-11-04,,7.0,15,0.0588,No,30,Regional Manager,Good technical compliance,5302.28,-32.93469978952451
RFQ01109,VEN01865,Vendor 1865,Aluminum,Aluminum - Grade C,280,MT,2024-10-13,2024-11-08,2024-10-17,False,7730.62,2164574.67,0,0.0,2164574.67,51,FOB,Net 45 days,12,93.32,84.42,89.76,Accepted,None,Fully Compliant,2024-10-20,,9.0,13,0.0013,No,60,Business Development Head,,4717.645,63.8660814876914
RFQ01110,VEN01361,Vendor 1361,Roofing Sheets,Roofing Sheets - Grade B,8149,Cubic Meter,2025-11-11,2025-11-27,2025-11-15,False,6765.54,55132416.49,5,2756620.82,57889037.31,90,Door Delivery,"Advance 20%, Balance 80%",60,60.88,92.74,73.62,Negotiation,None,Partially Compliant,2025-11-30,,,18,0.18,No,45,Regional Manager,Good technical compliance,5080.91,33.15606849954044
RFQ01111,VEN00555,Vendor 555,Excavators,Excavators - Grade C,91,Meters,2025-10-12,2025-11-05,2025-10-17,False,7964.96,724811.28,28,202947.16,927758.44,43,FCA,Net 45 days,36,59.23,80.44,67.71,Negotiation,None,Non-Compliant,2025-10-29,,,16,0.2322,No,120,Account Manager,Meets all specifications,5410.12,47.223351792566525
