project_id,project_name,project_type,location,client_name,contract_id,project_start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,project_status,current_phase,progress_pct,planned_budget,actual_cost,remaining_budget,budget_utilization_pct,team_size,num_vendors,num_purchase_orders,num_contracts,num_change_orders,total_milestones,achieved_milestones,open_issues,resolved_issues,risk_level,risk_score,quality_score,safety_score,stakeholder_satisfaction,resource_utilization_pct,schedule_performance_index,cost_performance_index,env_compliance_score,project_manager,sponsor,last_updated,notes,milestone_completion_pct,schedule_variance,cost_variance_pct
PROJ00999,Water Treatment Plant - Indore Phase 3,Water Treatment Plant,"Lucknow, Uttar Pradesh",Client Corporation,CONT00456,2024-05-06,2026-04-26,,24,,,In Progress,MEP Installation,67.53,726955605.57,539797260.44,187158345.12,74.25,67,11,401,6,22,23,15,3,36,Low,0.1161,67.05,80.82,50.18,84.88,0.945,0.95,78.99,Vikram Reddy,CEO,2026-01-07,Awaiting approvals,65.22,-5.5,-5.0
PROJ01000,Hotel & Resort - Ahmedabad Phase 2,Hotel & Resort,"Kolkata, West Bengal",Client Group,CONT01505,2025-05-01,2027-02-20,,22,,,On Hold,Foundation,42.78,320005474.57,136997580.12,183007894.44,42.81,80,41,467,7,1,19,8,15,82,High,0.7937,76.54,79.31,50.11,64.9,0.98,0.994,76.5,Amit Kumar,Director - Projects,2026-01-05,Stakeholder concerns,42.11,-2.0,-0.6
PROJ01001,Shopping Mall - Nagpur Phase 3,Shopping Mall,"Lucknow, Uttar Pradesh",Client Developers,,2024-10-06,2026-11-25,,26,,,Delayed,Structural Work,52.48,616604415.72,335840047.95,280764367.77,54.47,143,17,454,9,14,12,6,9,69,High,0.6318,86.28,66.09,37.37,96.45,0.768,1.027,97.43,Rajesh Sharma,General Manager,2026-01-06,Environmental clearance pending,50.0,-23.2,2.7
PROJ01002,Power Plant - Jaipur Phase 3,Power Plant,"Indore, Madhya Pradesh",Client Infrastructure Ltd,,2023-10-08,2026-02-24,,29,,,Near Completion,Testing & Commissioning,93.36,35232932914.67,34898623302.1,334309612.57,99.05,807,19,476,10,7,19,17,7,10,Low,0.3661,62.44,80.16,73.11,84.41,0.887,1.12,91.21,Amit Kumar,Regional Head,2026-01-02,On track,89.47,-11.3,12.0
PROJ01003,Hotel & Resort - Visakhapatnam Phase 3,Hotel & Resort,Delhi NCR,Client Infrastructure Ltd,CONT00315,2024-10-13,2026-01-06,,15,,,Near Completion,Finishing Work,97.62,770727323.82,823336536.65,-52609212.83,106.83,30,41,496,5,26,26,25,1,70,High,0.7997,88.31,93.94,66.73,82.23,0.946,0.879,77.65,Arun Mehta,CEO,2026-01-07,Quality issues resolved,96.15,-5.4,-12.1
PROJ01004,Water Treatment Plant - Delhi NCR Phase 1,Water Treatment Plant,"Nagpur, Maharashtra",Client Corporation,CONT01616,2025-04-13,2027-03-04,,23,,,Cancelled,Foundation,29.6,1677317551.55,541820676.47,1135496875.08,32.3,129,25,301,2,1,14,4,15,20,Critical,0.8336,63.54,80.11,79.1,94.54,1.028,1.106,96.24,Rajesh Sharma,Regional Head,2026-01-04,Awaiting approvals,28.57,2.8,10.6
PROJ01005,Commercial Complex - Bangalore Phase 2,Commercial Complex,"Pune, Maharashtra",Client Infrastructure Ltd,CONT01041,2023-03-29,2024-12-18,,21,,,Delayed,Testing & Commissioning,85.89,520207289.74,477479566.14,42727723.61,91.79,189,26,357,7,23,21,18,7,80,High,0.8537,86.44,89.64,55.33,61.23,0.649,0.963,92.64,Amit Kumar,CEO,2026-01-04,Quality issues resolved,85.71,-35.1,-3.7
PROJ01006,Residential Building - Surat Phase 1,Residential Building,"Ahmedabad, Gujarat",Client Group,CONT01929,2025-12-10,2027-04-04,,16,,,Approval Pending,Pre-Construction,7.47,1695686138.28,137014657.28,1558671480.99,8.08,199,9,404,10,3,18,1,13,64,Low,0.5535,67.7,93.16,69.31,82.64,0.938,1.114,70.35,Vikram Reddy,CEO,2026-01-02,Stakeholder concerns,5.56,-6.2,11.4
PROJ01007,Commercial Complex - Ahmedabad Phase 1,Commercial Complex,"Nagpur, Maharashtra",Client Developers,CONT00816,2023-08-05,2025-04-26,,21,,,Delayed,Testing & Commissioning,95.26,1837649865.32,1754569141.89,83080723.43,95.48,187,7,299,5,26,30,28,0,47,High,0.7825,68.23,75.68,56.61,77.72,0.729,1.013,75.72,Vikram Reddy,Managing Director,2026-01-03,Vendor performance issues,93.33,-27.1,1.3
PROJ01008,Water Treatment Plant - Indore Phase 2,Water Treatment Plant,"Jaipur, Rajasthan",Client Pvt Ltd,CONT01652,2024-01-30,2025-04-24,2025-05-10,15,15.5,0.5,Completed,Testing & Commissioning,90.86,364069498.3,435100370.26,-71030871.95,119.51,122,12,290,5,30,24,21,0,59,Critical,0.867,79.61,96.73,65.39,98.29,0.867,0.89,81.61,Priya Singh,General Manager,2026-01-01,Quality issues resolved,87.5,-13.3,-11.0
PROJ01009,Residential Building - Indore Phase 1,Residential Building,"Chennai, Tamil Nadu",Client Infrastructure Ltd,CONT00554,2023-10-10,2025-06-01,,20,,,Delayed,Warranty,99.97,1017922024.7,973741806.67,44180218.02,95.66,121,28,243,3,16,14,13,7,26,Critical,0.8238,84.65,75.34,36.33,72.89,0.682,1.142,80.21,Suresh Patel,Director - Projects,2026-01-02,Quality issues resolved,92.86,-31.8,14.2
PROJ01010,Commercial Complex - Mumbai Phase 3,Commercial Complex,"Pune, Maharashtra",Client Infrastructure Ltd,CONT00633,2023-10-30,2024-11-23,,13,,,Cancelled,Testing & Commissioning,2.83,1568157841.16,42189016.66,1525968824.5,2.69,112,19,219,4,6,14,0,9,52,Critical,0.9535,65.65,69.17,59.53,69.69,0.882,1.094,73.71,Suresh Patel,CEO,2026-01-06,Budget constraints,0.0,-11.8,9.4
PROJ01011,Sports Complex - Chennai Phase 2,Sports Complex,"Visakhapatnam, Andhra Pradesh",Client Corporation,CONT01624,2024-06-18,2026-05-09,,23,,,Near Completion,Structural Work,68.43,1816359506.72,1353498274.03,462861232.69,74.52,144,37,163,5,20,19,13,12,79,Medium,0.5535,85.74,88.83,72.23,61.81,0.887,1.136,82.81,Priya Singh,Regional Head,2026-01-05,Awaiting approvals,68.42,-11.3,13.6
PROJ01012,Industrial Facility - Hyderabad Phase 2,Industrial Facility,"Jaipur, Rajasthan",Client Infrastructure Ltd,CONT01846,2023-02-13,2024-10-05,,20,,,Cancelled,Testing & Commissioning,40.2,6101758714.36,2385729014.35,3716029700.01,39.1,259,15,259,6,3,25,10,15,52,Critical,0.9987,75.58,86.58,78.19,78.07,0.921,1.139,80.4,Vikram Reddy,General Manager,2026-01-05,Quality issues resolved,40.0,-7.9,13.9
PROJ01013,Metro Rail - Indore Phase 3,Metro Rail,"Chennai, Tamil Nadu",Client Infrastructure Ltd,CONT01092,2025-03-18,2028-03-02,,36,,,Mobilization,Pre-Construction,16.29,13355573645.02,2275691816.26,11079881828.76,17.04,407,25,109,2,5,21,3,8,41,Low,0.585,80.39,91.5,69.37,69.22,1.034,0.987,98.87,Anita Desai,CEO,2026-01-05,On track,14.29,3.4,-1.3
PROJ01014,Port Development - Kolkata Phase 2,Port Development,"Kolkata, West Bengal",Client Developers,CONT00776,2025-10-08,2027-05-31,,20,,,In Progress,Foundation,15.98,1672811708.23,271940459.74,1400871248.49,16.26,190,13,78,8,6,21,3,16,56,Low,0.2038,80.52,93.75,75.09,91.09,1.027,1.029,72.86,Suresh Patel,Director - Projects,2026-01-07,Vendor performance issues,14.29,2.7,2.9
PROJ01015,Power Plant - Nagpur Phase 1,Power Plant,"Chennai, Tamil Nadu",Client Group,CONT01302,2025-05-02,2026-10-24,,18,,,Delayed,Foundation,38.32,11405147847.46,4668923196.83,6736224650.63,40.94,811,29,206,6,9,21,8,13,22,Critical,0.6936,87.95,72.47,53.81,69.07,0.846,1.127,93.56,Rajesh Sharma,Regional Head,2025-12-31,Budget constraints,38.1,-15.4,12.7
PROJ01016,IT Park - Ahmedabad Phase 3,IT Park,"Kolkata, West Bengal",Client Pvt Ltd,,2025-10-05,2027-08-26,,23,,,In Progress,Foundation,14.53,1239335635.63,180858689.05,1058476946.58,14.59,158,49,232,9,7,14,2,16,61,Medium,0.3067,62.06,83.57,67.73,64.62,0.993,0.981,88.21,Amit Kumar,Regional Head,2026-01-04,Vendor performance issues,14.29,-0.7,-1.9
PROJ01017,Shopping Mall - Visakhapatnam Phase 1,Shopping Mall,"Surat, Gujarat",Client Corporation,CONT00591,2025-10-06,2027-06-28,,21,,,In Progress,Pre-Construction,13.2,4419246682.59,582461671.4,3836785011.2,13.18,162,7,500,8,8,24,3,11,60,Very Low,0.2449,66.2,69.12,60.93,78.86,1.065,1.001,83.77,Arun Mehta,CEO,2026-01-04,Quality issues resolved,12.5,6.5,0.1
PROJ01018,Water Treatment Plant - Ahmedabad Phase 2,Water Treatment Plant,"Ahmedabad, Gujarat",Client Pvt Ltd,,2023-07-01,2024-12-22,,18,,,Cancelled,Testing & Commissioning,42.62,328277806.52,153229723.18,175048083.34,46.68,195,46,325,3,6,18,7,13,31,Critical,0.8242,84.87,72.44,79.97,90.5,0.883,1.002,93.71,Arun Mehta,General Manager,2026-01-04,Awaiting approvals,38.89,-11.7,0.2
PROJ01019,Residential Building - Visakhapatnam Phase 2,Residential Building,"Nagpur, Maharashtra",Client Group,CONT01718,2023-08-08,2025-04-29,2025-06-12,21,22.5,1.5,Completed,Warranty,96.41,1936582447.25,1855469439.7,81113007.54,95.81,89,39,230,4,15,26,25,0,45,Very Low,0.1909,77.57,97.0,68.22,86.31,1.046,1.11,80.54,Rajesh Sharma,Director - Projects,2026-01-05,Resource shortage,96.15,4.6,11.0
PROJ01020,Bridge Construction - Delhi NCR Phase 1,Bridge Construction,"Kochi, Kerala",Client Developers,CONT00958,2025-07-10,2029-12-16,,54,,,In Progress,Foundation,21.18,3029722765.86,645895416.09,2383827349.76,21.32,180,38,98,2,8,18,3,17,100,Medium,0.3054,70.14,77.24,62.65,66.68,1.006,1.05,92.64,Vikram Reddy,General Manager,2026-01-06,Awaiting approvals,16.67,0.6,5.0
PROJ01021,Shopping Mall - Hyderabad Phase 3,Shopping Mall,"Ahmedabad, Gujarat",Client Group,CONT00364,2023-04-11,2025-03-31,2025-05-13,24,25.4,1.4,Closed,Handover,92.8,1443198711.6,1655461851.83,-212263140.22,114.71,128,9,156,5,29,23,21,0,13,High,0.7457,99.95,67.55,73.84,91.46,1.021,0.748,88.23,Anita Desai,VP - Infrastructure,2026-01-07,,91.3,2.1,-25.2
PROJ01022,Hotel & Resort - Kochi Phase 2,Hotel & Resort,Delhi NCR,Client Group,CONT00068,2025-06-28,2026-07-23,,13,,,In Progress,Foundation,48.29,1098810653.67,504141085.24,594669568.42,45.88,92,16,433,4,9,26,12,14,11,Low,0.5859,74.98,70.47,52.61,98.03,0.874,1.137,93.32,Rajesh Sharma,Director - Projects,2026-01-03,Vendor performance issues,46.15,-12.6,13.7
PROJ01023,Data Center - Jaipur Phase 1,Data Center,"Chennai, Tamil Nadu",Client Infrastructure Ltd,CONT00184,2024-02-05,2026-10-22,,33,,,In Progress,Finishing Work,79.84,962959807.1,838676035.55,124283771.56,87.09,117,34,391,4,6,23,18,4,34,Low,0.326,89.33,85.44,63.8,72.22,1.019,0.961,85.27,Arun Mehta,VP - Infrastructure,2026-01-01,Environmental clearance pending,78.26,1.9,-3.9
PROJ01024,Sports Complex - Kolkata Phase 1,Sports Complex,"Visakhapatnam, Andhra Pradesh",Client Group,CONT01271,2023-05-22,2024-06-15,,13,,,Delayed,Warranty,90.46,943469670.22,835818386.24,107651283.98,88.59,145,34,53,2,19,15,13,10,73,High,0.8044,69.25,86.65,63.34,89.21,0.855,0.951,98.99,Suresh Patel,Regional Head,2026-01-01,Stakeholder concerns,86.67,-14.5,-4.9
PROJ01025,Solar Farm - Ahmedabad Phase 3,Solar Farm,"Surat, Gujarat",Client Infrastructure Ltd,CONT01407,2023-08-30,2025-08-19,2025-12-06,24,27.6,3.6,Completed,Testing & Commissioning,98.92,1001137211.78,1186789080.6,-185651868.82,118.54,148,29,295,10,18,15,14,0,44,Critical,0.8488,98.47,97.05,99.71,75.31,0.88,0.799,84.78,Arun Mehta,Director - Projects,2026-01-01,Weather delays,93.33,-12.0,-20.1
PROJ01026,IT Park - Ahmedabad Phase 2,IT Park,"Nagpur, Maharashtra",Client Group,CONT01344,2023-11-05,2025-04-28,,18,,,Delayed,Handover,97.29,1947649222.17,2011735826.37,-64086604.2,103.29,109,27,481,4,27,21,20,10,26,Critical,0.8561,87.21,95.22,55.91,69.65,0.749,0.85,70.17,Anita Desai,Director - Projects,2026-01-03,,95.24,-25.1,-15.0
PROJ01027,Hospital - Jaipur Phase 2,Hospital,"Pune, Maharashtra",Client Corporation,CONT00530,2024-02-25,2025-08-18,2025-10-19,18,20.1,2.1,Completed,Handover,97.07,4738320538.0,5416909932.41,-678589394.41,114.32,143,38,53,6,23,23,22,0,33,High,0.7596,75.96,83.68,97.0,84.03,0.911,0.885,71.29,Rajesh Sharma,VP - Infrastructure,2026-01-03,On track,95.65,-8.9,-11.5
PROJ01028,Hotel & Resort - Hyderabad Phase 2,Hotel & Resort,"Hyderabad, Telangana",Client Pvt Ltd,CONT01793,2024-06-23,2025-07-18,2025-07-19,13,13.0,0.0,Closed,Testing & Commissioning,95.83,1979926938.88,2008421962.83,-28495023.95,101.44,27,25,102,1,23,22,21,0,36,High,0.7223,85.5,95.43,78.08,78.69,0.98,0.767,99.5,Suresh Patel,CEO,2026-01-01,Quality issues resolved,95.45,-2.0,-23.3
PROJ01029,Commercial Complex - Hyderabad Phase 1,Commercial Complex,"Kochi, Kerala",Client Corporation,CONT00403,2023-05-11,2024-09-02,2024-11-19,16,18.6,2.6,Completed,Handover,93.92,1540021204.9,1572237351.99,-32216147.09,102.09,37,8,499,2,8,22,20,0,86,High,0.6537,84.68,66.57,92.17,71.96,0.954,0.848,83.84,Vikram Reddy,Director - Projects,2025-12-31,Awaiting approvals,90.91,-4.6,-15.2
PROJ01030,Hospital - Hyderabad Phase 1,Hospital,"Kochi, Kerala",Client Pvt Ltd,CONT00540,2024-08-09,2026-05-01,,21,,,Delayed,MEP Installation,85.87,3676165295.83,3222746439.59,453418856.24,87.67,171,18,487,6,26,24,20,3,62,High,0.8838,87.34,88.4,60.74,61.16,0.721,1.056,80.02,Amit Kumar,VP - Infrastructure,2025-12-31,On track,83.33,-27.9,5.6
PROJ01031,Hotel & Resort - Delhi NCR Phase 3,Hotel & Resort,"Kochi, Kerala",Client Infrastructure Ltd,CONT00246,2025-02-13,2026-11-05,,21,,,In Progress,Foundation,56.49,280220370.29,155571781.33,124648588.96,55.52,48,13,146,8,26,25,14,5,99,Low,0.2268,77.95,85.59,83.79,76.45,0.975,0.952,97.5,Suresh Patel,VP - Infrastructure,2026-01-07,Vendor performance issues,56.0,-2.5,-4.8
PROJ01032,Sports Complex - Delhi NCR Phase 1,Sports Complex,"Lucknow, Uttar Pradesh",Client Developers,CONT00745,2025-05-08,2026-05-03,,12,,,Delayed,MEP Installation,61.22,964630537.5,579223582.53,385406954.97,60.05,157,48,380,5,12,16,9,7,76,Critical,0.7593,68.07,98.91,62.22,77.31,0.86,1.082,90.7,Vikram Reddy,Managing Director,2026-01-07,Resource shortage,56.25,-14.0,8.2
PROJ01033,Port Development - Jaipur Phase 1,Port Development,"Kolkata, West Bengal",Client Corporation,CONT01259,2025-12-17,2027-03-12,,15,,,Planning,Pre-Construction,8.67,1656418502.04,141684545.62,1514733956.42,8.55,189,29,461,5,9,11,0,17,44,Very Low,0.4697,62.48,82.24,68.17,82.03,1.015,1.13,99.9,Anita Desai,CEO,2026-01-04,On track,0.0,1.5,13.0
PROJ01034,Metro Rail - Bangalore Phase 3,Metro Rail,"Mumbai, Maharashtra",Client Developers,CONT00762,2023-07-29,2025-07-18,,24,,,Delayed,Handover,87.32,40155705864.98,33963110527.78,6192595337.2,84.58,570,15,155,1,12,21,18,1,86,High,0.7821,77.94,86.79,45.24,93.99,0.72,1.003,70.1,Priya Singh,VP - Infrastructure,2026-01-04,On track,85.71,-28.0,0.3
PROJ01035,Office Tower - Jaipur Phase 3,Office Tower,"Jaipur, Rajasthan",Client Pvt Ltd,CONT00564,2025-09-05,2028-02-22,,30,,,In Progress,Foundation,14.17,1028637518.41,157407982.44,871229535.97,15.3,180,43,232,4,3,11,1,9,95,Very Low,0.3792,87.64,65.15,60.23,90.32,1.023,1.027,85.52,Priya Singh,Regional Head,2026-01-07,Resource shortage,9.09,2.3,2.7
PROJ01036,Hospital - Kochi Phase 1,Hospital,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT01864,2025-09-14,2027-08-05,,23,,,Mobilization,Foundation,24.18,2822923843.68,693753809.71,2129170033.97,24.58,144,43,278,4,5,26,6,17,97,Medium,0.5057,88.24,70.26,79.09,93.19,0.944,0.967,74.7,Vikram Reddy,VP - Infrastructure,2026-01-05,,23.08,-5.6,-3.3
PROJ01037,Metro Rail - Indore Phase 3,Metro Rail,"Kochi, Kerala",Client Corporation,CONT00563,2025-04-12,2029-01-21,,46,,,In Progress,Foundation,13.69,34093457654.24,4915183263.88,29178274390.36,14.42,992,38,451,9,0,29,3,16,25,Medium,0.4619,70.1,76.85,51.44,73.13,0.926,1.098,83.6,Neha Gupta,Regional Head,2026-01-06,,10.34,-7.4,9.8
PROJ01038,Solar Farm - Mumbai Phase 3,Solar Farm,"Indore, Madhya Pradesh",Client Group,CONT00577,2025-05-16,2027-04-06,,23,,,Delayed,Foundation,45.31,585084557.14,268055572.79,317028984.35,45.81,94,7,171,6,5,20,9,14,99,High,0.7331,85.52,85.85,44.44,80.33,0.623,0.962,92.7,Suresh Patel,CEO,2026-01-05,,45.0,-37.7,-3.8
PROJ01039,Highway Construction - Kolkata Phase 2,Highway Construction,"Indore, Madhya Pradesh",Client Group,CONT01573,2023-06-26,2028-01-01,,55,,,Delayed,Structural Work,41.16,4329435725.17,1928100709.55,2401335015.62,44.53,160,13,161,9,7,25,10,14,70,Critical,0.6445,68.65,85.54,62.46,62.48,0.686,1.016,80.93,Amit Kumar,Director - Projects,2026-01-03,Stakeholder concerns,40.0,-31.4,1.6
PROJ01040,Power Plant - Jaipur Phase 3,Power Plant,"Nagpur, Maharashtra",Client Developers,CONT00544,2025-06-04,2027-12-21,,31,,,Mobilization,Pre-Construction,13.95,40464145272.82,5920299706.28,34543845566.54,14.63,700,12,128,6,7,10,1,14,67,Low,0.3931,70.31,66.05,55.91,75.02,0.881,0.981,93.27,Anita Desai,General Manager,2026-01-05,Vendor performance issues,10.0,-11.9,-1.9
PROJ01041,Highway Construction - Lucknow Phase 2,Highway Construction,"Ahmedabad, Gujarat",Client Group,,2025-08-31,2029-02-11,,42,,,Mobilization,Pre-Construction,23.87,1928970720.38,499996327.61,1428974392.77,25.92,426,8,78,6,5,15,3,16,53,Low,0.5802,70.09,73.42,60.14,98.33,0.956,1.062,99.1,Vikram Reddy,Managing Director,2026-01-04,Awaiting approvals,20.0,-4.4,6.2
PROJ01042,Wind Farm - Indore Phase 3,Wind Farm,"Kolkata, West Bengal",Client Developers,CONT00111,2024-01-08,2025-12-28,,24,,,Near Completion,Testing & Commissioning,99.89,274149839.26,280793409.77,-6643570.51,102.42,33,23,152,2,29,17,16,2,21,Critical,0.6266,87.32,88.82,69.57,68.92,0.989,0.922,93.35,Arun Mehta,General Manager,2026-01-04,Minor delays expected,94.12,-1.1,-7.8
PROJ01043,Manufacturing Unit - Lucknow Phase 2,Manufacturing Unit,"Mumbai, Maharashtra",Client Infrastructure Ltd,CONT01974,2023-02-11,2024-10-03,,20,,,Delayed,Handover,94.69,267190684.85,254348750.8,12841934.06,95.19,161,17,355,2,14,17,16,0,14,High,0.6324,85.24,71.06,36.47,88.3,0.882,1.037,84.99,Suresh Patel,Regional Head,2026-01-07,Budget constraints,94.12,-11.8,3.7
PROJ01044,Residential Building - Lucknow Phase 3,Residential Building,"Visakhapatnam, Andhra Pradesh",Client Corporation,CONT01304,2023-07-05,2025-02-24,2025-04-30,20,22.2,2.2,Completed,Warranty,99.91,501384590.59,513562495.0,-12177904.41,102.43,135,38,100,7,30,26,25,0,11,Critical,0.7297,77.45,95.87,95.23,87.97,0.887,0.747,92.98,Suresh Patel,CEO,2026-01-01,Resource shortage,96.15,-11.3,-25.3
PROJ01045,Hotel & Resort - Chennai Phase 1,Hotel & Resort,"Nagpur, Maharashtra",Client Developers,CONT01738,2025-11-06,2027-03-01,,16,,,Mobilization,Pre-Construction,25.33,1547088369.28,407508407.61,1139579961.67,26.34,131,31,172,8,7,28,7,14,48,Medium,0.4924,69.82,68.25,74.26,66.75,0.947,1.039,72.65,Anita Desai,General Manager,2026-01-03,Quality issues resolved,25.0,-5.3,3.9
PROJ01046,IT Park - Hyderabad Phase 3,IT Park,"Jaipur, Rajasthan",Client Group,CONT01660,2024-03-08,2025-07-31,2025-10-07,17,19.3,2.3,Closed,Handover,89.66,119450130.98,118034536.86,1415594.11,98.81,116,42,438,1,17,27,24,0,63,Medium,0.5694,94.16,74.39,98.21,67.28,0.878,1.106,74.38,Rajesh Sharma,Director - Projects,2026-01-05,Resource shortage,88.89,-12.2,10.6
PROJ01047,Water Treatment Plant - Surat Phase 2,Water Treatment Plant,"Bangalore, Karnataka",Client Corporation,CONT00464,2023-05-25,2024-08-17,2024-08-01,15,14.5,-0.5,Completed,Handover,95.61,834931629.03,941865196.35,-106933567.32,112.81,72,37,261,8,12,28,26,0,43,Critical,0.8121,99.68,98.73,79.83,75.4,1.01,0.922,90.27,Vikram Reddy,CEO,2025-12-31,,92.86,1.0,-7.8
PROJ01048,Water Treatment Plant - Lucknow Phase 3,Water Treatment Plant,"Visakhapatnam, Andhra Pradesh",Client Group,CONT00943,2023-03-15,2024-09-05,,18,,,Delayed,Warranty,85.03,740915885.77,678815725.11,62100160.66,91.62,53,30,376,8,18,21,17,4,31,Critical,0.6783,67.66,86.06,38.59,76.44,0.677,1.037,75.79,Arun Mehta,Director - Projects,2026-01-03,Resource shortage,80.95,-32.3,3.7
PROJ01049,Bridge Construction - Mumbai Phase 1,Bridge Construction,"Chennai, Tamil Nadu",Client Corporation,,2023-02-27,2027-05-07,,51,,,Delayed,MEP Installation,73.68,4317927898.73,3046468309.22,1271459589.52,70.55,103,10,373,10,30,13,9,7,62,High,0.7715,75.83,88.47,56.3,69.42,0.695,1.12,79.59,Vikram Reddy,Regional Head,2026-01-06,,69.23,-30.5,12.0
PROJ01050,Port Development - Hyderabad Phase 1,Port Development,"Kochi, Kerala",Client Corporation,CONT01026,2023-05-08,2024-10-29,2024-12-20,18,19.7,1.7,Closed,Warranty,99.93,1222983329.11,1380951342.38,-157968013.28,112.92,91,13,156,4,24,21,20,0,72,High,0.6005,71.22,99.36,92.02,66.04,0.971,0.832,80.49,Amit Kumar,Director - Projects,2026-01-03,Environmental clearance pending,95.24,-2.9,-16.8
PROJ01051,Shopping Mall - Pune Phase 3,Shopping Mall,"Jaipur, Rajasthan",Client Pvt Ltd,CONT00272,2023-05-14,2024-11-04,,18,,,Delayed,Testing & Commissioning,90.27,930571323.7,812273813.52,118297510.18,87.29,94,18,212,9,28,23,20,5,25,High,0.6134,88.27,65.22,49.36,63.07,0.779,0.981,96.68,Suresh Patel,Director - Projects,2026-01-05,Minor delays expected,86.96,-22.1,-1.9
PROJ01052,Water Treatment Plant - Surat Phase 3,Water Treatment Plant,"Kolkata, West Bengal",Client Group,CONT01917,2024-11-21,2026-06-14,,19,,,In Progress,MEP Installation,89.95,1685308343.13,1450085684.75,235222658.38,86.04,82,10,362,3,16,16,14,7,15,Low,0.241,84.0,71.29,64.87,76.07,1.076,1.144,80.19,Priya Singh,VP - Infrastructure,2026-01-07,Quality issues resolved,87.5,7.6,14.4
PROJ01053,Highway Construction - Chennai Phase 2,Highway Construction,"Pune, Maharashtra",Client Group,CONT00863,2023-06-16,2026-01-31,,32,,,Near Completion,Handover,92.42,5257623975.92,4657986442.36,599637533.56,88.59,332,25,107,1,26,23,21,6,80,Very Low,0.5446,70.69,91.19,79.47,83.16,0.93,1.141,93.18,Arun Mehta,Director - Projects,2026-01-05,Minor delays expected,91.3,-7.0,14.1
PROJ01054,Data Center - Surat Phase 1,Data Center,"Kochi, Kerala",Client Developers,CONT01410,2024-11-18,2026-10-09,,23,,,In Progress,MEP Installation,83.98,1626579428.73,1453529224.78,173050203.95,89.36,79,6,372,6,18,28,23,6,70,Low,0.3649,82.02,89.53,83.89,71.87,0.886,0.972,85.84,Amit Kumar,Managing Director,2026-01-07,Budget constraints,82.14,-11.4,-2.8
PROJ01055,Port Development - Bangalore Phase 2,Port Development,"Lucknow, Uttar Pradesh",Client Group,CONT01083,2024-02-22,2025-12-13,2026-04-01,22,25.6,3.6,Completed,Handover,91.1,678715610.73,790057887.8,-111342277.07,116.4,187,9,215,5,17,16,14,0,41,High,0.8337,72.96,86.24,67.61,90.56,0.851,0.82,93.17,Suresh Patel,Managing Director,2026-01-03,Awaiting approvals,87.5,-14.9,-18.0
PROJ01056,Office Tower - Nagpur Phase 1,Office Tower,"Mumbai, Maharashtra",Client Infrastructure Ltd,CONT01843,2024-06-08,2025-12-30,2025-12-07,19,18.2,-0.8,Completed,Testing & Commissioning,92.33,3410418604.76,3321655744.0,88762860.76,97.4,138,5,474,5,24,30,27,0,80,Low,0.1307,94.57,76.94,88.0,92.79,0.999,0.969,89.26,Suresh Patel,VP - Infrastructure,2026-01-02,Quality issues resolved,90.0,-0.1,-3.1
PROJ01057,Hospital - Delhi NCR Phase 2,Hospital,"Ahmedabad, Gujarat",Client Infrastructure Ltd,CONT00076,2024-01-11,2026-03-31,,27,,,In Progress,MEP Installation,88.56,3602399881.81,3299917923.48,302481958.33,91.6,27,49,85,1,17,30,26,10,80,Medium,0.2736,70.89,93.89,52.94,62.95,0.997,1.149,81.27,Suresh Patel,VP - Infrastructure,2025-12-31,On track,86.67,-0.3,14.9
PROJ01058,Hospital - Jaipur Phase 3,Hospital,"Kochi, Kerala",Client Group,CONT00089,2023-11-09,2025-09-29,,23,,,Delayed,Warranty,97.02,4967448070.02,4835114980.48,132333089.53,97.34,58,26,342,4,16,15,14,0,83,Critical,0.7401,79.92,94.84,69.62,94.77,0.741,1.126,79.61,Anita Desai,Managing Director,2026-01-05,,93.33,-25.9,12.6
PROJ01059,Bridge Construction - Kolkata Phase 1,Bridge Construction,"Jaipur, Rajasthan",Client Corporation,CONT01557,2025-04-18,2029-03-28,,48,,,In Progress,Pre-Construction,21.22,8786012755.18,1978191724.58,6807821030.6,22.52,26,43,453,4,9,24,5,7,81,Low,0.5192,77.63,67.38,59.74,61.96,1.068,1.149,84.99,Rajesh Sharma,Regional Head,2026-01-01,,20.83,6.8,14.9
PROJ01060,Bridge Construction - Surat Phase 1,Bridge Construction,"Pune, Maharashtra",Client Infrastructure Ltd,CONT01687,2023-04-07,2027-10-13,,55,,,In Progress,Structural Work,68.33,2207184942.65,1519924445.29,687260497.37,68.86,53,11,103,10,14,16,10,9,13,Low,0.3134,79.68,90.73,81.81,85.43,1.09,1.022,90.86,Arun Mehta,Managing Director,2026-01-06,Environmental clearance pending,62.5,9.0,2.2
PROJ01061,Bridge Construction - Bangalore Phase 1,Bridge Construction,"Pune, Maharashtra",Client Pvt Ltd,CONT00755,2023-10-08,2026-12-21,,39,,,Near Completion,Finishing Work,88.01,8173725206.71,7622594253.36,551130953.35,93.26,191,44,139,6,30,21,18,9,63,Very Low,0.1244,70.71,79.85,76.15,81.65,0.988,1.096,84.7,Arun Mehta,VP - Infrastructure,2025-12-31,Resource shortage,85.71,-1.2,9.6
