contract_id,vendor_id,vendor_name,contract_type,project_name,project_type,contract_value_lakhs,duration_months,start_date,planned_end_date,actual_end_date,status,percentage_complete,delivery_status,quality_rating,payment_terms,amount_paid_rs,retention_money_rs,penalty_amount_rs,penalty_reason,num_change_orders,change_order_value_lakhs,compliance_status,risk_level,signed_date,last_inspection_date,total_value_lakhs
CONT00805,VEN00799,Vendor 799,Consultancy,Solar Farm - Phase 4,Solar Farm,22.75,6,2024-06-28,2024-12-25,,Awarded,57.63,Not Started,Average,30-60-90 day terms,1240578.01,0.0,0.0,None,5,3.87,Minor Issues,Low,2024-04-22,,26.62
CONT00806,VEN01414,Vendor 1414,Construction,Hospital - Phase 4,Hospital,858.37,12,2023-03-15,2024-03-09,,Terminated,52.01,Not Started,Average,Progress Payment,44284278.0,0.0,0.0,None,3,42.61,Compliant,Low,2023-02-19,,900.98
CONT00807,VEN01306,Vendor 1306,Supply,Road Construction - Phase 2,Road Construction,2954.15,17,2024-02-07,2025-07-01,,In Progress,95.0,Delayed,Good,30-60-90 day terms,259521142.87,25952114.29,3580476.54,Non-compliance,1,640.36,Compliant,Medium,2024-01-08,2025-11-11,3594.51
CONT00808,VEN01686,Vendor 1686,Consultancy,Industrial Plant - Phase 5,Industrial Plant,1803.15,28,2025-09-26,2028-01-14,,Signed,43.52,Not Started,Excellent,Net 30 days,63446519.84,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-09-03,,1803.15
CONT00809,VEN00496,Vendor 496,Design & Build,Warehouse - Phase 3,Warehouse,228.48,7,2023-02-11,2023-09-09,,On Hold,63.8,Not Started,Average,Net 30 days,13277236.24,0.0,0.0,None,5,22.51,Non-Compliant,Medium,2023-01-05,,250.98999999999998
CONT00810,VEN00718,Vendor 718,Turnkey,Airport - Phase 1,Airport,237.79,15,2023-02-07,2024-05-02,2024-05-29,Completed,100.0,Delayed,Good,Net 90 days,22980074.5,1188938.83,133939.71,Non-compliance,1,50.88,Compliant,Medium,2022-12-18,2025-10-21,288.67
CONT00811,VEN00330,Vendor 330,Service,Hotel - Phase 3,Hotel,71.63,9,2023-01-13,2023-10-10,,In Execution,95.0,Delayed,Average,As per milestones,6136569.69,613656.97,42696.05,Safety violations,5,12.71,Compliant,Medium,2022-12-29,2025-10-20,84.34
CONT00812,VEN00120,Vendor 120,Design & Build,SEZ Development - Phase 5,SEZ Development,30.21,3,2025-07-10,2025-10-08,,Active,95.0,Delayed,Below Average,Bank Guarantee,2674860.18,267486.02,66878.23,Safety violations,1,6.93,Compliant,High,2025-04-24,2025-10-14,37.14
CONT00813,VEN00513,Vendor 513,Annual Maintenance Contract,Data Center - Phase 4,Data Center,908.72,20,2023-12-02,2025-07-24,,On Hold,20.11,Not Started,Average,Net 60 days,9521668.62,0.0,0.0,None,1,71.93,Compliant,Low,2023-11-15,,980.6500000000001
CONT00814,VEN00885,Vendor 885,Maintenance,Bridge Construction - Phase 1,Bridge Construction,739.62,23,2024-08-31,2026-07-22,,Awarded,18.75,Not Started,Average,Net 90 days,6902762.31,0.0,0.0,None,1,85.85,Minor Issues,Low,2024-06-21,,825.47
CONT00815,VEN01951,Vendor 1951,Design & Build,School - Phase 3,School,698.84,10,2024-10-13,2025-08-09,,On Hold,25.19,Not Started,Good,Net 90 days,10976689.41,0.0,0.0,None,3,140.01,Compliant,Low,2024-07-31,,838.85
CONT00816,VEN01123,Vendor 1123,Design & Build,Solar Farm - Phase 3,Solar Farm,22.72,4,2023-05-27,2023-09-24,,Terminated,73.33,Not Started,Poor,Bank Guarantee,1572352.15,0.0,0.0,None,0,0.0,Compliant,Medium,2023-04-22,,22.72
CONT00817,VEN01351,Vendor 1351,Design & Build,Office Tower - Phase 4,Office Tower,49.87,6,2023-10-10,2024-04-07,,In Progress,95.0,Delayed,Average,Bank Guarantee,4353875.53,435387.55,96628.32,Non-compliance,4,2.73,Compliant,Medium,2023-08-25,2025-12-15,52.599999999999994
CONT00818,VEN01562,Vendor 1562,Turnkey,Power Plant - Phase 5,Power Plant,3449.3,35,2025-09-27,2028-08-12,2029-01-30,Completed,100.0,Critical Delay,Excellent,Net 30 days,344630950.13,17246497.95,16046379.98,Delay in completion,0,0.0,Minor Issues,Medium,2025-07-29,2025-12-06,3449.3
CONT00819,VEN01523,Vendor 1523,Service,Airport - Phase 3,Airport,2451.76,22,2023-06-08,2025-03-29,,Signed,33.7,Not Started,Good,"Advance 10%, Balance on completion",80144264.85,0.0,0.0,None,2,557.01,Compliant,Low,2023-04-01,,3008.7700000000004
CONT00820,VEN00243,Vendor 243,Lump Sum,Warehouse - Phase 4,Warehouse,59.71,10,2024-05-12,2025-03-08,,On Hold,78.33,Not Started,Average,Net 60 days,4134058.7,0.0,0.0,None,0,0.0,Compliant,Low,2024-03-10,,59.71
CONT00821,VEN00969,Vendor 969,Design & Build,Shopping Mall - Phase 2,Shopping Mall,3344.7,23,2023-06-19,2025-05-09,,In Progress,95.0,Delayed,Excellent,Milestone Based,286085560.8,28608556.08,4547362.65,Labor shortage,1,132.29,Compliant,Medium,2023-05-13,2025-12-14,3476.99
CONT00822,VEN01279,Vendor 1279,Maintenance,Manufacturing Facility - Phase 4,Manufacturing Facility,1443.89,33,2024-10-31,2027-07-18,,Under Review,30.46,Not Started,Average,Net 45 days,38865610.04,0.0,0.0,None,8,193.18,Compliant,Low,2024-08-02,,1637.0700000000002
CONT00823,VEN00856,Vendor 856,Service,Solar Farm - Phase 3,Solar Farm,35.22,11,2025-10-21,2026-09-16,,Signed,32.3,Not Started,Good,30-60-90 day terms,1053553.28,0.0,0.0,None,1,4.34,Compliant,Low,2025-10-01,,39.56
CONT00824,VEN00559,Vendor 559,Cost Plus,SEZ Development - Phase 4,SEZ Development,399.63,7,2025-03-16,2025-10-12,,Active,95.0,Delayed,Excellent,Progress Payment,37166738.01,3716673.8,579476.04,Non-compliance,0,0.0,Compliant,Medium,2025-01-12,2025-11-19,399.63
CONT00825,VEN00752,Vendor 752,Lump Sum,Bus Terminal - Phase 4,Bus Terminal,407.92,17,2024-06-21,2025-11-13,,In Execution,95.0,Delayed,Good,Net 45 days,35026273.67,3502627.37,1025373.07,Delay in completion,5,88.98,Minor Issues,Medium,2024-06-04,2025-12-15,496.90000000000003
CONT00826,VEN01652,Vendor 1652,Supply,Port Development - Phase 1,Port Development,15.85,12,2024-08-10,2025-08-05,2025-07-25,Completed,100.0,On Time,Excellent,Net 30 days,1467923.78,79231.63,0.0,None,1,3.63,Compliant,Low,2024-05-13,2025-10-12,19.48
CONT00827,VEN01978,Vendor 1978,Turnkey,Data Center - Phase 3,Data Center,1423.33,15,2025-08-15,2026-11-08,,In Progress,26.21,At Risk,Average,Net 45 days,34667930.13,3466793.01,0.0,None,3,58.45,Compliant,Low,2025-07-02,2025-12-05,1481.78
CONT00828,VEN00103,Vendor 103,Cost Plus,Industrial Plant - Phase 4,Industrial Plant,576.4,21,2024-10-30,2026-07-22,,Signed,52.38,Not Started,Good,"Advance 10%, Balance on completion",25976279.15,0.0,0.0,None,2,125.66,Compliant,Low,2024-08-12,,702.06
CONT00829,VEN00013,Vendor 13,Supply,Metro Rail - Phase 2,Metro Rail,89.04,12,2024-11-16,2025-11-11,2026-04-09,Completed,100.0,Critical Delay,Average,Net 90 days,8737049.92,445179.49,716764.8,Safety violations,1,9.86,Minor Issues,Medium,2024-09-25,2025-10-16,98.9
CONT00830,VEN00845,Vendor 845,Lump Sum,Data Center - Phase 3,Data Center,32.59,8,2024-08-02,2025-03-30,,In Execution,95.0,Delayed,Below Average,30-60-90 day terms,3013613.49,301361.35,21559.64,Quality issues,0,0.0,Compliant,High,2024-07-11,2025-10-13,32.59
CONT00831,VEN01548,Vendor 1548,Design & Build,Industrial Plant - Phase 4,Industrial Plant,76.98,4,2024-02-25,2024-06-24,,Under Review,58.87,Not Started,Average,Net 45 days,4093503.6,0.0,0.0,None,3,7.19,Compliant,Low,2023-12-11,,84.17
CONT00832,VEN00759,Vendor 759,Turnkey,Sewage Treatment Plant - Phase 4,Sewage Treatment Plant,999.19,12,2024-08-28,2025-08-23,,In Progress,95.0,Delayed,Good,Milestone Based,86130231.69,8613023.17,2806333.57,Safety violations,4,243.43,Compliant,Medium,2024-06-15,2025-11-04,1242.6200000000001
CONT00833,VEN00313,Vendor 313,Service,IT Park - Phase 4,IT Park,122.03,10,2024-02-29,2024-12-25,,Awarded,79.28,Not Started,Average,Progress Payment,9228810.18,0.0,0.0,None,1,25.38,Minor Issues,Low,2024-01-26,,147.41
CONT00834,VEN01215,Vendor 1215,Service,Airport - Phase 1,Airport,52.51,7,2024-01-18,2024-08-15,,On Hold,11.52,Not Started,Good,"Advance 10%, Balance on completion",169062.06,0.0,0.0,None,4,4.4,Compliant,Low,2023-11-01,,56.91
CONT00835,VEN00887,Vendor 887,Design & Build,Bus Terminal - Phase 2,Bus Terminal,699.21,17,2025-05-05,2026-09-27,2026-11-18,Completed,100.0,Critical Delay,Average,Bank Guarantee,67898060.04,3496051.41,4300214.27,Quality issues,2,48.79,Compliant,Medium,2025-03-12,2025-10-12,748.0
CONT00836,VEN00325,Vendor 325,Annual Maintenance Contract,Data Center - Phase 3,Data Center,486.1,9,2025-03-18,2025-12-13,,In Execution,95.0,Delayed,Average,As per milestones,41978922.26,4197892.23,930060.05,Safety violations,2,11.7,Compliant,Medium,2025-01-31,2025-12-05,497.8
CONT00837,VEN01935,Vendor 1935,Annual Maintenance Contract,Refinery - Phase 2,Refinery,4610.22,32,2023-04-08,2025-11-23,,Terminated,48.85,Not Started,Average,"Advance 20%, Balance 80%",193013191.41,0.0,0.0,None,5,1115.94,Minor Issues,Low,2023-01-10,,5726.16
CONT00838,VEN01989,Vendor 1989,Consultancy,Refinery - Phase 5,Refinery,831.99,13,2023-03-14,2024-04-07,,Signed,72.34,Not Started,Good,Net 45 days,56989264.85,0.0,0.0,None,0,0.0,Compliant,Low,2022-12-22,,831.99
CONT00839,VEN01006,Vendor 1006,Turnkey,Warehouse - Phase 3,Warehouse,45.06,6,2024-05-22,2024-11-18,,In Progress,95.0,Delayed,Average,Milestone Based,4169762.77,416976.28,59393.18,Delay in completion,4,5.9,Compliant,Medium,2024-04-03,2025-11-21,50.96
CONT00840,VEN00993,Vendor 993,Annual Maintenance Contract,Warehouse - Phase 5,Warehouse,82.97,6,2025-04-06,2025-10-03,,Terminated,61.34,Not Started,Average,Net 90 days,4654731.41,0.0,0.0,None,2,6.4,Compliant,Low,2025-03-21,,89.37
CONT00841,VEN00611,Vendor 611,Maintenance,Airport - Phase 2,Airport,12.59,9,2025-06-30,2026-03-27,,Under Review,42.55,Not Started,Below Average,Net 60 days,479562.44,0.0,0.0,None,1,0.71,Compliant,Medium,2025-05-06,,13.3
CONT00842,VEN00221,Vendor 221,Maintenance,School - Phase 3,School,64.59,7,2025-01-09,2025-08-07,,In Progress,95.0,Delayed,Excellent,Net 30 days,5575476.57,557547.66,109332.97,Labor shortage,0,0.0,Minor Issues,Medium,2024-11-07,2025-10-22,64.59
CONT00843,VEN00053,Vendor 53,Time & Material,Hospital - Phase 3,Hospital,393.95,7,2024-05-08,2024-12-04,,Under Review,49.59,Not Started,Average,Letter of Credit,19317148.39,0.0,0.0,None,3,19.83,Compliant,Low,2024-04-15,,413.78
CONT00844,VEN00287,Vendor 287,Service,Road Construction - Phase 5,Road Construction,74.25,4,2023-12-02,2024-03-31,,Under Review,33.67,Not Started,Good,Net 45 days,2134337.3,0.0,0.0,None,2,10.44,Compliant,Low,2023-09-28,,84.69
CONT00845,VEN01423,Vendor 1423,Service,Hotel - Phase 1,Hotel,2793.99,15,2024-06-22,2025-09-15,,On Hold,26.75,Not Started,Average,Letter of Credit,74058473.48,0.0,0.0,None,2,503.97,Compliant,Low,2024-06-02,,3297.96
CONT00846,VEN00449,Vendor 449,Consultancy,Bridge Construction - Phase 2,Bridge Construction,390.66,18,2025-10-30,2027-04-23,,In Execution,18.09,Ahead of Schedule,Excellent,As per milestones,4343017.25,434301.72,0.0,None,2,11.42,Compliant,Low,2025-09-19,2025-12-02,402.08000000000004
CONT00847,VEN01194,Vendor 1194,Turnkey,Residential Building - Phase 3,Residential Building,3326.33,23,2023-01-31,2024-12-21,,In Progress,95.0,Delayed,Good,Net 30 days,285559001.63,28555900.16,4003384.2,Labor shortage,2,457.38,Compliant,Medium,2022-12-22,2025-10-15,3783.71
CONT00848,VEN00525,Vendor 525,Annual Maintenance Contract,Airport - Phase 3,Airport,2570.53,32,2024-05-03,2026-12-19,,Signed,12.02,Not Started,Average,30-60-90 day terms,13620619.66,0.0,0.0,None,3,172.37,Compliant,Low,2024-02-29,,2742.9
CONT00849,VEN01648,Vendor 1648,Supply,IT Park - Phase 2,IT Park,61.32,7,2024-09-26,2025-04-24,,Terminated,35.27,Not Started,Excellent,30-60-90 day terms,2021526.89,0.0,0.0,None,4,13.12,Compliant,Low,2024-09-08,,74.44
CONT00850,VEN00635,Vendor 635,Construction,Airport - Phase 2,Airport,1825.41,35,2023-10-05,2026-08-20,,Under Review,42.05,Not Started,Good,Net 60 days,59953269.94,0.0,0.0,None,2,287.05,Minor Issues,Low,2023-08-20,,2112.46
CONT00851,VEN00160,Vendor 160,Unit Rate,Road Construction - Phase 1,Road Construction,3477.11,12,2024-05-26,2025-05-21,,Active,95.0,Delayed,Good,Bank Guarantee,296902917.14,29690291.71,2203945.48,Delay in completion,1,222.12,Compliant,Medium,2024-03-25,2025-12-22,3699.23
CONT00852,VEN00574,Vendor 574,Design & Build,Data Center - Phase 1,Data Center,13.15,4,2024-03-30,2024-07-28,,In Progress,95.0,Delayed,Below Average,Net 90 days,1233366.09,123336.61,35512.79,Delay in completion,5,0.79,Compliant,High,2024-02-14,2025-11-03,13.940000000000001
CONT00853,VEN01782,Vendor 1782,Unit Rate,Refinery - Phase 5,Refinery,12.03,12,2023-04-01,2024-03-26,2024-08-30,Completed,100.0,Critical Delay,Average,Net 90 days,1195191.85,60151.53,26938.08,Non-compliance,2,2.54,Compliant,Medium,2023-03-16,2025-10-19,14.57
CONT00854,VEN01838,Vendor 1838,Construction,Manufacturing Facility - Phase 1,Manufacturing Facility,44436.91,42,2023-04-02,2026-09-13,,On Hold,66.14,Not Started,Excellent,"Advance 10%, Balance on completion",2510862179.25,0.0,0.0,None,0,0.0,Compliant,Low,2023-03-18,,44436.91
CONT00855,VEN01332,Vendor 1332,Construction,Bus Terminal - Phase 5,Bus Terminal,2741.38,34,2023-03-14,2025-12-28,,On Hold,60.09,Not Started,Average,"Advance 10%, Balance on completion",154749430.1,0.0,0.0,None,2,342.51,Compliant,Low,2023-02-07,,3083.8900000000003
CONT00856,VEN00765,Vendor 765,Time & Material,Solar Farm - Phase 5,Solar Farm,388.64,17,2023-08-28,2025-01-19,,In Progress,95.0,Delayed,Good,"Advance 20%, Balance 80%",33938723.62,3393872.36,985423.71,Quality issues,3,51.98,Compliant,Medium,2023-06-28,2025-11-06,440.62
CONT00857,VEN00178,Vendor 178,Unit Rate,Water Treatment Plant - Phase 2,Water Treatment Plant,422.8,20,2023-05-30,2025-01-19,,In Execution,95.0,Delayed,Good,Net 30 days,38714044.22,3871404.42,844327.36,Quality issues,2,89.36,Compliant,Medium,2023-03-03,2025-12-14,512.16
CONT00858,VEN01672,Vendor 1672,Consultancy,Railway Station - Phase 4,Railway Station,47.71,4,2023-02-16,2023-06-16,,In Execution,95.0,Delayed,Excellent,Net 30 days,4410725.31,441072.53,103124.92,Labor shortage,0,0.0,Compliant,Medium,2022-12-21,2025-10-30,47.71
CONT00859,VEN00240,Vendor 240,Annual Maintenance Contract,IT Park - Phase 3,IT Park,455.46,18,2024-09-16,2026-03-10,,Under Review,62.49,Not Started,Average,Net 45 days,27432485.44,0.0,0.0,None,2,25.42,Compliant,Low,2024-08-08,,480.88
CONT00860,VEN01467,Vendor 1467,Construction,Smart City - Phase 5,Smart City,2980.81,14,2024-03-21,2025-05-15,,On Hold,62.91,Not Started,Good,Net 90 days,171356045.3,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-03-03,,2980.81
CONT00861,VEN00034,Vendor 34,Construction,Sewage Treatment Plant - Phase 1,Sewage Treatment Plant,84.49,4,2025-07-24,2025-11-21,,Terminated,41.68,Not Started,Excellent,"Advance 20%, Balance 80%",2962703.43,0.0,0.0,None,0,0.0,Compliant,Low,2025-05-27,,84.49
CONT00862,VEN00795,Vendor 795,Annual Maintenance Contract,Airport - Phase 3,Airport,630.72,21,2025-09-14,2027-06-06,,Signed,78.39,Not Started,Good,"Advance 20%, Balance 80%",49247091.67,0.0,0.0,None,3,137.54,Compliant,Low,2025-06-23,,768.26
CONT00863,VEN01577,Vendor 1577,Supply,Hospital - Phase 5,Hospital,415.95,21,2025-10-14,2027-07-06,,Awarded,12.71,Not Started,Good,Net 45 days,3310247.18,0.0,0.0,None,2,16.26,Minor Issues,Low,2025-09-17,,432.21
CONT00864,VEN00932,Vendor 932,Design & Build,IT Park - Phase 3,IT Park,98.56,3,2024-02-16,2024-05-16,,Terminated,48.68,Not Started,Average,Milestone Based,4584839.76,0.0,0.0,None,1,2.2,Compliant,Low,2024-01-29,,100.76
CONT00865,VEN01916,Vendor 1916,Lump Sum,School - Phase 1,School,516.86,24,2023-10-06,2025-09-25,,In Execution,95.0,Delayed,Excellent,Bank Guarantee,48493704.02,4849370.4,893007.0,Labor shortage,5,45.21,Compliant,Medium,2023-08-15,2025-10-16,562.07
CONT00866,VEN00679,Vendor 679,Design & Build,Road Construction - Phase 2,Road Construction,8456.93,54,2023-03-19,2027-08-25,,On Hold,10.4,Not Started,Average,30-60-90 day terms,11369287.28,0.0,0.0,None,3,254.48,Compliant,Low,2023-01-20,,8711.41
CONT00867,VEN01773,Vendor 1773,Time & Material,Stadium - Phase 4,Stadium,50.02,4,2025-05-15,2025-09-12,,In Progress,95.0,Delayed,Average,Bank Guarantee,4470400.04,447040.0,87052.98,Non-compliance,3,5.95,Minor Issues,Medium,2025-03-14,2025-10-11,55.970000000000006
CONT00868,VEN01114,Vendor 1114,Supply,Hospital - Phase 4,Hospital,49.27,9,2025-07-24,2026-04-20,2026-04-12,Completed,100.0,On Time,Good,30-60-90 day terms,4750423.21,246331.01,0.0,None,1,11.4,Minor Issues,Low,2025-06-22,2025-12-16,60.67
CONT00869,VEN00050,Vendor 50,Service,Industrial Plant - Phase 5,Industrial Plant,27.69,11,2023-11-05,2024-09-30,,In Execution,95.0,Delayed,Excellent,30-60-90 day terms,2578859.4,257885.94,21861.97,Non-compliance,0,0.0,Compliant,Medium,2023-09-13,2025-12-14,27.69
CONT00870,VEN01530,Vendor 1530,Cost Plus,Wind Farm - Phase 1,Wind Farm,559.18,6,2025-04-22,2025-10-19,,In Execution,95.0,Delayed,Average,Net 30 days,51425531.5,5142553.15,726271.2,Quality issues,1,72.97,Compliant,Medium,2025-02-06,2025-10-31,632.15
CONT00871,VEN00981,Vendor 981,Consultancy,Road Construction - Phase 2,Road Construction,670.06,23,2025-07-16,2027-06-06,,In Progress,28.7,On Time,Below Average,Net 45 days,16032506.43,1603250.64,0.0,None,8,24.59,Compliant,Medium,2025-05-10,2025-10-12,694.65
CONT00872,VEN00741,Vendor 741,Consultancy,Railway Station - Phase 3,Railway Station,777.13,7,2024-02-21,2024-09-18,,Awarded,11.94,Not Started,Average,"Advance 20%, Balance 80%",6239455.62,0.0,0.0,None,2,170.5,Minor Issues,Low,2024-01-21,,947.63
CONT00873,VEN00982,Vendor 982,Unit Rate,Smart City - Phase 5,Smart City,3584.16,36,2025-01-20,2028-01-05,,On Hold,51.93,Not Started,Good,Net 45 days,170610156.84,0.0,0.0,None,0,0.0,Compliant,Low,2024-12-26,,3584.16
CONT00874,VEN01443,Vendor 1443,Service,SEZ Development - Phase 1,SEZ Development,453.94,20,2024-01-09,2025-08-31,,Terminated,68.54,Not Started,Average,"Advance 10%, Balance on completion",27231408.69,0.0,0.0,None,2,60.01,Minor Issues,Low,2023-10-11,,513.95
CONT00875,VEN01424,Vendor 1424,Lump Sum,Manufacturing Facility - Phase 5,Manufacturing Facility,807.23,10,2023-04-22,2024-02-16,,Under Review,16.37,Not Started,Good,"Advance 20%, Balance 80%",8913279.05,0.0,0.0,None,2,27.83,Compliant,Low,2023-03-04,,835.0600000000001
CONT00876,VEN01792,Vendor 1792,Maintenance,Warehouse - Phase 5,Warehouse,93.41,8,2024-08-05,2025-04-02,,On Hold,34.4,Not Started,Good,"Advance 20%, Balance 80%",2729476.78,0.0,0.0,None,1,7.54,Compliant,Low,2024-06-27,,100.95
CONT00877,VEN01574,Vendor 1574,Unit Rate,Smart City - Phase 2,Smart City,3753.33,18,2023-11-29,2025-05-22,,In Execution,95.0,Delayed,Good,Milestone Based,334731275.1,33473127.51,2976490.7,Quality issues,3,326.67,Compliant,Medium,2023-10-02,2025-12-08,4080.0
CONT00878,VEN01818,Vendor 1818,Time & Material,Smart City - Phase 4,Smart City,452.47,14,2023-05-13,2024-07-06,,In Execution,95.0,Delayed,Good,Net 45 days,41841743.96,4184174.4,1146002.77,Non-compliance,8,9.39,Compliant,Medium,2023-03-27,2025-10-29,461.86
CONT00879,VEN00932,Vendor 932,Lump Sum,Stadium - Phase 3,Stadium,478.44,14,2025-08-26,2026-10-20,,Awarded,53.97,Not Started,Good,Net 45 days,23541452.54,0.0,0.0,None,1,22.71,Compliant,Low,2025-06-26,,501.15
CONT00880,VEN01557,Vendor 1557,Construction,Commercial Complex - Phase 1,Commercial Complex,59.36,7,2025-03-23,2025-10-19,2026-03-28,Completed,100.0,Critical Delay,Average,Net 90 days,5912707.8,296820.81,147166.08,Labor shortage,0,0.0,Non-Compliant,High,2025-02-01,2025-11-25,59.36
CONT00881,VEN00881,Vendor 881,Consultancy,Port Development - Phase 2,Port Development,613.56,14,2023-12-15,2025-02-07,,On Hold,20.62,Not Started,Average,"Advance 20%, Balance 80%",7973575.94,0.0,0.0,None,0,0.0,Non-Compliant,Medium,2023-10-12,,613.56
CONT00882,VEN00417,Vendor 417,Lump Sum,Warehouse - Phase 1,Warehouse,9103.0,41,2023-03-19,2026-07-31,2026-07-25,Completed,100.0,On Time,Good,Progress Payment,890184665.33,45514993.95,0.0,None,2,528.86,Compliant,Low,2023-02-04,2025-11-26,9631.86
CONT00883,VEN00220,Vendor 220,Construction,Port Development - Phase 3,Port Development,874.81,18,2023-06-09,2024-11-30,,On Hold,26.25,Not Started,Average,Progress Payment,16733634.72,0.0,0.0,None,1,166.22,Compliant,Low,2023-04-07,,1041.03
CONT00884,VEN00048,Vendor 48,Lump Sum,SEZ Development - Phase 3,SEZ Development,70.6,9,2024-01-07,2024-10-03,,Under Review,11.45,Not Started,Good,Progress Payment,216588.81,0.0,0.0,None,2,7.47,Minor Issues,Low,2023-11-05,,78.07
CONT00885,VEN00345,Vendor 345,Design & Build,Airport - Phase 2,Airport,464.59,13,2024-04-22,2025-05-17,,On Hold,36.56,Not Started,Below Average,Net 30 days,13796601.17,0.0,0.0,None,2,78.27,Compliant,Medium,2024-04-05,,542.86
CONT00886,VEN00797,Vendor 797,Unit Rate,Solar Farm - Phase 3,Solar Farm,541.86,20,2023-07-24,2025-03-15,2025-06-04,Completed,100.0,Critical Delay,Good,Net 90 days,52727905.31,2709308.62,3158103.43,Safety violations,0,0.0,Minor Issues,Medium,2023-05-04,2025-10-16,541.86
CONT00887,VEN01088,Vendor 1088,Consultancy,Bus Terminal - Phase 1,Bus Terminal,21405.73,38,2025-06-07,2028-07-21,,In Progress,10.62,At Risk,Average,Net 30 days,173719385.75,17371938.57,0.0,None,2,1684.28,Compliant,Low,2025-05-05,2025-11-06,23090.01
CONT00888,VEN00571,Vendor 571,Service,Port Development - Phase 4,Port Development,568.46,13,2025-06-03,2026-06-28,,Active,57.35,On Time,Good,Milestone Based,27245842.94,2724584.29,0.0,None,4,42.26,Minor Issues,Low,2025-04-24,2025-10-15,610.72
CONT00889,VEN01460,Vendor 1460,Supply,Industrial Plant - Phase 1,Industrial Plant,80.48,11,2025-03-29,2026-02-22,,Signed,48.74,Not Started,Good,Net 60 days,3799882.07,0.0,0.0,None,5,6.16,Compliant,Low,2025-02-21,,86.64
CONT00890,VEN01570,Vendor 1570,Maintenance,Office Tower - Phase 1,Office Tower,905.35,18,2025-03-07,2026-08-29,,In Progress,47.63,At Risk,Good,Net 60 days,40934964.22,4093496.42,0.0,None,2,94.57,Minor Issues,Low,2024-12-23,2025-11-30,999.9200000000001
CONT00891,VEN00932,Vendor 932,Service,Refinery - Phase 1,Refinery,1648.35,31,2025-09-13,2028-03-31,2028-06-05,Completed,100.0,Critical Delay,Excellent,"Advance 10%, Balance on completion",157239624.71,8241738.03,12231074.36,Non-compliance,1,238.25,Compliant,Medium,2025-06-23,2025-11-02,1886.6
CONT00892,VEN01971,Vendor 1971,Time & Material,Office Tower - Phase 3,Office Tower,3309.89,35,2023-09-01,2026-07-17,,Terminated,46.64,Not Started,Good,Letter of Credit,125986435.82,0.0,0.0,None,0,0.0,Compliant,Low,2023-08-08,,3309.89
CONT00893,VEN01229,Vendor 1229,Annual Maintenance Contract,Railway Station - Phase 3,Railway Station,91.37,9,2023-10-31,2024-07-27,,Terminated,36.15,Not Started,Good,Net 90 days,2617937.98,0.0,0.0,None,1,18.12,Minor Issues,Low,2023-08-20,,109.49000000000001
CONT00894,VEN01772,Vendor 1772,Unit Rate,Smart City - Phase 2,Smart City,371.77,13,2025-02-20,2026-03-17,,Active,90.32,Ahead of Schedule,Good,Progress Payment,31844111.06,3184411.11,0.0,None,2,82.89,Compliant,Low,2024-12-14,2025-12-25,454.65999999999997
CONT00895,VEN00503,Vendor 503,Service,Data Center - Phase 1,Data Center,14.78,10,2023-10-09,2024-08-04,,Awarded,15.47,Not Started,Good,Letter of Credit,147106.45,0.0,0.0,None,0,0.0,Non-Compliant,Medium,2023-07-25,,14.78
CONT00896,VEN00139,Vendor 139,Annual Maintenance Contract,Power Plant - Phase 2,Power Plant,556.05,6,2025-05-15,2025-11-11,,In Progress,95.0,Delayed,Average,Net 30 days,52687099.46,5268709.95,1154732.68,Quality issues,1,68.46,Compliant,Medium,2025-03-03,2025-11-17,624.51
CONT00897,VEN01274,Vendor 1274,Annual Maintenance Contract,Sewage Treatment Plant - Phase 3,Sewage Treatment Plant,56.53,4,2023-06-25,2023-10-23,,Signed,40.34,Not Started,Good,30-60-90 day terms,1839789.49,0.0,0.0,None,3,8.49,Compliant,Low,2023-05-22,,65.02
CONT00898,VEN01911,Vendor 1911,Design & Build,Power Plant - Phase 4,Power Plant,3540.82,16,2025-02-20,2026-06-15,,On Hold,16.52,Not Started,Good,Progress Payment,50707699.54,0.0,0.0,None,0,0.0,Compliant,Low,2025-01-19,,3540.82
CONT00899,VEN00399,Vendor 399,Design & Build,Stadium - Phase 2,Stadium,843.33,10,2023-07-18,2024-05-13,,In Execution,95.0,Delayed,Poor,Net 90 days,80111560.01,8011156.0,766147.18,Delay in completion,0,0.0,Minor Issues,High,2023-06-25,2025-12-03,843.33
CONT00900,VEN00960,Vendor 960,Service,Manufacturing Facility - Phase 4,Manufacturing Facility,70.25,8,2023-11-07,2024-07-04,,Signed,76.9,Not Started,Good,Letter of Credit,5016906.41,0.0,0.0,None,5,13.4,Compliant,Low,2023-09-12,,83.65
CONT00901,VEN01079,Vendor 1079,Service,Manufacturing Facility - Phase 5,Manufacturing Facility,351.07,13,2024-09-01,2025-09-26,,Active,95.0,Delayed,Good,Letter of Credit,32296272.71,3229627.27,220546.78,Non-compliance,2,71.75,Compliant,Medium,2024-07-30,2025-10-21,422.82
