change_order_id,co_number,project_id,contract_id,change_type,change_description,initiator,date_raised,review_start_date,approval_date,rejection_date,implementation_date,closure_date,status,priority,original_contract_value,change_order_value,co_percentage,is_increase,schedule_impact_days,impact_areas,justification,approver,num_revisions,num_documents,rejection_reason,risk_level,contingency_used_pct,notes,processing_days
CO00930,23,PROJ00121,CONT01611,Safety Requirement,Safety Requirement - Interior,Client,2025-10-05,2025-10-09,2025-10-18,,2025-11-16,2026-01-02,Closed,Medium,669226396.19,5770225.42,0.86,True,-15,"Cost, Schedule",Quality enhancement,Project Director,5,2,,Medium,25.92,,13
CO00931,37,PROJ00110,CONT01682,Material Substitution,Material Substitution - Foundation Work,Client,2025-12-04,2025-12-05,2025-12-11,,,,Approved,Low,2365639730.15,71449298.15,3.02,True,7,"Cost, Schedule, Resources",Technical necessity,CEO,0,10,,Medium,49.32,Design team reviewing,7
CO00932,15,PROJ01432,CONT00601,Material Substitution,Material Substitution - External Works,Vendor,2024-11-09,2024-11-14,2024-12-02,,2024-12-13,,Implemented,Low,3006180583.84,35962652.28,1.2,True,-4,"Cost, Schedule",Site conditions,CEO,0,10,,Low,78.42,Cost analysis in progress,23
CO00933,35,PROJ01649,CONT00637,Design Change,Design Change - Foundation Work,Contractor,2025-12-01,2025-12-06,,,,,On Hold,Medium,1363302947.79,-43189409.58,3.17,False,50,"Cost, Schedule",Regulatory compliance,Project Director,3,6,,Low,0.0,Design team reviewing,
CO00934,34,PROJ00897,CONT00525,Quality Downgrade,Quality Downgrade - MEP System,Consultant,2024-11-02,2024-11-06,,,,,Cancelled,Medium,2696704440.54,-21470315.41,0.8,False,2,"Cost, Schedule, Quality",Cost optimization,Technical Head,4,5,,Medium,0.0,Schedule impact being assessed,
CO00935,33,PROJ01907,CONT01110,Quality Upgrade,Quality Upgrade - Facade,Site Engineer,2025-07-09,2025-07-12,,,,,Cancelled,Medium,1657805507.04,38038468.29,2.29,True,43,"Cost, Schedule, Quality",Design improvement,Project Manager,2,2,,Medium,0.0,,
CO00936,46,PROJ01899,CONT00567,Scope Reduction,Scope Reduction - Structure,Design Team,2024-10-04,2024-10-06,,,,,Cancelled,Medium,3137385681.6,-18917082.46,0.6,False,-7,"Cost, Schedule, Scope",Unforeseen circumstances,Project Director,4,2,,Medium,0.0,Design team reviewing,
CO00937,32,PROJ00220,CONT00088,Quantity Decrease,Quantity Decrease - Interior,Client,2025-09-24,2025-09-28,,,,,Cancelled,Low,4458467754.31,-6787033.9,0.15,False,-10,"Cost, Schedule",Site conditions,CEO,0,4,,Medium,0.0,Schedule impact being assessed,
CO00938,29,PROJ01443,CONT01931,Regulatory Requirement,Regulatory Requirement - Building Wing,Consultant,2025-07-18,2025-07-20,2025-08-14,,2025-09-12,,Implemented,Low,3205844925.47,10918435.88,0.34,True,24,"Cost, Schedule",Site conditions,Project Director,0,4,,Low,40.64,Design team reviewing,27
CO00939,37,PROJ01608,CONT01626,Site Condition,Site Condition - External Works,Client,2025-12-27,2025-12-30,,,,,Under Review,Medium,873752517.35,12652114.14,1.45,True,11,"Cost, Schedule",Quality enhancement,CEO,1,7,,Medium,0.0,,
CO00940,40,PROJ01298,CONT01824,Method Change,Method Change - Building Wing,Vendor,2025-03-23,2025-03-25,2025-04-07,,2025-04-24,2025-06-06,Closed,Critical,314746845.39,75213029.79,23.9,True,-9,"Cost, Schedule, Resources, Risk",Quality enhancement,Technical Head,5,7,,High,73.94,Under technical review,15
CO00941,26,PROJ00099,CONT00020,Quantity Decrease,Quantity Decrease - Interior,Project Manager,2025-03-01,2025-03-02,,2025-03-06,,,Rejected,Low,3887020624.69,-2585831.36,0.07,False,29,"Cost, Schedule",Quality enhancement,Project Director,1,8,Cost too high,Medium,0.0,Under technical review,5
CO00942,20,PROJ00148,CONT01112,Specification Change,Specification Change - Foundation Work,Design Team,2025-07-12,2025-07-15,2025-08-24,,2025-09-06,2025-09-20,Closed,High,4803237338.91,3876125.83,0.08,True,33,"Cost, Schedule",Quality enhancement,Project Director,0,8,,Medium,49.86,Urgent approval required,43
CO00943,26,PROJ01320,CONT00040,Client Request,Client Request - External Works,Client,2025-10-23,2025-10-25,2025-11-29,,2025-12-18,,Implemented,Low,2779003065.05,57569323.6,2.07,True,15,"Cost, Schedule, Resources",Design improvement,Client Representative,5,5,,Medium,31.47,Design team reviewing,37
CO00944,2,PROJ01766,CONT00461,Scope Addition,Scope Addition - Structure,Vendor,2024-09-24,2024-09-25,2024-10-14,,2024-10-22,,Implemented,Medium,1947187055.78,127969605.79,6.57,True,25,"Cost, Schedule, Scope, Risk",Client requirement,Client Representative,3,7,,High,19.1,Approved with conditions,20
CO00945,7,PROJ00377,CONT00586,Value Engineering,Value Engineering - Facade,Site Engineer,2025-07-02,2025-07-04,,2025-07-14,,,Rejected,Medium,2952353472.26,44160450.83,1.5,True,27,"Cost, Schedule",Technical necessity,Project Director,0,2,Budget constraints,Low,0.0,Urgent approval required,12
CO00946,27,PROJ01318,CONT01834,Scope Reduction,Scope Reduction - MEP System,Project Manager,2026-01-01,2026-01-06,,,,,Under Review,Low,3222312947.7,-48035611.11,1.49,False,5,"Cost, Schedule, Scope",Regulatory compliance,Project Director,0,8,,Medium,0.0,,
CO00947,9,PROJ00451,CONT01628,Scope Addition,Scope Addition - MEP System,Design Team,2024-09-26,2024-10-01,2024-10-31,,2024-11-13,2025-01-11,Closed,Critical,1737006682.87,132086310.12,7.6,True,77,"Cost, Schedule, Scope, Risk",Site conditions,CEO,4,8,,High,21.72,Urgent approval required,35
CO00948,16,PROJ00473,CONT01953,Client Request,Client Request - Interior,Consultant,2025-12-29,2026-01-03,,,,,Technical Review,Medium,4435247029.38,-28780204.66,0.65,False,8,"Cost, Schedule",Site conditions,Commercial Manager,0,4,,Low,0.0,,
CO00949,23,PROJ00235,CONT00187,Schedule Change,Schedule Change - Foundation Work,Client,2025-07-05,2025-07-10,2025-07-22,,,,Approved,High,1026321122.16,55063605.63,5.37,True,-5,"Cost, Schedule, Resources, Risk",Quality enhancement,Technical Head,0,10,,High,60.6,Design team reviewing,17
CO00950,28,PROJ01159,CONT00194,Specification Change,Specification Change - External Works,Contractor,2024-08-09,2024-08-10,2024-09-22,,2024-10-05,2024-11-15,Closed,Low,2238999314.87,30329582.14,1.35,True,6,"Cost, Schedule",Schedule optimization,CEO,0,8,,Low,59.62,Design team reviewing,44
CO00951,31,PROJ01879,CONT00485,Safety Requirement,Safety Requirement - External Works,Project Manager,2025-10-30,2025-11-04,2025-12-06,,,,Approved,High,2782695599.63,6315656.69,0.23,True,45,"Cost, Schedule",Risk mitigation,Project Manager,0,3,,Low,21.77,,37
CO00952,4,PROJ00333,CONT00003,Schedule Change,Schedule Change - Facade,Project Manager,2025-03-11,2025-03-13,,,,,Cancelled,High,2729607430.28,43790808.61,1.6,True,38,"Cost, Schedule",Client requirement,Project Manager,2,9,,Medium,0.0,Cost analysis in progress,
CO00953,48,PROJ01498,CONT00270,Technical Issue,Technical Issue - Interior,Contractor,2025-10-31,2025-11-02,2025-11-07,,2025-12-01,2025-12-14,Closed,Medium,2165154888.27,93022947.34,4.3,True,8,"Cost, Schedule",Design improvement,Client Representative,0,6,,Low,25.33,Client approval pending,7
CO00954,29,PROJ00268,CONT01469,Unforeseen Condition,Unforeseen Condition - MEP System,Consultant,2025-09-23,2025-09-25,,2025-10-14,,,Rejected,Medium,1294126351.38,57677849.97,4.46,True,10,"Cost, Schedule",Cost optimization,Project Director,3,6,Alternative solution available,Low,0.0,Urgent approval required,21
CO00955,4,PROJ01398,CONT01690,Site Condition,Site Condition - Interior,Project Manager,2024-10-13,2024-10-18,2024-11-03,,,,Approved,Critical,2338898478.09,3378838.75,0.14,True,79,"Cost, Schedule",Site conditions,CEO,1,3,,Medium,57.78,Under technical review,21
CO00956,25,PROJ00962,CONT00612,Scope Reduction,Scope Reduction - External Works,Consultant,2025-05-28,2025-06-02,2025-06-21,,,,Approved,High,684725012.08,-39687593.35,5.8,False,-14,"Cost, Schedule, Scope, Risk",Unforeseen circumstances,Client Representative,1,3,,Medium,0.0,Under technical review,24
CO00957,1,PROJ00860,CONT00998,Technical Issue,Technical Issue - Building Wing,Design Team,2024-11-17,2024-11-21,2024-12-23,,2025-01-19,,Implemented,High,2830182226.27,5286160.45,0.19,True,38,"Cost, Schedule",Cost optimization,Commercial Manager,1,3,,Medium,35.34,Urgent approval required,36
CO00958,19,PROJ00621,CONT01191,Quantity Increase,Quantity Increase - MEP System,Client,2024-10-12,2024-10-17,2024-10-31,,2024-11-25,2024-12-14,Closed,Low,4830030369.12,61769855.63,1.28,True,-3,"Cost, Schedule",Quality enhancement,CEO,4,8,,Low,41.75,Client approval pending,19
CO00959,25,PROJ01734,CONT00346,Material Substitution,Material Substitution - Structure,Contractor,2025-10-08,2025-10-10,2025-11-05,,2025-11-28,2026-01-07,Closed,Low,1548036791.73,-27971292.0,1.81,False,-17,"Cost, Schedule",Technical necessity,Project Director,5,10,,Low,0.0,,28
CO00960,44,PROJ01944,CONT01217,Specification Change,Specification Change - Interior,Regulatory Authority,2025-08-08,2025-08-09,,2025-09-03,,,Rejected,Medium,3233403172.17,58653233.18,1.81,True,43,"Cost, Schedule",Technical necessity,Technical Head,2,5,Schedule impact unacceptable,Medium,0.0,,26
CO00961,12,PROJ01995,CONT01962,Site Condition,Site Condition - Interior,Client,2024-12-29,2024-12-30,,2025-01-28,,,Rejected,High,2704980884.91,-16263073.04,0.6,False,38,"Cost, Schedule",Site conditions,Project Manager,5,10,Alternative solution available,Medium,0.0,Urgent approval required,30
CO00962,18,PROJ00766,CONT01473,Site Condition,Site Condition - External Works,Vendor,2024-12-03,2024-12-07,2025-01-04,,2025-01-25,,Implemented,Medium,4589074257.61,34557322.79,0.75,True,39,"Cost, Schedule, Resources",Quality enhancement,Project Manager,1,8,,Medium,49.5,Schedule impact being assessed,32
CO00963,47,PROJ00805,CONT00792,Technical Issue,Technical Issue - Structure,Contractor,2024-10-22,2024-10-25,2024-11-21,,,,Approved,Medium,1122246524.24,-7946420.32,0.71,False,-10,"Cost, Schedule",Risk mitigation,Project Director,4,7,,Medium,0.0,Under technical review,30
CO00964,12,PROJ01669,CONT00700,Regulatory Requirement,Regulatory Requirement - Facade,Consultant,2025-02-10,2025-02-14,2025-02-28,,2025-03-06,,Implemented,Medium,3953984161.51,5682355.81,0.14,True,9,"Cost, Schedule",Client requirement,Project Manager,1,5,,Medium,64.38,Under technical review,18
CO00965,25,PROJ00545,CONT00372,Specification Change,Specification Change - External Works,Site Engineer,2025-11-14,2025-11-16,,,,,Under Review,Medium,4988711616.19,93048541.54,1.87,True,26,"Cost, Schedule, Resources",Design improvement,Project Director,2,7,,Medium,0.0,Cost analysis in progress,
CO00966,4,PROJ01472,CONT01659,Value Engineering,Value Engineering - Facade,Regulatory Authority,2025-05-26,2025-05-27,,,,,Cancelled,Medium,3323148856.87,18684663.13,0.56,True,-9,"Cost, Schedule",Risk mitigation,CEO,0,9,,Medium,0.0,Client approval pending,
CO00967,8,PROJ00291,CONT01909,Design Change,Design Change - MEP System,Vendor,2025-10-04,2025-10-07,2025-10-28,,,,Approved,High,4589136183.78,33547208.03,0.73,True,45,"Cost, Schedule, Resources",Cost optimization,Technical Head,3,6,,Medium,69.09,,24
CO00968,32,PROJ00100,CONT00231,Quality Upgrade,Quality Upgrade - Interior,Consultant,2025-12-12,2025-12-14,,,,,Commercial Review,Medium,3488354805.05,64583710.06,1.85,True,6,"Cost, Schedule, Quality",Schedule optimization,Client Representative,4,8,,Medium,0.0,Design team reviewing,
CO00969,13,PROJ00833,CONT00386,Value Engineering,Value Engineering - Building Wing,Contractor,2025-03-27,2025-03-30,,2025-04-05,,,Rejected,Low,4564031021.32,46855824.62,1.03,True,-13,"Cost, Schedule",Risk mitigation,Project Manager,2,10,Budget constraints,Low,0.0,Urgent approval required,9
CO00970,10,PROJ00052,CONT01886,Unforeseen Condition,Unforeseen Condition - External Works,Consultant,2025-08-28,2025-08-30,2025-09-11,,2025-09-27,2025-10-03,Closed,High,421991646.4,-22053712.99,5.23,False,64,"Cost, Schedule, Resources, Risk",Regulatory compliance,CEO,0,5,,High,0.0,Under technical review,14
CO00971,3,PROJ01013,CONT00337,Quality Upgrade,Quality Upgrade - Building Wing,Project Manager,2024-12-15,2024-12-19,2025-01-02,,2025-01-28,,Implemented,Medium,3149928426.7,55904341.85,1.77,True,-6,"Cost, Schedule, Quality",Unforeseen circumstances,Technical Head,5,9,,Low,34.08,Design team reviewing,18
CO00972,23,PROJ01980,CONT01261,Quality Upgrade,Quality Upgrade - Foundation Work,Consultant,2025-07-17,2025-07-22,2025-08-05,,2025-08-24,,Implemented,Critical,838803804.93,105517625.3,12.58,True,37,"Cost, Schedule, Quality, Risk",Client requirement,Commercial Manager,5,5,,Critical,25.79,Cost analysis in progress,19
CO00973,6,PROJ00867,CONT00875,Technical Issue,Technical Issue - MEP System,Client,2024-09-13,2024-09-14,,,,,Cancelled,Medium,2045770479.36,86109700.11,4.21,True,20,"Cost, Schedule",Cost optimization,Project Director,4,4,,Low,0.0,Approved with conditions,
CO00974,1,PROJ00080,CONT00203,Unforeseen Condition,Unforeseen Condition - Building Wing,Consultant,2024-11-27,2024-12-02,2025-01-08,,,,Approved,Critical,588905734.09,46720924.06,7.93,True,75,"Cost, Schedule, Resources, Risk",Site conditions,Commercial Manager,5,8,,High,47.39,Schedule impact being assessed,42
CO00975,31,PROJ01597,CONT00825,Quality Upgrade,Quality Upgrade - MEP System,Vendor,2025-04-13,2025-04-15,,,,,Cancelled,Medium,742018240.77,35423927.32,4.77,True,-2,"Cost, Schedule, Quality, Resources",Design improvement,Technical Head,0,3,,Medium,0.0,Schedule impact being assessed,
CO00976,36,PROJ00316,CONT00709,Material Substitution,Material Substitution - Interior,Consultant,2025-07-08,2025-07-13,2025-08-05,,2025-08-14,,Implemented,Low,3697837126.97,3060843.88,0.08,True,-27,"Cost, Schedule, Resources",Client requirement,Client Representative,5,9,,Low,14.67,Under technical review,28
CO00977,18,PROJ01089,CONT00114,Regulatory Requirement,Regulatory Requirement - Interior,Vendor,2025-03-30,2025-04-01,2025-05-11,,2025-05-23,2025-07-16,Closed,Medium,612252810.27,-14552786.19,2.38,False,16,"Cost, Schedule",Risk mitigation,Project Director,5,3,,Low,0.0,Approved with conditions,42
CO00978,43,PROJ00358,CONT00822,Scope Reduction,Scope Reduction - Facade,Site Engineer,2024-11-24,2024-11-28,2024-12-05,,2024-12-18,2025-02-07,Closed,Low,1223269158.58,-41752252.96,3.41,False,0,"Cost, Scope",Schedule optimization,Project Manager,2,3,,Low,0.0,Under technical review,11
CO00979,28,PROJ00755,CONT00178,Quantity Increase,Quantity Increase - Building Wing,Contractor,2025-01-21,2025-01-22,,2025-02-13,,,Rejected,Low,1716746751.95,44384781.96,2.59,True,21,"Cost, Schedule, Resources",Unforeseen circumstances,Technical Head,2,9,Scope creep,Medium,0.0,Design team reviewing,23
CO00980,4,PROJ01649,CONT00379,Unforeseen Condition,Unforeseen Condition - External Works,Client,2025-08-19,2025-08-20,2025-09-26,,2025-10-02,2025-10-15,Closed,Critical,188984778.1,-24690908.83,13.07,False,25,"Cost, Schedule, Risk",Design improvement,Client Representative,4,5,,Critical,0.0,Approved with conditions,38
CO00981,37,PROJ00948,CONT01090,Value Engineering,Value Engineering - Structure,Client,2024-07-20,2024-07-24,2024-08-10,,2024-08-15,,Implemented,Medium,2425375696.69,-38870997.17,1.6,False,12,"Cost, Schedule",Design improvement,Commercial Manager,5,2,,Medium,0.0,Design team reviewing,21
CO00982,34,PROJ01425,CONT01182,Safety Requirement,Safety Requirement - Facade,Vendor,2024-11-02,2024-11-07,2024-11-28,,,,Approved,High,1826842686.25,76099010.52,4.17,True,44,"Cost, Schedule",Site conditions,CEO,3,7,,Medium,23.19,Design team reviewing,26
CO00983,8,PROJ00373,CONT00478,Material Substitution,Material Substitution - Building Wing,Consultant,2025-09-05,2025-09-09,2025-10-06,,2025-10-17,2025-11-09,Closed,Low,2971858190.29,2795927.05,0.09,True,-29,"Cost, Schedule",Technical necessity,CEO,0,2,,Low,39.46,,31
CO00984,20,PROJ00811,CONT00628,Safety Requirement,Safety Requirement - Interior,Regulatory Authority,2024-08-16,2024-08-19,2024-08-28,,2024-09-13,,Implemented,Medium,2064477106.62,35859378.56,1.74,True,22,"Cost, Schedule, Resources",Cost optimization,Commercial Manager,5,2,,Medium,70.05,Urgent approval required,12
CO00985,16,PROJ00048,CONT00833,Site Condition,Site Condition - MEP System,Project Manager,2024-09-12,2024-09-17,,,,,Cancelled,Medium,1075981232.41,38329496.69,3.56,True,54,"Cost, Schedule",Unforeseen circumstances,Commercial Manager,3,3,,Low,0.0,Design team reviewing,
CO00986,45,PROJ00282,CONT01166,Regulatory Requirement,Regulatory Requirement - Foundation Work,Design Team,2025-06-10,2025-06-12,2025-07-10,,2025-07-24,2025-08-05,Closed,Medium,342772302.06,5644259.52,1.65,True,14,"Cost, Schedule",Risk mitigation,Commercial Manager,5,5,,Medium,30.98,Under technical review,30
CO00987,40,PROJ01748,CONT00644,Quantity Decrease,Quantity Decrease - Facade,Design Team,2024-11-30,2024-12-03,2024-12-28,,2025-01-24,,Implemented,Low,1808536619.1,-15521262.56,0.86,False,27,"Cost, Schedule, Resources",Technical necessity,Project Manager,5,6,,Low,0.0,Schedule impact being assessed,28
CO00988,26,PROJ01254,CONT00249,Quality Downgrade,Quality Downgrade - External Works,Project Manager,2025-04-17,2025-04-20,2025-05-20,,2025-05-31,2025-06-06,Closed,Medium,1451360937.46,-23642739.28,1.63,False,-1,"Cost, Schedule, Quality",Design improvement,Technical Head,2,10,,Medium,0.0,Client approval pending,33
CO00989,31,PROJ01240,CONT01481,Quality Upgrade,Quality Upgrade - Facade,Site Engineer,2025-09-26,2025-10-01,,,,,Cancelled,Low,1320968371.43,20023644.64,1.52,True,-15,"Cost, Schedule, Quality",Design improvement,Client Representative,0,9,,Low,0.0,,
CO00990,34,PROJ00670,CONT00618,Site Condition,Site Condition - Foundation Work,Site Engineer,2024-11-10,2024-11-12,2024-11-19,,,,Approved,Critical,1915665728.97,20892644.82,1.09,True,79,"Cost, Schedule",Client requirement,Project Manager,4,8,,Medium,36.71,Under technical review,9
CO00991,40,PROJ00304,CONT01482,Quality Downgrade,Quality Downgrade - Facade,Client,2025-12-09,2025-12-11,,,,,Under Review,Medium,793032213.27,-37390242.29,4.71,False,7,"Cost, Schedule, Quality, Resources",Regulatory compliance,Commercial Manager,2,8,,Medium,0.0,Approved with conditions,
CO00992,38,PROJ00390,CONT00678,Method Change,Method Change - Interior,Vendor,2026-01-04,,,,,,Proposed,High,2821348461.55,14536617.66,0.52,True,36,"Cost, Schedule",Site conditions,Project Manager,4,6,,Low,0.0,Schedule impact being assessed,
CO00993,26,PROJ01425,CONT00671,Regulatory Requirement,Regulatory Requirement - Foundation Work,Contractor,2025-10-24,2025-10-26,2025-11-18,,,,Approved,Medium,1191829199.93,31305963.42,2.63,True,8,"Cost, Schedule, Resources",Regulatory compliance,Client Representative,5,4,,Low,70.06,Cost analysis in progress,25
CO00994,19,PROJ00635,CONT00937,Schedule Change,Schedule Change - MEP System,Regulatory Authority,2025-06-08,2025-06-13,2025-07-11,,2025-07-30,2025-09-20,Closed,Low,3314514070.21,-47192514.72,1.42,False,-1,"Cost, Schedule, Resources",Risk mitigation,Project Director,4,7,,Low,0.0,Schedule impact being assessed,33
CO00995,38,PROJ00782,CONT01543,Scope Reduction,Scope Reduction - Foundation Work,Contractor,2024-08-26,2024-08-27,2024-09-21,,2024-09-30,,Implemented,Low,2246955457.76,-15730225.82,0.7,False,-1,"Cost, Schedule, Scope",Client requirement,Technical Head,2,2,,Low,0.0,Client approval pending,26
CO00996,40,PROJ01670,CONT01146,Quantity Increase,Quantity Increase - Structure,Regulatory Authority,2025-01-25,2025-01-27,,2025-02-05,,,Rejected,Critical,987752738.58,113982935.54,11.54,True,31,"Cost, Schedule, Risk",Design improvement,Client Representative,4,5,Cost too high,High,0.0,Urgent approval required,11
CO00997,26,PROJ00276,CONT00677,Specification Change,Specification Change - Foundation Work,Project Manager,2025-12-27,2025-12-31,,,,,Technical Review,Low,1225636927.84,-17081061.9,1.39,False,1,"Cost, Schedule, Resources",Site conditions,Project Director,5,8,,Medium,0.0,Design team reviewing,
CO00998,1,PROJ01911,CONT01671,Value Engineering,Value Engineering - External Works,Regulatory Authority,2025-08-14,2025-08-17,2025-09-05,,2025-10-01,2025-10-09,Closed,Medium,3901938049.82,41450877.05,1.06,True,7,"Cost, Schedule",Technical necessity,Client Representative,0,3,,Low,73.72,Schedule impact being assessed,22
CO00999,11,PROJ01672,CONT00999,Quality Downgrade,Quality Downgrade - Building Wing,Project Manager,2025-04-04,2025-04-09,2025-04-29,,,,Approved,Low,3612020470.93,-47636544.27,1.32,False,-7,"Cost, Schedule, Quality, Resources",Site conditions,Technical Head,5,2,,Low,0.0,,25
CO01000,11,PROJ01470,CONT00334,Material Substitution,Material Substitution - MEP System,Client,2024-12-20,2024-12-23,,2025-01-15,,,Rejected,High,386599485.97,72148631.0,18.66,True,-4,"Cost, Schedule, Resources, Risk",Site conditions,Commercial Manager,5,9,Not justified,Critical,0.0,Approved with conditions,26
CO01001,39,PROJ00217,CONT01275,Schedule Change,Schedule Change - MEP System,Client,2024-12-07,2024-12-11,,2024-12-16,,,Rejected,Low,1862827717.03,31243598.34,1.68,True,19,"Cost, Schedule",Design improvement,Project Director,1,4,Not justified,Low,0.0,Design team reviewing,9
CO01002,49,PROJ00790,CONT00808,Safety Requirement,Safety Requirement - MEP System,Site Engineer,2024-08-05,2024-08-07,2024-09-09,,2024-09-30,,Implemented,Medium,3651064764.88,-27885069.38,0.76,False,0,Cost,Design improvement,Project Director,0,2,,Low,0.0,,35
CO01003,3,PROJ01979,CONT01052,Quality Downgrade,Quality Downgrade - Interior,Design Team,2024-11-07,2024-11-08,2024-12-13,,2025-01-12,2025-01-20,Closed,Low,4055977842.95,-37651869.52,0.93,False,-12,"Cost, Schedule, Quality",Technical necessity,CEO,1,4,,Medium,0.0,Under technical review,36
CO01004,40,PROJ01204,CONT01990,Quantity Increase,Quantity Increase - Interior,Design Team,2025-07-08,2025-07-12,2025-07-21,,2025-07-29,2025-08-14,Closed,High,3031070346.09,111606704.36,3.68,True,42,"Cost, Schedule, Resources",Schedule optimization,CEO,2,5,,Low,49.03,Client approval pending,13
CO01005,24,PROJ00335,CONT00044,Quantity Decrease,Quantity Decrease - Foundation Work,Consultant,2025-09-13,2025-09-16,2025-10-27,,2025-11-19,2025-12-18,Closed,Medium,1940834340.92,-20090440.4,1.04,False,5,"Cost, Schedule, Resources",Regulatory compliance,Project Director,5,10,,Low,0.0,Cost analysis in progress,44
CO01006,19,PROJ02000,CONT00594,Quantity Decrease,Quantity Decrease - Structure,Client,2025-02-28,2025-03-03,2025-03-07,,2025-03-18,2025-04-21,Closed,Medium,2560796422.65,-26891116.92,1.05,False,17,"Cost, Schedule",Design improvement,Project Manager,4,8,,Medium,0.0,Under technical review,7
CO01007,21,PROJ01254,CONT01569,Quality Upgrade,Quality Upgrade - External Works,Vendor,2024-08-16,2024-08-18,2024-09-02,,2024-09-24,,Implemented,Medium,1361155420.97,106788666.7,7.85,True,-4,"Cost, Schedule, Quality, Risk",Cost optimization,Client Representative,3,9,,High,32.32,Client approval pending,17
CO01008,23,PROJ00328,CONT01868,Material Substitution,Material Substitution - Building Wing,Regulatory Authority,2025-10-16,2025-10-21,2025-10-31,,,,Approved,Medium,4440529046.63,2393452.31,0.05,True,-25,"Cost, Schedule",Quality enhancement,Client Representative,1,6,,Low,14.99,Approved with conditions,15
CO01009,10,PROJ00448,CONT00087,Method Change,Method Change - MEP System,Regulatory Authority,2025-05-13,2025-05-17,,2025-05-23,,,Rejected,Medium,2235869060.44,19490852.95,0.87,True,31,"Cost, Schedule",Design improvement,Commercial Manager,0,7,Budget constraints,Medium,0.0,Urgent approval required,10
CO01010,36,PROJ01324,CONT01370,Method Change,Method Change - Building Wing,Project Manager,2025-06-11,2025-06-12,2025-06-20,,2025-07-01,2025-08-11,Closed,Medium,3646871669.77,-16544705.64,0.45,False,19,"Cost, Schedule",Design improvement,CEO,0,4,,Low,0.0,Under technical review,9
CO01011,12,PROJ01946,CONT01698,Design Change,Design Change - MEP System,Site Engineer,2024-08-01,2024-08-05,2024-09-11,,2024-09-27,,Implemented,Medium,3347456770.89,82515366.87,2.47,True,52,"Cost, Schedule",Cost optimization,Project Director,0,3,,Medium,28.35,Urgent approval required,41
CO01012,20,PROJ00798,CONT00634,Material Substitution,Material Substitution - External Works,Client,2025-11-24,2025-11-28,,2025-12-13,,,Rejected,Low,3993601067.38,-23350795.47,0.58,False,2,"Cost, Schedule, Resources",Regulatory compliance,Technical Head,2,8,Budget constraints,Medium,0.0,Schedule impact being assessed,19
CO01013,26,PROJ01937,CONT01783,Quantity Decrease,Quantity Decrease - External Works,Contractor,2024-10-18,2024-10-23,2024-11-03,,,,Approved,Low,3648680305.73,-12450153.22,0.34,False,27,"Cost, Schedule",Design improvement,Client Representative,1,2,,Medium,0.0,Under technical review,16
CO01014,11,PROJ00094,CONT00583,Quantity Increase,Quantity Increase - Facade,Project Manager,2025-09-13,2025-09-18,,2025-10-12,,,Rejected,High,1478882089.93,75411644.81,5.1,True,17,"Cost, Schedule, Risk",Site conditions,Technical Head,3,4,Client disapproval,High,0.0,Schedule impact being assessed,29
CO01015,34,PROJ01179,CONT01415,Specification Change,Specification Change - Interior,Consultant,2024-07-29,2024-07-31,2024-09-01,,,,Approved,Low,3521713945.84,-33365950.28,0.95,False,20,"Cost, Schedule",Cost optimization,CEO,5,4,,Low,0.0,Urgent approval required,34
CO01016,13,PROJ00012,CONT00713,Schedule Change,Schedule Change - Facade,Design Team,2025-06-22,2025-06-23,2025-07-19,,,,Approved,Medium,2765461940.62,-21717191.26,0.79,False,-9,"Cost, Schedule",Technical necessity,Technical Head,1,10,,Low,0.0,Design team reviewing,27
CO01017,11,PROJ01133,CONT01412,Client Request,Client Request - External Works,Consultant,2025-11-04,2025-11-08,2025-12-08,,2025-12-18,,Implemented,Medium,392242357.96,9716136.61,2.48,True,29,"Cost, Schedule, Resources",Design improvement,Client Representative,4,8,,Low,25.01,,34
CO01018,48,PROJ00835,CONT01844,Design Change,Design Change - Facade,Design Team,2025-09-12,2025-09-16,2025-09-25,,,,Approved,High,4428036837.22,94521261.24,2.13,True,56,"Cost, Schedule",Cost optimization,Project Director,0,3,,Low,20.85,Client approval pending,13
CO01019,15,PROJ00412,CONT01844,Material Substitution,Material Substitution - Building Wing,Project Manager,2025-01-14,2025-01-15,2025-02-23,,2025-03-13,2025-04-07,Closed,Medium,4498786359.4,19162990.98,0.43,True,8,"Cost, Schedule, Resources",Cost optimization,Commercial Manager,3,8,,Low,55.54,Approved with conditions,40
CO01020,47,PROJ01548,CONT01289,Site Condition,Site Condition - External Works,Consultant,2025-12-31,2026-01-03,,,,,Under Review,Critical,3210539902.78,90149856.22,2.81,True,71,"Cost, Schedule",Site conditions,Commercial Manager,4,9,,Medium,0.0,Under technical review,
CO01021,33,PROJ00944,CONT01881,Specification Change,Specification Change - MEP System,Regulatory Authority,2025-04-29,2025-04-30,2025-05-15,,2025-06-09,,Implemented,Low,2750987138.56,-5163713.15,0.19,False,27,"Cost, Schedule",Cost optimization,Commercial Manager,4,8,,Low,0.0,Design team reviewing,16
CO01022,7,PROJ01178,CONT01699,Material Substitution,Material Substitution - MEP System,Vendor,2025-06-11,2025-06-13,,2025-06-26,,,Rejected,Low,1609434686.77,26084470.29,1.62,True,6,"Cost, Schedule",Regulatory compliance,CEO,3,2,Client disapproval,Medium,0.0,Schedule impact being assessed,15
