negotiation_id,bid_id,tender_id,vendor_id,vendor_name,negotiation_type,item_category,negotiation_start_date,negotiation_end_date,duration_days,negotiation_status,outcome,initial_bid_amount,target_amount,current_offer_amount,final_agreed_amount,savings_amount,savings_pct,num_rounds,num_meetings,negotiation_points,resolved_points,pending_points,strategy,lead_negotiator_buyer,lead_negotiator_vendor,num_stakeholders_buyer,num_stakeholders_vendor,buyer_concessions,vendor_concessions,communication_mode,priority,complexity,buyer_satisfaction,vendor_satisfaction,bottlenecks,bafo_requested,bafo_received,bafo_amount,is_escalated,risk_level,time_pressure,market_impact,has_competing_bids,num_competing_bids,value_at_risk_pct,next_review_date,last_updated,notes,resolution_rate_pct,price_reduction_pct
NEG01202,BID01871,TENDER00318,VEN00985,Vendor 985,Delivery Schedule,Material Supply,2025-02-02,,339,In Progress,Ongoing,784876016.39,737565692.33,732136866.77,,,,1,3,10,6,4,Competitive,Director - Procurement,Account Manager,6,2,None,None,Mixed (Multiple Modes),Critical,Medium,,,None,True,True,707937430.28,False,Medium,Critical,Favorable,True,4,50.63,2026-01-16,2026-01-07,Good progress made,60.0,6.72
NEG01203,BID00702,TENDER00330,VEN00745,Vendor 745,Quality Standards,MEP Installation,2025-07-05,2025-07-22,17,Agreement Reached,Successful,3951585477.73,3426401531.56,3628691873.25,3847003889.68,104581588.05,2.65,4,1,7,3,4,Win-Win,Commercial Manager,Business Development Manager,6,1,None,None,Phone Call,High,High,72.13,82.01,None,False,False,,False,Medium,High,Volatile,False,0,25.71,,2026-01-07,Positive discussions,42.86,8.17
NEG01204,BID01521,TENDER00242,VEN00429,Vendor 429,Resource Allocation,MEP Installation,2025-10-19,2025-11-04,16,Finalized,Successful,2853712009.16,2690101776.46,2774210900.02,2678248794.65,175463214.51,6.15,3,8,8,3,5,Win-Win,Director - Procurement,Sales Head,2,4,Additional Services,Extended Warranty,Phone Call,Critical,Low,83.32,78.65,Scope Ambiguity,True,False,,False,Medium,Critical,Neutral,True,5,12.14,,2026-01-04,Technical clarifications needed,37.5,2.79
NEG01205,BID00267,TENDER00219,VEN00686,Vendor 686,Quality Standards,Equipment Supply,2026-01-05,2026-01-26,21,Failed,Failed,4810017618.99,4330924305.25,4702561970.37,,,,4,3,6,3,3,Assertive,General Manager,Senior Sales Manager,3,4,Flexible Delivery,None,Email,Medium,High,31.66,44.17,Delivery Timeline,False,False,,False,High,High,Favorable,True,6,98.29,,2026-01-05,BAFO requested,50.0,2.23
NEG01206,BID01080,TENDER00085,VEN00819,Vendor 819,Delivery Schedule,Civil Works,2025-11-16,,52,Escalated,Partially Successful,954937269.14,819532972.18,943571911.27,,,,2,4,15,10,5,Accommodating,Contracts Manager,Director - Sales,3,2,Flexible Delivery,Free Training,Email,Critical,Medium,64.35,64.35,None,True,False,,False,Medium,High,Volatile,True,6,24.96,,2025-12-31,Good progress made,66.67,1.19
NEG01207,BID00778,TENDER00185,VEN01292,Vendor 1292,Price Negotiation,Equipment Supply,2025-11-10,2025-12-06,26,Cancelled,Cancelled,4111826148.57,3576560468.18,3757067614.24,,,,3,6,11,8,3,Assertive,Director - Procurement,Regional Manager,2,2,Flexible Delivery,None,In-Person Meeting,Low,Medium,,,None,True,False,,False,High,Medium,Favorable,True,4,98.01,,2026-01-01,BAFO requested,72.73,8.63
NEG01208,BID01225,TENDER00107,VEN00350,Vendor 350,Resource Allocation,Consultancy,2025-02-16,2025-03-17,29,Failed,Cancelled,596768455.29,517514454.29,594458838.77,,,,4,6,11,8,3,Collaborative,Commercial Manager,Director - Sales,3,3,None,None,In-Person Meeting,Medium,Low,,,None,True,True,575304732.63,False,High,Critical,Neutral,True,4,97.22,,2026-01-03,Technical clarifications needed,72.73,0.39
NEG01209,BID01340,TENDER00312,VEN00549,Vendor 549,Technical Specification,Construction Services,2025-02-03,2025-03-27,52,Finalized,Successful,686298674.11,585476393.83,685726372.28,638634301.01,47664373.09,6.95,4,6,3,2,1,Collaborative,Director - Procurement,Regional Manager,5,2,Advance Payment,Better Quality,In-Person Meeting,Medium,Very High,85.84,60.17,None,False,False,,True,Low,High,Favorable,True,8,0.92,,2026-01-06,Price gap narrowing,66.67,0.08
NEG01210,BID01338,TENDER00273,VEN00890,Vendor 890,Quality Standards,Equipment Supply,2025-12-28,2026-02-15,49,Agreement Reached,Successful,2645878971.35,2360374853.5,2632279539.9,2499972103.94,145906867.42,5.51,2,4,10,7,3,Accommodating,Senior Manager,Senior Sales Manager,4,1,Extended Payment Terms,Price Reduction,Email,Medium,High,99.62,71.77,None,False,False,,False,Medium,High,Volatile,False,0,12.58,,2026-01-01,,70.0,0.51
NEG01211,BID00743,TENDER00382,VEN00938,Vendor 938,Payment Terms,Equipment Supply,2025-03-11,2025-04-10,30,Agreement Reached,Successful,3392978624.59,3060570470.81,3369008679.13,3122093010.34,270885614.24,7.98,6,2,5,2,3,Assertive,Procurement Head,Senior Sales Manager,4,4,None,Better Quality,Video Conference,Medium,Medium,95.14,85.13,Delivery Timeline,True,False,,False,Medium,Low,Unfavorable,True,8,26.26,,2026-01-05,Technical clarifications needed,40.0,0.71
NEG01212,BID01113,TENDER00306,VEN00001,Vendor 1,Quality Standards,MEP Installation,2025-02-15,,326,Escalated,Partially Successful,4509335787.93,4095441465.51,4382498592.6,,,,1,10,4,3,1,Compromising,Procurement Head,Director - Sales,2,2,None,None,Phone Call,High,Very High,51.44,59.4,None,True,False,,False,Medium,Critical,Neutral,True,6,17.26,,2026-01-01,Technical clarifications needed,75.0,2.81
NEG01213,BID00908,TENDER00017,VEN01163,Vendor 1163,Commercial Terms,Construction Services,2025-01-27,,345,On Hold,Ongoing,287642782.85,259994965.72,286153344.92,,,,2,9,15,9,6,Competitive,Director - Procurement,Senior Sales Manager,6,2,None,Better Quality,Mixed (Multiple Modes),High,Medium,,,None,False,False,,False,Medium,Critical,Neutral,False,0,69.46,2026-01-16,2026-01-05,Escalation required,60.0,0.52
NEG01214,BID01923,TENDER00357,VEN00480,Vendor 480,Price Negotiation,Civil Works,2025-03-21,2025-04-01,11,Agreement Reached,Successful,1483453193.25,1399667375.44,1460673001.47,1417327634.12,66125559.13,4.46,4,7,9,5,4,Competitive,Commercial Manager,Business Development Manager,5,1,None,Price Reduction,Email,High,Medium,97.19,65.48,None,False,False,,False,Medium,Low,Neutral,False,0,2.39,,2026-01-07,Payment terms agreed,55.56,1.54
NEG01215,BID01164,TENDER00143,VEN01373,Vendor 1373,Contract Duration,Equipment Supply,2025-02-01,2025-03-17,44,Finalized,Successful,4146086901.59,3848971741.36,4134434558.55,3973282759.71,172804141.88,4.17,5,4,13,11,2,Competitive,Commercial Manager,Sales Head,5,1,None,None,In-Person Meeting,Critical,Medium,87.82,69.12,Delivery Timeline,False,False,,False,Low,High,Favorable,False,0,2.95,,2026-01-03,Price gap narrowing,84.62,0.28
NEG01216,BID01860,TENDER00080,VEN01013,Vendor 1013,Penalty Clauses,MEP Installation,2025-01-11,2025-02-04,24,Cancelled,Failed,3316881253.55,3126941853.37,3027790972.0,,,,1,5,3,2,1,Assertive,Senior Manager,Senior Sales Manager,2,4,Additional Services,None,Email,Medium,Medium,46.13,31.66,None,False,False,,True,High,High,Neutral,True,5,97.77,,2026-01-07,BAFO requested,66.67,8.72
NEG01217,BID01141,TENDER00497,VEN00062,Vendor 62,Warranty Terms,HVAC Systems,2025-03-29,2025-04-25,27,Failed,Cancelled,1191096844.23,1012559838.04,1177628260.36,,,,5,2,5,2,3,Compromising,General Manager,Director - Sales,4,1,None,None,Video Conference,Medium,Medium,,,None,False,False,,False,High,Critical,Neutral,True,7,86.2,,2025-12-31,Technical clarifications needed,40.0,1.13
NEG01218,BID00859,TENDER00136,VEN01322,Vendor 1322,Technical Specification,Electrical Work,2025-03-11,2025-03-23,12,Agreement Reached,Successful,967002186.18,885170966.59,944138437.19,894009959.15,72992227.04,7.55,6,8,15,8,7,Competitive,Procurement Head,Business Development Manager,5,4,None,Extended Warranty,Video Conference,Critical,Very High,87.32,85.51,None,True,True,894009959.15,False,Medium,High,Neutral,False,0,7.68,,2026-01-06,Awaiting management approval,53.33,2.36
NEG01219,BID00494,TENDER00268,VEN01298,Vendor 1298,Price Negotiation,MEP Installation,2025-11-06,,62,In Progress,Ongoing,1910072840.12,1650743347.79,1887267738.94,,,,3,4,12,8,4,Best and Final Offer,Procurement Head,Business Development Manager,5,3,Reduced Penalty,Extended Warranty,Video Conference,Critical,Medium,,,None,True,True,1827844887.71,False,Medium,Medium,Neutral,True,4,39.39,2026-01-10,2026-01-06,Awaiting management approval,66.67,1.19
NEG01220,BID01513,TENDER00105,VEN01166,Vendor 1166,Warranty Terms,Consultancy,2025-03-18,2025-04-03,16,Failed,Failed,891555631.99,817922407.46,879565310.23,,,,2,9,14,6,8,Competitive,Procurement Head,Director - Sales,3,3,Reduced Penalty,Price Reduction,Email,Critical,Low,35.58,25.62,Quality Standards,False,False,,True,High,Medium,Volatile,True,8,88.56,,2026-01-02,Awaiting management approval,42.86,1.34
NEG01221,BID01780,TENDER00260,VEN01950,Vendor 1950,Quality Standards,Material Supply,2025-06-26,,195,On Hold,Partially Successful,68495964.61,64656852.0,66714341.21,,,,2,2,13,4,9,Best and Final Offer,Commercial Manager,Senior Sales Manager,2,3,None,None,In-Person Meeting,High,High,65.9,56.23,None,True,False,,False,Medium,High,Volatile,False,0,27.75,2026-01-20,2026-01-01,Delivery schedule revised,30.77,2.6
NEG01222,BID00434,TENDER00377,VEN00999,Vendor 999,Technical Specification,Material Supply,2025-05-26,2025-07-09,44,Agreement Reached,Successful,988219769.38,880716206.57,974138044.28,923877153.64,64342615.74,6.51,3,6,4,3,1,Assertive,Director - Procurement,Senior Sales Manager,5,3,Advance Payment,Faster Delivery,Phone Call,Medium,Very High,93.76,71.67,Delivery Timeline,True,True,923877153.64,False,Medium,Medium,Neutral,True,2,16.25,,2026-01-04,,75.0,1.42
NEG01223,BID01608,TENDER00144,VEN01581,Vendor 1581,Scope of Work,Electrical Work,2025-01-25,2025-02-07,13,Finalized,Successful,305386206.58,260110354.85,302520629.66,283191175.09,22195031.49,7.27,6,10,13,11,2,Accommodating,Procurement Head,Account Manager,3,3,None,Better Quality,Mixed (Multiple Modes),High,High,98.54,79.74,None,True,True,283191175.09,False,Low,Critical,Neutral,False,0,0.44,,2025-12-31,Awaiting management approval,84.62,0.94
NEG01224,BID01039,TENDER00192,VEN01436,Vendor 1436,Quality Standards,MEP Installation,2025-12-08,,30,Escalated,Partially Successful,1604598931.2,1419921075.67,1573804790.12,,,,4,4,3,2,1,Collaborative,Contracts Manager,Senior Sales Manager,4,2,None,None,Video Conference,Medium,High,66.93,68.58,Authority/Approval Delays,False,False,,False,Low,Low,Favorable,True,5,2.98,,2026-01-05,Positive discussions,66.67,1.92
NEG01225,BID01873,TENDER00491,VEN00419,Vendor 419,Resource Allocation,Construction Services,2025-12-24,2026-02-04,42,Agreement Reached,Successful,640076226.03,545780346.86,630620893.53,626566498.7,13509727.33,2.11,7,7,6,5,1,Compromising,Contracts Manager,Regional Manager,5,4,None,Extended Warranty,Video Conference,Medium,Low,95.92,83.44,None,True,True,626566498.7,False,Low,High,Neutral,False,0,20.95,,2025-12-31,Vendor firm on pricing,83.33,1.48
NEG01226,BID01168,TENDER00496,VEN01000,Vendor 1000,Warranty Terms,Construction Services,2025-04-19,,263,Initiated,Ongoing,1488746094.83,1375389714.9,1449511499.78,,,,4,7,12,4,8,Compromising,Senior Manager,Business Development Manager,4,4,Advance Payment,None,Video Conference,High,Low,,,None,True,True,1383233350.84,False,Medium,Critical,Favorable,False,0,61.46,,2026-01-03,Vendor firm on pricing,33.33,2.64
NEG01227,BID00364,TENDER00361,VEN00501,Vendor 501,Delivery Schedule,Consultancy,2025-07-29,,162,Escalated,Ongoing,549588673.69,491804569.26,518067009.64,,,,1,2,7,2,5,Accommodating,Commercial Manager,Sales Head,6,1,None,Extended Warranty,Phone Call,Critical,Medium,,,None,True,True,512338696.6,False,Medium,Critical,Neutral,False,0,32.58,,2026-01-05,Delivery schedule revised,28.57,5.74
NEG01228,BID00320,TENDER00100,VEN01113,Vendor 1113,Contract Duration,Civil Works,2025-11-29,,39,Escalated,Ongoing,587592354.36,531842610.68,570491639.73,,,,3,8,9,6,3,Competitive,Procurement Head,Regional Manager,5,2,None,Better Quality,In-Person Meeting,Medium,Low,,,None,False,False,,False,Medium,Low,Favorable,False,0,59.43,,2026-01-02,Price gap narrowing,66.67,2.91
NEG01229,BID00469,TENDER00124,VEN01968,Vendor 1968,Payment Terms,HVAC Systems,2025-12-24,,14,In Progress,Ongoing,1004157459.71,913557365.16,978010609.48,,,,1,2,9,8,1,Compromising,Director - Procurement,Regional Manager,4,1,None,None,Email,High,Low,,,None,False,False,,False,Low,Low,Neutral,False,0,69.02,2026-01-15,2026-01-03,BAFO requested,88.89,2.6
NEG01230,BID00192,TENDER00327,VEN01726,Vendor 1726,Payment Terms,HVAC Systems,2025-03-22,,291,Initiated,Ongoing,3342947923.1,3035528009.29,3266377833.85,,,,4,9,8,5,3,Collaborative,General Manager,Account Manager,2,1,None,Faster Delivery,Email,Critical,Medium,,,None,True,False,,False,Medium,High,Favorable,True,7,42.4,,2026-01-04,Escalation required,62.5,2.29
NEG01231,BID01328,TENDER00063,VEN00549,Vendor 549,Scope of Work,HVAC Systems,2026-01-04,2026-02-15,42,Agreement Reached,Successful,4842897413.2,4222243880.86,4734756631.77,4707465075.28,135432337.92,2.8,4,1,14,13,1,Win-Win,General Manager,Senior Sales Manager,2,1,None,Additional Features,Video Conference,Medium,High,74.21,65.08,None,False,False,,False,Low,Low,Volatile,True,8,17.82,,2026-01-02,BAFO requested,92.86,2.23
NEG01232,BID00067,TENDER00234,VEN01985,Vendor 1985,Warranty Terms,MEP Installation,2025-03-16,2025-04-20,35,Agreement Reached,Successful,4662447253.07,4247544038.58,4372689356.91,4513924103.99,148523149.08,3.19,4,10,5,3,2,Competitive,Senior Manager,Senior Sales Manager,5,3,Additional Services,Free Training,Video Conference,High,Medium,93.54,64.94,None,True,False,,False,Medium,Low,Favorable,True,5,23.49,,2026-01-04,Payment terms agreed,60.0,6.21
NEG01233,BID00583,TENDER00250,VEN00772,Vendor 772,Performance Guarantee,MEP Installation,2025-08-30,2025-09-18,19,Failed,Failed,1811615657.31,1695191052.98,1755164392.61,,,,5,9,4,3,1,Compromising,Contracts Manager,Business Development Manager,2,1,None,None,In-Person Meeting,Critical,Low,49.4,41.57,None,False,False,,True,High,High,Volatile,False,0,82.7,,2026-01-05,BAFO requested,75.0,3.12
NEG01234,BID01216,TENDER00131,VEN00417,Vendor 417,Scope of Work,MEP Installation,2025-12-18,,20,Counter Offer Made,Ongoing,4792707044.82,4260620607.29,4784139390.86,,,,3,3,4,1,3,Competitive,General Manager,Account Manager,3,4,None,None,In-Person Meeting,Critical,Very High,,,None,True,False,,True,Medium,High,Neutral,False,0,42.92,2026-01-10,2026-01-06,Price gap narrowing,25.0,0.18
NEG01235,BID00386,TENDER00131,VEN01522,Vendor 1522,Technical Specification,Consultancy,2025-06-05,,216,Counter Offer Made,Ongoing,227151428.12,211552724.49,224262045.86,,,,1,1,13,4,9,Accommodating,Contracts Manager,Regional Manager,4,3,None,Better Quality,Mixed (Multiple Modes),Medium,High,,,None,True,True,219822935.99,False,High,Low,Favorable,True,8,53.4,2026-01-17,2026-01-02,,30.77,1.27
NEG01236,BID00889,TENDER00488,VEN00224,Vendor 224,Delivery Schedule,Civil Works,2025-06-25,2025-07-14,19,Failed,Cancelled,712805015.56,657364724.51,711574058.21,,,,3,1,5,2,3,Assertive,Contracts Manager,Director - Sales,2,3,None,None,Email,High,Low,,,None,True,True,690643575.99,False,High,Low,Favorable,True,6,86.89,,2026-01-06,Payment terms agreed,40.0,0.17
NEG01237,BID00514,TENDER00123,VEN01083,Vendor 1083,Contract Duration,Equipment Supply,2025-07-25,2025-08-17,23,Cancelled,Cancelled,3575651537.63,3346468273.5,3569089962.08,,,,3,4,12,10,2,Competitive,Director - Procurement,Sales Head,6,1,None,Extended Warranty,Mixed (Multiple Modes),Medium,Medium,,,None,False,False,,False,High,Critical,Neutral,True,7,93.41,,2026-01-07,Price gap narrowing,83.33,0.18
NEG01238,BID00465,TENDER00288,VEN01846,Vendor 1846,Penalty Clauses,Electrical Work,2025-12-28,,10,Escalated,Ongoing,149373286.97,135470131.2,148440067.05,,,,1,10,14,4,10,Assertive,General Manager,Sales Head,5,1,None,None,In-Person Meeting,Medium,Medium,,,None,False,False,,False,High,High,Favorable,False,0,53.64,,2026-01-03,Good progress made,28.57,0.62
NEG01239,BID00507,TENDER00262,VEN00932,Vendor 932,Scope of Work,Consultancy,2025-09-22,2025-10-28,36,Agreement Reached,Successful,574689285.54,528415960.38,569376185.31,554406564.31,20282721.23,3.53,4,3,8,5,3,Accommodating,Senior Manager,Account Manager,5,2,None,None,Phone Call,High,Very High,76.55,88.9,Payment Terms Dispute,True,True,554406564.31,True,Low,High,Volatile,False,0,22.94,,2026-01-06,,62.5,0.92
NEG01240,BID01893,TENDER00480,VEN00544,Vendor 544,Technical Specification,Material Supply,2025-08-02,,158,Awaiting Response,Ongoing,231633611.54,199372074.42,229214504.14,,,,2,1,9,7,2,Assertive,Director - Procurement,Director - Sales,4,1,None,Additional Features,Phone Call,Medium,Very High,,,Technical Requirements,False,False,,True,Low,Critical,Neutral,False,0,40.01,2026-01-21,2026-01-04,,77.78,1.04
NEG01241,BID00948,TENDER00128,VEN01094,Vendor 1094,Price Negotiation,MEP Installation,2025-09-17,,112,Awaiting Response,Ongoing,4864947191.17,4366031463.0,4760921402.76,,,,3,2,14,5,9,Best and Final Offer,General Manager,Director - Sales,2,3,None,Better Quality,In-Person Meeting,High,Medium,,,None,True,False,,False,High,Medium,Unfavorable,False,0,34.84,2026-01-15,2026-01-02,Payment terms agreed,35.71,2.14
NEG01242,BID01626,TENDER00479,VEN00856,Vendor 856,Performance Guarantee,Consultancy,2025-09-29,,100,Escalated,Ongoing,111000500.39,104365856.77,109448020.67,,,,4,5,13,10,3,Accommodating,Commercial Manager,Director - Sales,3,2,None,Faster Delivery,Mixed (Multiple Modes),Critical,Medium,,,None,False,False,,False,Medium,Low,Volatile,False,0,66.08,,2026-01-07,Vendor firm on pricing,76.92,1.4
NEG01243,BID01823,TENDER00348,VEN01623,Vendor 1623,Performance Guarantee,MEP Installation,2025-04-21,,261,Counter Offer Made,Ongoing,3577043345.52,3384688842.98,3256499998.73,,,,4,5,11,7,4,Best and Final Offer,General Manager,Business Development Manager,5,1,None,None,Video Conference,Low,Medium,,,None,False,False,,False,Low,Low,Unfavorable,True,7,33.75,2026-01-21,2026-01-04,Good progress made,63.64,8.96
NEG01244,BID00925,TENDER00467,VEN00274,Vendor 274,Delivery Schedule,Material Supply,2025-04-15,,267,Initiated,Ongoing,757204704.33,718820959.82,749252551.0,,,,3,8,4,2,2,Assertive,Procurement Head,Senior Sales Manager,3,4,None,None,Video Conference,Medium,Low,,,None,True,False,,False,Low,Medium,Volatile,True,6,33.01,,2026-01-04,Payment terms agreed,50.0,1.05
NEG01245,BID01350,TENDER00297,VEN00380,Vendor 380,Warranty Terms,Material Supply,2025-12-20,,18,Initiated,Ongoing,935897719.24,880832056.49,909602540.19,,,,2,9,14,8,6,Assertive,Contracts Manager,Sales Head,5,3,None,None,Video Conference,Medium,Low,,,None,False,False,,False,Medium,Low,Favorable,False,0,57.79,,2026-01-06,Price gap narrowing,57.14,2.81
NEG01246,BID00855,TENDER00247,VEN01100,Vendor 1100,Technical Specification,Equipment Supply,2025-04-10,2025-04-22,12,Cancelled,Cancelled,2798278845.93,2590269662.87,2732916123.65,,,,5,5,5,4,1,Best and Final Offer,Procurement Head,Account Manager,5,3,Flexible Delivery,Faster Delivery,In-Person Meeting,High,Very High,,,None,False,False,,True,High,Medium,Neutral,True,5,83.35,,2026-01-01,Technical clarifications needed,80.0,2.34
NEG01247,BID00204,TENDER00441,VEN01391,Vendor 1391,Technical Specification,HVAC Systems,2025-05-30,,222,Awaiting Response,Ongoing,4098966427.16,3618555921.35,3935810174.9,,,,1,1,10,6,4,Best and Final Offer,General Manager,Director - Sales,2,3,None,Better Quality,Phone Call,Medium,High,,,Quality Standards,True,False,,False,Medium,Low,Neutral,True,6,38.06,2026-01-12,2026-01-05,Delivery schedule revised,60.0,3.98
NEG01248,BID00584,TENDER00281,VEN00915,Vendor 915,Performance Guarantee,HVAC Systems,2025-06-14,2025-07-08,24,Finalized,Successful,1336187686.5,1160308163.41,1335191982.11,1285623852.13,50563834.37,3.78,5,10,10,9,1,Best and Final Offer,Commercial Manager,Director - Sales,4,1,None,None,Video Conference,Medium,Medium,86.72,85.79,None,False,False,,False,Medium,High,Favorable,False,0,17.81,,2026-01-04,Technical clarifications needed,90.0,0.07
NEG01249,BID01963,TENDER00455,VEN00851,Vendor 851,Scope of Work,Material Supply,2025-01-26,,346,In Progress,Ongoing,284260563.19,248974238.19,265305745.24,,,,3,10,10,6,4,Compromising,Commercial Manager,Regional Manager,4,3,Additional Services,None,Video Conference,Medium,Very High,,,None,True,False,,False,Low,Medium,Volatile,True,4,35.22,2026-01-12,2026-01-02,Technical clarifications needed,60.0,6.67
NEG01250,BID00009,TENDER00094,VEN00720,Vendor 720,Scope of Work,Consultancy,2025-02-13,,328,Escalated,Partially Successful,109126511.94,102354750.24,107545386.93,,,,1,10,3,2,1,Accommodating,Procurement Head,Senior Sales Manager,4,1,None,None,Video Conference,High,High,57.6,57.27,None,True,False,,False,Low,Critical,Unfavorable,False,0,25.76,,2026-01-01,Vendor firm on pricing,66.67,1.45
NEG01251,BID01591,TENDER00437,VEN00209,Vendor 209,Commercial Terms,Consultancy,2026-01-05,,2,Awaiting Response,Ongoing,873294613.3,755577753.75,800425390.27,,,,1,1,7,2,5,Collaborative,Commercial Manager,Account Manager,2,4,Reduced Penalty,Extended Warranty,Email,High,High,,,None,False,False,,False,High,Medium,Neutral,True,2,57.42,2026-01-12,2025-12-31,,28.57,8.34
NEG01252,BID01372,TENDER00384,VEN01546,Vendor 1546,Price Negotiation,HVAC Systems,2025-06-19,2025-06-25,6,Cancelled,Cancelled,766934241.51,660394053.41,719620225.34,,,,1,7,15,4,11,Assertive,Senior Manager,Sales Head,2,3,None,None,In-Person Meeting,High,Medium,,,None,False,False,,False,High,Low,Neutral,False,0,85.84,,2026-01-01,Payment terms agreed,26.67,6.17
NEG01253,BID01231,TENDER00238,VEN01439,Vendor 1439,Commercial Terms,MEP Installation,2025-04-20,2025-05-21,31,Finalized,Successful,880797951.07,818003911.54,855859843.89,856143123.38,24654827.69,2.8,5,7,7,4,3,Accommodating,Contracts Manager,Regional Manager,2,3,None,Free Training,Video Conference,High,Medium,94.39,69.31,Payment Terms Dispute,False,False,,False,Medium,Low,Favorable,False,0,22.73,,2026-01-07,Escalation required,57.14,2.83
NEG01254,BID00591,TENDER00056,VEN00593,Vendor 593,Contract Duration,Civil Works,2025-09-30,2025-11-26,57,Agreement Reached,Successful,954264962.42,885266163.35,938373944.65,883952700.71,70312261.71,7.37,8,4,6,5,1,Accommodating,Procurement Head,Account Manager,2,3,Advance Payment,None,Mixed (Multiple Modes),High,Low,90.6,62.54,None,False,False,,False,Medium,Critical,Favorable,True,5,5.57,,2026-01-01,Delivery schedule revised,83.33,1.67
NEG01255,BID01601,TENDER00437,VEN01747,Vendor 1747,Penalty Clauses,Consultancy,2025-10-31,2025-11-22,22,Agreement Reached,Successful,941609919.72,889124472.79,939947514.5,891520716.91,50089202.81,5.32,6,4,13,10,3,Accommodating,General Manager,Sales Head,5,4,None,Free Training,In-Person Meeting,High,Medium,99.9,78.19,Scope Ambiguity,True,True,891520716.91,False,Low,High,Volatile,False,0,6.54,,2026-01-01,Good progress made,76.92,0.18
NEG01256,BID00966,TENDER00161,VEN00673,Vendor 673,Quality Standards,MEP Installation,2025-10-31,,68,On Hold,Partially Successful,635485312.11,565277444.34,629194312.24,,,,3,2,11,4,7,Collaborative,Director - Procurement,Senior Sales Manager,3,4,Flexible Delivery,None,Email,High,Very High,69.16,58.02,Quality Standards,False,False,,True,High,Critical,Neutral,True,4,3.67,2026-01-16,2026-01-02,Price gap narrowing,36.36,0.99
NEG01257,BID01197,TENDER00020,VEN01528,Vendor 1528,Resource Allocation,Electrical Work,2025-02-28,,313,On Hold,Partially Successful,100291847.46,92454523.16,98686570.52,,,,1,10,7,3,4,Accommodating,Commercial Manager,Regional Manager,4,3,Flexible Delivery,Price Reduction,In-Person Meeting,High,Low,63.74,51.93,None,False,False,,False,Medium,Low,Unfavorable,False,0,23.94,2026-01-09,2025-12-31,Price gap narrowing,42.86,1.6
NEG01258,BID01119,TENDER00087,VEN01145,Vendor 1145,Price Negotiation,Material Supply,2025-07-30,,161,Initiated,Partially Successful,443209847.79,378960344.58,431444615.25,,,,4,4,14,8,6,Accommodating,Senior Manager,Sales Head,6,2,None,None,Mixed (Multiple Modes),Low,High,74.21,56.3,None,False,False,,False,Medium,Critical,Neutral,True,8,29.47,,2026-01-06,BAFO requested,57.14,2.65
NEG01259,BID01063,TENDER00207,VEN00372,Vendor 372,Scope of Work,Construction Services,2025-05-26,,226,Awaiting Response,Ongoing,1522678412.33,1316987863.39,1495441700.38,,,,2,3,6,5,1,Best and Final Offer,Director - Procurement,Director - Sales,5,2,None,None,Video Conference,High,Very High,,,None,False,False,,False,Medium,High,Volatile,False,0,31.21,2026-01-14,2026-01-04,Payment terms agreed,83.33,1.79
NEG01260,BID00808,TENDER00153,VEN00551,Vendor 551,Payment Terms,Electrical Work,2025-03-24,2025-05-14,51,Finalized,Successful,667347461.88,614809586.38,660395487.16,620782108.43,46565353.44,6.98,6,1,5,4,1,Competitive,Procurement Head,Senior Sales Manager,2,2,Reduced Penalty,Extended Warranty,Mixed (Multiple Modes),Medium,Medium,77.38,71.56,None,False,False,,False,Medium,Critical,Volatile,True,2,27.82,,2026-01-05,Positive discussions,80.0,1.04
NEG01261,BID01796,TENDER00112,VEN00386,Vendor 386,Technical Specification,HVAC Systems,2025-10-30,2025-12-11,42,Agreement Reached,Successful,4127660847.1,3915259317.03,4121828873.91,3955272631.46,172388215.64,4.18,4,3,15,6,9,Win-Win,Contracts Manager,Senior Sales Manager,5,4,None,None,In-Person Meeting,Medium,High,94.13,66.79,Payment Terms Dispute,False,False,,False,Medium,Low,Favorable,False,0,7.69,,2025-12-31,Payment terms agreed,40.0,0.14
NEG01262,BID00807,TENDER00494,VEN00775,Vendor 775,Technical Specification,Construction Services,2025-01-29,2025-02-26,28,Agreement Reached,Successful,1900361342.1,1637306950.16,1849269503.22,1754381217.99,145980124.11,7.68,5,3,4,2,2,Competitive,Procurement Head,Business Development Manager,5,3,None,Better Quality,Video Conference,Medium,High,77.67,89.97,None,False,False,,False,Medium,Critical,Favorable,True,8,19.77,,2026-01-04,Vendor firm on pricing,50.0,2.69
NEG01263,BID01559,TENDER00389,VEN01110,Vendor 1110,Performance Guarantee,Construction Services,2025-05-19,,233,Escalated,Ongoing,1415751538.52,1283294783.46,1375479056.26,,,,1,6,8,7,1,Compromising,General Manager,Business Development Manager,5,2,None,Free Training,Video Conference,Medium,Medium,,,Scope Ambiguity,True,False,,False,Low,Medium,Unfavorable,False,0,61.8,,2026-01-04,Good progress made,87.5,2.84
NEG01264,BID01514,TENDER00392,VEN00527,Vendor 527,Price Negotiation,Consultancy,2025-01-27,2025-02-14,18,Agreement Reached,Successful,309548595.08,291340640.7,286451116.36,297763511.83,11785083.25,3.81,6,2,15,8,7,Win-Win,Contracts Manager,Sales Head,3,1,Reduced Penalty,None,Email,High,Medium,89.86,79.34,None,False,False,,False,Medium,Medium,Volatile,True,4,7.15,,2026-01-04,Vendor firm on pricing,53.33,7.46
